,Positive,Negative
0,15,5
1,RT @ANI: Former Pakistan cricketer Shahid Afridi tests positive for #COVID19. (file pic) https://t.co/v9mjuETtGA,-A 45-year-old Indian school teacher in the Chinese city of Shenzhen is undergoing treatment for a Streptococcal infection which was initially suspected to be a case of mysterious SARS-like coronavirus prevalent in the country. https://healthwire.co/indian-school-teacher-diagnosed-with-streptococcal-infection-under-treatment/ …
2,"RT @Tejasvi_Surya: The only CM in India today who can start his weekend with a breakfast at MTR - city’s most famous joint. 

Sri @BSYBJP’s…",That's corona virus..
3,RT @ANI: Former Pakistan Prime Minister Yousuf Raza Gilani tests positive for #COVID19: Pakistan Media (file pic) https://t.co/ftq0g7gFKj,"RT @sharanu_ja: BJP/Modi ""silent"" on 

Over 650 migrants death
India-China border issue
GDP down to 3.1%
Weaker economy
Daily Petrol/Diesel…"
4,RT @ladeedafarzana: Get well soon.💜,"RT @ThisIsAnjaliG: Don't worry , indian version Afridi is getting ready, 
The only difference is wasn't spinner but Medium Pace ."
5,"RT @CISFHQrs: We express our humble gratitude to renowned actor Shri 
@Mohanlal for his kind words of encouragement motivating #CISF person…",#shahidafridi #COVID19 @SAfridiOfficial is that true?
6,"RT @AsYouNotWish: Praying for your speedy recovery, Lala. You have to live to see how India reclaims POK and Baloch freedom fighters reclai…","RT @TajinderBagga: I talked to @deepikasingh150 husband at 11.06 PM . He have my number, he said he is in touch with someone  if he needs h…"
7,,"RT @ANI: #WATCH We appointed a team of scientists after #COVID19 outbreak. Firstly, simulation was done&amp;compounds were identified which can…"
8,,"RT @bhushan_gyan: Keeping in view increasing number of cases of #COVID19 in India, need for extreme care and precaution - everyone has to t…"
9,,"RT @harishjharia: #America 🇺🇸
Americans, please stop #FloydProtests
That will end up in millions of #COVID19 deaths"
10,,"RT @drapr007: #Retweet if you want capping in treatment charges of #Covid19 in private hospitals so that Common people can bear it.

@drhar…"
