,Positive,Negative
0,18,44
1,Hong Kong -  Gov: 10 new people being screened for the new coronavirus. Total now 48. 25 discharged. All in stable condition https://flutrackers.com/forum/forum/china-other-health-threats/china-emerging-diseases-other-health-threats/822159-hong-kong-suspected-mystery-pneumonia-case-list-38-39-confirmed-by-chp-approximately-15-have-other-diagnosed-illnesses-21-released-january-5-2020?p=822400#post822400 … h/t Shiloh,"Iceland - Directorate of Health has confirmed the first #coronavirus case in Iceland https://flutrackers.com/forum/forum/-2019-ncov-new-coronavirus/832187-first-confirmed-covid-19-case-in-iceland h/t Shiloh, @GertvanderHoek #COVID19"
2,Hong Kong expert urges mainland China to publish the genetic map of Wuhan pneumonia (coronavirus) as soon as possible so a rapid test can be developed. https://flutrackers.com/forum//forum/china-other-health-threats/china-emerging-diseases-other-health-threats/821830-china-59-undiagnosed-viral-pneumonia-cases-in-wuhan-hubei-province-december-30-2019-influenza-sars-mers-ruled-out-novel-coronavirus-detected?p=822375#post822375 … h/t Pathfinder,"China Mystery Pneumonia in Wuhan : Media: ""It's obviously a virus,"" Fauci says, as bacteria would have been found quickly in cultures. ""My guess would be that it's a different kind of coronavirus."" https://flutrackers.com/forum/forum/china-other-health-threats/china-emerging-diseases-other-health-threats/821830-china-59-undiagnosed-viral-pneumonia-cases-in-wuhan-hubei-province-december-30-2019-influenza-sars-mers-ruled-out?p=822232#post822232 … h/t alert"
3,China - Gov update on coronavirus in Wuhan: Still 41 diagnosed positive including 1 fatal. 717 under observation. https://flutrackers.com/forum/forum/china-other-health-threats/china-emerging-diseases-other-health-threats/821830-china-41-diagnosed-viral-pneumonia-coronavirus-cases-in-wuhan-hubei-province-december-30-2019-1-fatal-case-717-under-observation?p=822660#post822660 … h/t tetano,"China - Media report on Wuhan mystery pneumonia: Influenza, avian influenza, and adenovirus infections can be ruled out - a new type of coronavirus disease is not ruled out. https://flutrackers.com/forum//forum/china-other-health-threats/china-emerging-diseases-other-health-threats/821830-china-44-viral-pneumonia-suspected-sars-cases-in-wuhan-hubei-province-december-30-2019-influenza-ruled-out?p=822002#post822002 … h/t Pathfinder"
4,Hong Kong - Media: Experts expect a rapid test for the new coronavirus may be developed in a few days.  https://flutrackers.com/forum//forum/china-other-health-threats/china-emerging-diseases-other-health-threats/821830-china-41-diagnosed-viral-pneumonia-coronavirus-cases-in-wuhan-hubei-province-december-30-2019-1-fatal-case-739-screened-so-far-including-419-hcw?p=822648#post822648 … h/t tetano,"China - Media: WSJ says sources tell them mystery pneumonia is a new coronavirus - something that has been speculated for days.  https://flutrackers.com/forum//forum/china-other-health-threats/china-emerging-diseases-other-health-threats/821830-china-59-undiagnosed-viral-pneumonia-cases-in-wuhan-hubei-province-december-30-2019-influenza-sars-mers-ruled-out-novel-coronavirus-detected?p=822343#post822343 … h/t Shiloh, alert"
5,"Thailand - MoPH confirms a traveler from Wuhan, China positive for the new coronavirus https://flutrackers.com/forum/forum/china-other-health-threats/china-emerging-diseases-other-health-threats/821830-china-41-diagnosed-viral-pneumonia-coronavirus-cases-in-wuhan-hubei-province-december-30-2019-1-fatal-case-717-under-observation?p=822693#post822693 … h/t tetano, Shiloh",Hong Kong - Media: Hong Kong college student suspected of mystery pneumonia tests positive for coronavirus. https://flutrackers.com/forum/forum/china-other-health-threats/china-emerging-diseases-other-health-threats/821830-china-59-undiagnosed-viral-pneumonia-cases-in-wuhan-hubei-province-december-30-2019-influenza-sars-mers-ruled-out?p=822181#post822181 … h/t Commonground
6,"Hong Kong officials promise ""principles of openness and transparency"" upon return from Wuhan to assess the current 2019-nCov (new coronavirus) situation.  https://flutrackers.com/forum//forum/china-other-health-threats/china-emerging-diseases-other-health-threats/821830-china-41-diagnosed-2019-ncov-new-coronavirus-cases-in-wuhan-hubei-province-december-30-2019-1-fatal-case-687-under-observation?p=822780#post822780 … h/t Treyfish","WHO Statement Regarding Cluster of Pneumonia Cases in Wuhan, China - preliminary determination of a novel (or new) coronavirus https://flutrackers.com/forum/forum/china-other-health-threats/china-emerging-diseases-other-health-threats/821830-china-59-undiagnosed-viral-pneumonia-cases-in-wuhan-hubei-province-december-30-2019-influenza-sars-mers-ruled-out-novel-coronavirus-detected?p=822404#post822404 … h/t Pathfinder"
7,Hong Kong - 3 more people screened for 2019-nCov (the new coronavirus) for a total screened of 71 with 60 released. All hospitalized patients are stable.  https://flutrackers.com/forum//forum/china-other-health-threats/china-emerging-diseases-other-health-threats/822159-hong-kong-suspected-mystery-pneumonia-coronavirus-case-list-71-confirmed-by-chp-60-released?p=822741#post822741 … h/t Shiloh,Chinese media released expert test results confirming that Wuhan pneumonia is a new type of coronavirus. Waiting for official gov site announcement.
8,Hong Kong - CHP: 11 new patients being evaluated for 2019-nCov for a total of 99. At this time no one has been confirmed with new coronavirus.  https://flutrackers.com/forum//forum/-2019-ncov-new-coronavirus/china-2019-ncov/822159-hong-kong-people-screened-for-2019-ncov-new-coronavirus-list-99-no-confirmed-cases-at-public-hospitals?p=823335#post823335 … h/t Shiloh,"China - Media interview of  Xu Jianguo, a member of the Chinese Academy of Engineering, about the new coronavirus. https://flutrackers.com/forum/forum/china-other-health-threats/china-emerging-diseases-other-health-threats/821830-china-59-undiagnosed-viral-pneumonia-cases-in-wuhan-hubei-province-december-30-2019-influenza-sars-mers-ruled-out-novel-coronavirus-detected?p=822373#post822373 … h/t Pathfinder"
9,,"China-Media rpt on mystery pneumonia in Wuhan: A new type of coronavirus was detected in the lab, whole genome sequence of virus was obtained. 15 cases of + results of the new type of coronavirus were detected by nucleic acid detection method. https://flutrackers.com/forum//forum/china-other-health-threats/china-emerging-diseases-other-health-threats/821830-china-59-undiagnosed-viral-pneumonia-cases-in-wuhan-hubei-province-december-30-2019-influenza-sars-mers-ruled-out-novel-coronavirus-detected?p=822370#post822370 … h/t Treyfish"
10,,W.H.O. update on the new coronavirus in China https://flutrackers.com/forum/forum/china-other-health-threats/china-emerging-diseases-other-health-threats/821830-china-41-diagnosed-viral-pneumonia-coronavirus-cases-in-wuhan-hubei-province-december-30-2019-1-fatal-case-717-under-observation?p=822662#post822662 … h/t Pathfinder
11,,Hong Kong - Gov: 7 more people screened for new coronavirus for a total of 67 screened. 51 have been released. https://flutrackers.com/forum/forum/china-other-health-threats/china-emerging-diseases-other-health-threats/822159-hong-kong-suspected-mystery-pneumonia-coronavirus-case-list-67-confirmed-by-chp-51-released?p=822653#post822653 … h/t Shiloh
12,,China - Wuhan health department reports no new coronavirus cases (holding at 41) and a decrease to 687 under observation. No additional fatalities. https://flutrackers.com/forum//forum/china-other-health-threats/china-emerging-diseases-other-health-threats/821830-china-41-diagnosed-viral-pneumonia-coronavirus-cases-in-wuhan-hubei-province-december-30-2019-1-fatal-case-687-under-observation?p=822694#post822694 … h/t Shiloh
13,,Hong Kong - Screening one more person for the new coronavirus. Total is now 68 screened with 56 released. https://flutrackers.com/forum//forum/china-other-health-threats/china-emerging-diseases-other-health-threats/822159-hong-kong-suspected-mystery-pneumonia-coronavirus-case-list-68-confirmed-by-chp-56-released?p=822684#post822684 … h/t Shiloh
