,Positive,Negative
0,11,12
1,"""Coronavirus: US top infectious disease doctor says drug trial shows 'quite good news'"" #Coronavirus ","""""Frostbite"" toes and rashes may be signs of a coronavirus infection"" "
2,"RT @AnasMallick: #Pakistan records highest number of #covid19 cases AND recoveries, both, in 24hours with 6472 cases and 9809 recoveries -…",This is happening because people with mild symtoms are going to hospitals so late. The government should be change urgently their advice and test more people. There isn't time to wait if you think you have #coronavirus.
3,Get well soon. May Almighty heal your body by his grace. We all should be proud as Good humans and served humanity… https://t.co/ryesr7tBWK,What could go wrong? #COVIDIOTS #coronavirus 
4, Great... This is close to where I live. #Coronavirus #skynews,#isitok that the media is sensationalising #coronavirus ? People dying are elderly or infirm. And a lot LESS than yearly winter flu. #COVID19 #TheLastLeg
5,Maybe they'll sell you some coronavirus medication at a good rate?,"Read Solace Global's COVID-19 outbreak update for the 28th February. #covid19 cases have now been reported in at least 49 countries, with the #WHO warning that the outbreak has “pandemic potential”. To view the latest report click the link... #Coronavirus https://www.linkedin.com/feed/update/urn:li:activity:6639113502906822656"
6,RT @TornadoNewsLink: Nice One Had To Be Said. #CommonPurpose #RainbowWarriors #BlackLivesMatter #COVID19 #QueensBirthday,You may have not personally received a message but thats the basic gist if u have symptoms or have travelled then u r advised not to go to Dr surgery or hospital but instead call if u need medical advice. #coronavirus https://twitter.com/NJLahori/status/1230265268456316929 …
7,,Menopausal? Or just a bad cold coming on? #coronavirus
8,,The flu death rate is 0.1 where coronavirus is 20x that. At 2%.
9,,RT @TornadoNewsLink: EXPOSED: The GUIDE TO THE #GEORGESOROS NETWORK  PLEASE SHARE https://t.co/zPFRys8eDb  #BlackLivesMatter #COVID19 #Nati…
10,,RT @capt_amarinder: Have decided to take some steps to contain spread of #Covid19 &amp; to save Punjab &amp; Punjabis. These will also entail some…
11,,RT @ThatTimWalker: Damniing: Johnson disbanded the Cabinet pandemic team six months before #COVID19 hit the UK (to focus on Brexit). https:…
12,,"RT @AlHakamWeekly: Waqfe Nau &amp; Chemistry teacher, @1FowadAhmed at the Ahmadiyya College, Kano, Nigeria explains how #COVID19 has caused fur…"
13,,"RT @BWDDPH: #Covid19 #BlackLivesMatter 
If you do decide to March or Demonstrate-this is my advice on keeping #BAME &amp; community risks down…"
14,,"RT @Nenagh9: .⁦@BorisJohnson⁩ .⁦@UKParliament⁩
#UKCitizens are relying on you to lead the way in this #PublicHealth #Wildlife crisis
#BanWi…"
15,,"RT @derekjames150: The top three countries for #Covid19 deaths are the US, Brazil and the UK. So, what do these countries have in common? W…"
16,,@DailyMail @MailOnline Proverbs 22:3 #covid19 #virus
17,,Coronavirus is going to hit hard. Our govt has not done nearly enough. Its negligence. Economic emergency measures were needed to shut down as much as possible. Now is too late.
18,,"#coronavirus while we r focusing on washing hands. Plz dont forget to clean surfaces, handles, rails, remote controls & switches at home! "
19,,"We are no longer testing cases in the community, only those admitted to hospital with suspected coronavirus. The real figure of cases is therefore much much higher as most people do not need admission"
