,Positive,Negative
0,8,33
1,'Dr SHIVA Ayyadurai' POWERFUL Interview - MIT PhD on #Corona virus with J... https://youtu.be/pZeqHLn2BFs via @YouTube,Neurological manifestations of COVID-19 and other coronavirus infections: A systematic review 
2,New post (Big Pharma and coronavirus vaccine development | COVID-19 Special) has been published on Coronavirus News - https://viruszone.org/big-pharma-and-coronavirus-vaccine-development-covid-19-special/,what are the odds the #Olympics will be cancelled due to the #coronavirus? just thought this would be truely a multiplier event if the virus is still cirulating by then
3,Coronavirus update – Saturday 30 May 2020 ,A new strain of coronavirus ! https://twitter.com/carlzimmer/status/1215000188819038209 …
4,Germany has a 5 patient with #coronavirus. He works in the same place together with the other 4 patients. ,"So many people are spreading false news about the #coronavirus. It’s disgusting. 
If you don’t understand something, please don’t lecture others about it and stop trying to use this virus for your own gains."
5,"Hey guys, take a deep breath... the pharma needs patients! #chemtrails #geoengineering #5G #Monsanto #NWO #Agenda2030 #Coronavirius #COVID19 #COVID2019",I highly suspect that the new coronavirus in Wuhan was brought out from the P4 laboratory in Wuhan.
6,Germany's #DAX Set For More Losses. #coronavirus #Coronavirusgermany #COVID19 ,"Buddy, are you trying to tell that the virus going around is not a US patented coronavirus, but a Chinese Virus with a Chinese patent that they „created“? "
7,Very interesting article about the #adaptions that the #Chinese #entertainment industry is already showing due to #Covid19 (fka #corona virus). #Coronavirus: Livestreaming karaoke and reality TV in virus-hit China,"(Reuters) - China has agreed to allow U.S. health experts into the country as part of a World Health Organization (WHO) effort to help fight the fast-spreading coronavirus, as the number of cases and deaths continued to mount."
8,"This is so true! And watching nations work together on a cure for #coronavirus gives me hope for #ClimateChange, too.",Coronavirus: Graphic photos show virus ‘nightmare’ in Wuhan https://www.news.com.au/world/europe/deadly-coronavirus-spreads-to-britain-as-countries-crack-down-on-china-travel/news-story/91c66cfbf14a9f3039330874a036c0f8 …
9,Maybe First case in Berlin! Testing a woman for the! #coronavirus,#Coronavirus: desperate times drive some to desperate measures https://www.scmp.com/news/china/society/article/3050673/coronavirus-desperate-times-drive-some-chinese-people-take … | via @scmpnews by @TingYanalice
