,Positive,Negative
0,13,7
1,The impact of #coronavirus on #vessel traffic and the #shippingindustry https://www.hellenicshippingnews.com/the-impact-of-coronavirus-on-vessel-traffic-and-the-shipping-industry/,"Unexpected consequences of Covid-19: Contagion headlines are masking critical #shipping business interruptions #COVID19 #coronavirus #2019nCoV #trade
https://www.hellenicshippingnews.com/unexpected-consequences-of-covid-19-contagion-headlines-are-masking-critical-shipping-business-interruptions/ …"
2,"#Coronavirus trumps Middle East’s impact on #oilprices, says #GlobalData https://www.hellenicshippingnews.com/coronavirus-trumps-middle-easts-impact-on-oil-prices-says-globaldata/","#Coronavirus causes #China #Crude disruption #crudeoil #tankers #seabornetrade #oiltrade #shipping
https://www.hellenicshippingnews.com/coronavirus-causes-china-crude-disruption/ …pic.twitter.com/7EnHBY5StI"
3,"#Shipping needs to prepare for #coronavirus restrictions warns Hill Dickinson #shippingindustry #maritimelaw
https://www.hellenicshippingnews.com/shipping-needs-to-prepare-for-coronavirus-restrictions-warns-hill-dickinson/ …","Fitch Rtgs: Global #Ports Vulnerable to #Coronavirus-Related Volume Declines #tradevolumes #portoperations #seabornetrade #shipping
https://www.hellenicshippingnews.com/fitch-rtgs-global-ports-vulnerable-to-coronavirus-related-volume-declines/ …"
4,"#Shipping not immune from #coronavirus #health #diseaseoutbreak #ports #safety
https://www.hellenicshippingnews.com/shipping-not-immune-from-coronavirus/ …","#DryBulk #Shipping: Seasonality, Higher #Fuel Costs, And #Coronavirus Disruption Behind Poor Start To New Decade For Dry Bulk Earnings @BIMCO_PS @BIMCONews
https://www.hellenicshippingnews.com/dry-bulk-shipping-seasonality-higher-fuel-costs-and-coronavirus-disruption-behind-poor-start-to-new-decade-for-dry-bulk-earnings/ …pic.twitter.com/J7i1PokUpe"
5,"#Capesize index plummets to -133, the first time ever in negative territory @BIMCONews #drybulkmarket #drybulk #shipping #BDI #IMO #coronavirus
https://www.hellenicshippingnews.com/capesize-index-plummets-to-133-the-first-time-ever-in-negative-territory/ …pic.twitter.com/UGtIEuA00T",
6,"#DryBulk #Ship Owner Golden Ocean Warns On Profit Over #Coronavirus $GOGL #financialresults
https://www.hellenicshippingnews.com/dry-bulk-ship-owner-golden-ocean-warns-on-profit-over-coronavirus/ …pic.twitter.com/UhzhoctDVN",
7,"#Shipping Market Will Rebound: It’s Just a Matter of When, not If #Coronavirus #supplychain
https://www.hellenicshippingnews.com/shipping-market-will-rebound-its-just-a-matter-of-when-not-if-2/ …pic.twitter.com/7Hx0r8MzM5",
8,"#Coronavirus and its impact on your contract ꟷ can you rely on ‘Force Majeure’? #virus #maritimeindustry #shipping
https://www.hellenicshippingnews.com/coronavirus-and-its-impact-on-your-contract-%ea%9f%b7-can-you-rely-on-force-majeure-2/ …pic.twitter.com/Eb7Fbu13pg",
9,"#ShipRepair Sector in #Coronavirus Shock #shippingindustry
https://www.hellenicshippingnews.com/ship-repair-sector-in-coronavirus-shock/ …pic.twitter.com/wLHkR4D2zz",
10,"Practical And Contractual Considerations Arising From The Novel Coronavirus Outbreak In China #coronavirus #marineinsurance #PandI #safety
https://www.hellenicshippingnews.com/practical-and-contractual-considerations-arising-from-the-novel-coronavirus-outbreak-in-china/ …",
