,Positive,Negative
0,36,1
1,@Apple Y’all really made an emoji for corona-virus? ,"What about raging alcoholism and gaining thirty-five pounds? Is that a sign of a coronavirus infection? ""Frostbite"" toes and rashes may be signs of a coronavirus infection "
2,Link in my bio ion need a like or follow just a listen #explore #explorepage #21savage #carti #playboicarti #newwave #lit #ig #likeforlike #f4follow #rap #hiphop #coronavirus #quarantine #dt #gaintrain #comment #like #kickswoahgaintrain #rona #coronavirus #pandemic #fashinova,"They’re not tho. Both viruses spread quickly and kill easily. With the coronavirus there are cases in France, Germany, USA, Australia and all around Asia, but Ebola only spread to 3 countries."
3,Link in my bio y’all check it out for me #music #newmusic #dababy #nba #nbayoungboy #tiktok #6ix9ine #meganthestallion #stunna4vegas #youngthug #daquan #indiemusic #indieartist #nextup #upcomingartist #migos #vape #corona #coronavirus #minecraft #fortnite #ps4 #xbox #callofduty,"It’s got to do with an outbreak the Coronavirus has infected at least more than 500 in Wuhan China I think and killed about twelve so far, it’s spread through coughing sneezing and contact with infected fluids"
4,caravan protests should be more popular due to coronavirus,"RT @GrandmaSaidNo: Never forget that the US federal government is responsible for the high COVID-19 death toll on our Nation. 

The magnitu…"
5,Can’t catch the coronavirus if you’re outside ,"Coronavirus is boring now, unless the people who die start coming back as zombies I’m unsubscribing"
6,The coronavirus is officially a global emergency. Please wash your hands and KEEP YOUR HANDS AWAY FROM YOUR FACE. Be careful out there everyone,
7,Call #COVID19 #TrumpVirus is equivalent to calling #Ebola Obola It's nonsensical.,
8,Any COVID19 vaccine should be: ,
9,"That was exactly her point. She was not making any statement of fact regarding COVID19, simply criticizing Pence for preventing experts from doing so.",
10,*COVID19,
11,This is how we end up with #coronavirus,
12,Do you know what goes with coronavirus? Lyme Disease.....,
13,That coronavirus is only dangerous to the foos who drink Modelo,
14,Aparently the person in Australia being tested for that coronavirus was released from isolation BEFORE THE RESULTS CAME BACK. Htf is this dealing with an epidemic. Like he has symptoms but they don't even know if he has it yet and they just let him go tf,
15,@TeamPulte @pulte did you guys hear about Corona virus? Please be careful it's now in america to,
16,Can we put the Coronavirus on pause at least until Doom Eternal comes out? Please?,
17,all imma say about the coronavirus is niggas shoulda freed Hong Kong,
18,I really hate the name “Coronavirus” it doesn’t roll off the tongue as nice as Ebola does,
19,If you joke about the coronavirus you get no pussy,
20,"Ozzy Osbourne is the reason we have coronavirus, those fucking bats are getting revenge now.",
21,God I hope I get coronavirus this year,
22,I can feel my nose getting blocked.  This better not be the Coronavirus.,
23,Y’all know the corona virus cane from those chicken sandwiches ,
24,"RT @ABSCBNNews: BREAKING: The DOH reports 607 additional cases of #COVID19, raising PH tally to over 25,000, as of June 13, 2020. In total,…",
25,RT @hfz_garcia: Cancel Phase 1. Go back to normal Circuit Breaker where everyone just can't go out and saman here and there. You see... SGe…,
26,"RT @sanchezcastejon: Spain is coleader in initiatives such as the ACT-Accelerator to achieve equitable access to vaccines, treatments and d…",
27,"RT @DurgaMenon: When @sambitswaraj had symptoms of #Covid19 
@JM_Scindia n mother were detected positive, many morons were rejoicing here..…",
28,"Well personally i don't believe this guy , let's see what will happen",
29,International women's day. My uncle offered to air up my tires and stole my money. Fuck it. I deserve a million billion times better then this. So tired. Hope he catches Corona virus.,
30,I had coronavirus before it was cool smh,
31,Sounds like you are tolerant of the #coronavirus pandemic,
32,"This. This I cannot stand! Calling the Coronavirus the “Chinese Virus” is incredibly insensitive and demonstrates racism and xenophobia. In times like this, that is not something I want to see.",
