,Positive,Negative
0,7,5
1,Coronavirus US: Every Worker at One Farm Has Covid on Harvest Eve - Bloomberg ,In the same boat with ISMRM. No tickets purchased yet. Not really worried about getting COVID19. But definitely worried about getting quarantined on return or having US immigration close the doors while in Sydney.
2,Not a political call.Try to be helpful. Your constituents are also conservative.Let’s tackle this thing.Make your political comments outside of #COVID19 and work with anyone who is trying to get on top of this.Please.There will be plenty of other opportunities to score points.,"Concern over global #coronavirus outbreak increases as it spreads across China & elsewhere. To help give access to needed information, we've unlocked access to the coronavirus record within our Johns Hopkins ABX Guide. Start here: http://bit.ly/2vbyjO4  #healthcare #ABXGuide"
3,Important consideration about the effectiveness of school closures. They're still the first consideration for seasonal/pandemic influenza. Perhaps we need to rethink the layering of NPIs for #COVID19 ,BBC News - Coronavirus: Outcry as Spanish beach sprayed with bleach 
4,"This confirmation from #Japan represents the second confirmed case of the novel #coronavirus (2019-nCoV) that has been detected outside of #China, following confirmation of a case in #Thailand.https://twitter.com/WHO/status/1217898691375370242 …",That’s really intense. We have to keep you away from this COVID19 mess. 
5,"@umichsph expert can discuss Coronavirus, after federal officials announced they will start screening passengers from China  http://www.newswise.com/articles/view/725387/?sc=ep …","As world reaction to the #coronavirus outbreak intensifies, we've unlocked access to the coronavirus record within our Johns Hopkins ABX Guide to help ensure #healthcare workers have updated info they need. You can see it here: http://bit.ly/jhuabx #COVID19 #COVID19US #jhuabx"
6,"Every time you don’t wash your hands, a Coronavirus gets its lime ",The Thomas Jefferson Health District said they're monitoring the coronavirus closely and will have a plan if the illness spreads throughout Virginia. https://www.cbs19news.com/story/41617254/health-officials-discuss-coronavirus-risk-and-symptoms …
7,Infectious disease expert able to discuss coronavirus http://www.newswise.com/articles/view/725476/?sc=ep …,What if corona virus was the keys we had all along?
8,"30 mins before tipoff, it seems that all of the @Hoo_Crew is out with the flu/Coronavirus. Game time decision awaits.",
9,Manufacturing Data to Provide Telling Insights into the Impact of the Coronavirus http://dlvr.it/RQJF3B ,
10,Manufacturing Data to Provide Telling Insights into the Impact of the Coronavirus http://dlvr.it/RQJF34  life #storystream,
11,Tested Positive for Coronavirus Antibodies? Don’t Let Your Guard Down - WSJ #COVID19  https://t.co/amqvgDra8H,
12,RT @Emolclause: #BREAKING:Now #Trump admin is STALLING on releasing details about who got what out of the $500 billion in #PPP funds. It ne…,
13,Who's Caring for Black Nurses? #Nursing everywhere - READ &amp; DO STAT from @UVASON grad @DrPattyRN &amp; @JHUNursing coll… https://t.co/yEDjBxReYt,
14,RT @BCLeeJr: This is a good first step. Now let’s see what actionable steps you put in place to effectively change the conditions for those…,
15,"Shout out to all the clothes I can't fit into right now because of coronavirus stress-eating. I haven't forgotten about you, it's just that I can't button you up over the bloat from this three o'clock beer I just drank.",
16,"If #coronavirus had hit in the 90s, @tomhanks & @RealMegRyan would’ve definitely made a banger RomCom out of quarantine",
