,Positive,Negative
0,2,13
1,Coronavirus affecting tech firms as WHO declares global emergency https://cnet.co/37SAWD3 @CNET 님이 공유,Thought I felt a cold coming on and w the coronavirus being the main thing everybody's talking about I got worried and ate like 10 cloves of garlic and the symptoms went away.. not today satan
2,"[#case] #child(#children) #COVID19 | #SouthKorea - 16 months(the youngest) - 3 to 5 etc.(again today,) http://mn.kbs.co.kr/mobile/news/view.do?ncd=4390864#kbsnews - 11 years old(Tertiary propagation case | Feb 2 to 18/ After 3 tests Negative (after isolation period,) Final Test Positive) #coronavirus",RT @EricTopol: The devastating #COVID19 destruction of lungs in a young woman in her 20s and the (1st) double lung transplant to save her l…
3,"The tests are being run at 79 designated health centers,in addition to authorized private hospitals and public health labs across the country. ""They do preliminary screening, then send all positively sampled results to us.."" #KCDC/ABC #COVID19 #SouthKorea","[#analysis]
-Good: Govt. & #KCDC
-Bad: Cult
-Ugly: Extreme conservative opposition & Press

> #COVID19 #SouthKorea: ""The Good, Bad and Ugly"" @Diplomat_APAC
http://thediplomat.com/2020/03/lessons-from-south-koreas-covid-19-outbreak-the-good-bad-and-ugly/ …

: Good article.
Ironically, #coronavirus are asking politicians what ""for the #People"" means."
4,Take care Corona Virus ,
5,Coronavirus affecting tech firms as WHO declares global emergency https://cnet.co/37SAWD3  @CNET 님이 공유,
6,"Good morning to you too, stay safe from #coronavirus. https://twitter.com/hon_mugari/status/1226290470617321474 …",
7,"RT @sanchezcastejon: Spain is coleader in initiatives such as the ACT-Accelerator to achieve equitable access to vaccines, treatments and d…",
8,RT @DrTomFrieden: 2 million cases is just the tip of the iceberg of how #COVID19 is spreading. Looking at identified deaths and the latest…,
9,"RT @ianbremmer: If California were an independent country, it would have the 5th largest economy in the world. A pre #COVID19 #GraphicTruth…",
