,Positive,Negative
0,15,1
1,"Breaking! #NewYorkCity Launches #COVID19 Pet Hotline To Provide Support For Animals Of Residents Affected By The #Coronavirus The Pet Hotline operators can be reached at (877) 204-8821, from 8:00am to 8:00pm EST daily. READ MORE: https://worldanimalnews.com/breaking-new-york-city-launches-covid-19-pet-hotline-to-provide-support-for-animals-of-residents-affected-by-the-coronavirus/","IRAN: BBC Persian reports the number of deaths in Iran from the outbreak of the coronavirus is at least 210, citing its sources from hospitals. The official figures from Iranian authorities is 34 #Coronavirus #COVID19"
2,"You are NOT the ONLY one who thinks there is a higher purpose going on with the CORONA VIRUS. He is culling humanity with it! What does that say?! In Italy for instance, whole towns and generations were killed!!",The World Health Organization upgrades the global risk from coronavirus to its highest level #Coronavirus #COVID19 
3,"More than 50 research papers have been published on the new Chinese #coronavirus in the past 20 days, as scientists rush to understand the pathogen and how it spreads.",UNITED KINGDOM reports its first case of human-to-human community transmission of coronavirus from an unknown source in Haslemere -Guardian #Coronavirus #COVID19
4,GLOBAL: Countries that have reported first Coronavirus cases on 28 February -Mexico -Nigeria -Wales -New Zealand -Estonia -Denmark -Netherlands -Lithuania #Coronavirus #COVID19,ITALY coronavirus death toll rises to 21 #Coronavirus #COVID19
5,IRAQ announces new coronavirus case raising the country's total to 8 - @cnnphilippines #Coronavirus #COVID19 ,BREAKING: UK reports its first case of human-to-human community transmission of coronavirus from an unknown source. #Coronavirus #COVID19
6,"SOUTH KOREA coronavirus cases surge to 2,337 #Coronavirus #COVID19 ","""I recommend avoiding handshakes."" French health Minister has now advised people not to shake hands, saying the Coronavirus epidemic has entered a new stage. The country has 57 cases. #Coronavirus #COVID19"
7,"IRAN: Sources in Iran say least 210 have died of coronavirus there, far more than the official figure -BBC #Coronavirus #COVID19","Student in #Wuhan has allegedly posted on a forum using a VPN, and has described the scenes of the #CoronavirusOutbreak.

“Here it is NOT ALLOWED to talk-criticise about the virus, JAIL SENTENCE is sure if one does”.

#coronavirus #2019nCoV #2019_nCovpic.twitter.com/F3gChhXsS1"
8,NETHERLANDS reports first case of coronavirus in Amsterdam #Coronavirus #COVID19,"Another person collapses on the streets of Wuhan. 

#coronavirusoutbreak #Wuhan
#coronavirus https://twitter.com/bosstandswithhk/status/1220444460942856193 …"
9,MEXICO: Mexican health officials confirm the first 2 cases of coronavirus @CBSLA #Coronavirus #COVID19,"Current official numbers in regard to #CoronavirusOutbreak: 

- 560 infected
- 17 dead 

These numbers have remained the same for nearly two days now. *Unofficial* number could now be as high as 10,000 infected in #Wuhan alone.

#CoronavirusOutbreak #coronavirus #coronovirus"
10,#Japan Confirms First Case of New #Chinese #Coronavirus https://www.nytimes.com/2020/01/15/world/asia/coronavirus-japan-china.html …," UPDATE 

New figures: 

- 41 deaths 
- 1,125 cases 

#CoronavirusOutbreak
#Coronavirus
#2019_nCov"
11,"Precautions that the working people of #Wuhan are taking to avoid this outbreak. 

#CoronavirusOutbreak #coronavirus
#coronovirus #2019nCoV #2019_nCovhttps://twitter.com/fadzai_mangwiro/status/1220336616356466689 …","SPAIN adds 4 more confirmed coronavirus cases raising the total to 165, including one death in Valencia #coronavirus #COVID19"
12,"Live heat map of #CoronaVirus
http://sys.4chan.org/derefer?url=https%3A%2F%2Fgisanddata.maps.arcgis.com%2Fapps%2Fopsdashboard%2Findex.html%23%2Fbda7594740fd40299423467b48e9ecf6 …",UNITED ARAB EMIRATES will close schools for four weeks over coronavirus concerns #coronavirus #COVID19
13,"UPDATE:

- 1 New case in Canada 

#coronavirus
#coronaviruscanada
#Coronavirustorontohttps://globalnews.ca/news/6474270/coronavirus-confirmed-toronto/ …","UNITED STATES: According to data by CDC, the US has currently 118 coronavirus cases with 9 confirmed deaths (03 March)  #coronavirus #COVID19"
14,"UPDATE: 

- New case in Taiwan 
- New case in Japan 

#Coronavirus
#CoronavirusOutbreak","ITALY reports 466 new cases of coronavirus and 27 new deaths, raising country's total to 2,502 cases and 79 deaths #coronavirus #Covid19"
15,"

The 3rd case of Coronavirus has been confirmed in France.

#CoronavirusOutbreak
#Coronavirus
#2019_nCovpic.twitter.com/GAWEF5OoPG","I believe that many bad things can occur as a result of this Corona virus e.g. the abolishment of paper money, more surveillance, mandatory vaccinations etc."
16,"ALGERIA reports first case of coronavirus, from an Italian national visiting the country.",
17,Coronavirus cases in the United States has rose to 57,
18,"NEW cases of Coronavirus in Europe today (02-25-2020)

Italy  - 90
Spain  - 5
Germany  -2
France  - 2
Austria  - 2
Switzerland  - 1
Croatia  - 1
Romania  - 1

#COVID19 #Coronavirus",
19,"RT @sanchezcastejon: Spain is coleader in initiatives such as the ACT-Accelerator to achieve equitable access to vaccines, treatments and d…",
20,"GLOBAL cases at at 3 March 2350 GMT

China 80151
South Korea 5186
Italy 2502
Iran 2336
Japan 293
France 204
Germany 196
Spain 165
USA 121
Singapore 110
Hong Kong 100
Switzerland 56
United Kingdom 51

#coronavirus #COVID19",
21,MALAYSIA records 7 new cases raising the country's total to 36 #coronavirus #COVID19,
22,"INDIA suspends visas for Italy, Iran, South Korean and Japanese nationals #coronavirus #COVID19",
23,ISRAEL reports three new coronavirus cases raising country's total to 15 #coronavirus #COVID19,
24,Many many more ppl has Coronavirus than statistics shows. But not everyone show clear symptoms so they don't get tested.,
