,Positive,Negative
0,12,8
1,"Since 1984, Dr. Tony Fauci has been a great scientific leader on HIV/AIDS and infectious diseases. In 2014, he was a calm, intelligent and scientifically credible voice on #Ebola. We desperately need his continued perspective on #COVID19. ","In situations where #coronavirus testing is limited : If someone suspects they have #COVID19, the @WHO recommends that they wait until they recover &amp; no longer show any symptoms, THEN remain in isolation for an additional two weeks, according to @mvankerkhove. "
2,"Additionally, health officials in the following countries confirmed cases of #COVID19 today: -Azerbaijan -Iceland -Mexico -San Marino #coronavirus #outbreak","Deaths from #COVID19 as of 28 Feb via @WHO #coronavirus Total: 2,858 deaths China: 2,791 deaths Iran: 26 deaths Italy: 17 deaths South Korea: 13 deaths *: 4 deaths Japan: 4 deaths France: 2 deaths Philippines: 1 death *Diamond Princess ship"
3,These #coronavirus numbers are from the latest @WHO #COVID19 situation report published on 28 Feb. Read the full report here: https://bit.ly/2T889oP,“There is no excuse at this point to be caught unaware. This virus may be on its way and you need to get ready. You have a duty to your citizens & a duty to the .” -@DrMikeRyan on meaning of “very high” global risk level @WHO #coronavirus daily briefing 28 Feb. #COVID19 
4,"Confirmed #COVID19 cases as of 28 Feb via @WHO 83,652 78,961 2,337 705 650 245 210 96 59 43 40 38 33 26 25 24 23 19 16 11 7 6 4 3 2 1","Stay healthy while traveling! Avoid travel if you have a fever or cough If you become sick on a flight, inform the crew ASAP If you get sick after traveling, contact a health care provider Share your travel history with the doctor @WHO #COVID19 #coronavirus"
5,"""During a pandemic, vaccines & antivirals can’t simply be sold to the highest bidder. They should be available and affordable for people who are at the of the outbreak and in greatest need."" We couldn't agree more, @BillGates. #COVID19 ","""Much of the future of this epidemic is not in the virus – it’s in our own hands."" -@DrMikeRyan #coronavirus #COVID19"
6,Getting your workplace ready for #COVID19: • Keep office clean &amp; hygienic • Promote routine hand-washing • Educate employees about good respiratory etiquette • Tell employees to stay home if sick More info via @WHO https://bit.ly/2ToqOvt,"“Disease can emerge everywhere. Coronaviruses exist on a global basis. It’s important that we don’t ascribe blame to a geographic origin...the languge of stigma & blame has become an unfortunate part of the global narrative"" -@DrMikeRyan at @WHO briefing on #COVID19. #coronavirus"
7,"""If we do the things we need to do, that doesn’t need to be the course of this event… with containment measures and a robust public health response, the course of this epidemic can be significantly altered,"" -@DrMikeRyan on #COVID19 at @WHO briefing. #coronavirus","The virus exposed [...] a disparity in care that reveals some of the same bias we see in police brutality.""

The… https://t.co/SjX2DX8eGV"
8,"The @WHO on the decision not to describe #COVID19 as a pandemic: ""If we say there is a #pandemic, we’re expecting that every human on the planet will be exposed to the virus. That is not what we're seeing right now. The data does not show this yet.""-@DrMikeRyan #coronavirus",
9,"""Congo is not responsible for the emergence of Ebola. Nigeria is not responsible for Lassa fever. No one is responsible for pandemic influenza. We need to be careful in the language we use for #coronavirus."" -@DrMikeRyan cautions against speculation &amp; rumors of #COVID19 origin.",
10,"""What we see at the moment are linked epidemics of #COVID19 in several countries, but most cases can still be traced to known contacts or clusters of cases...As long as this is the case, we still have a chance of containing this #coronavirus."" -@DrTedros #COVID19",
11,"""The continued increase in the number of #coronavirus cases &amp; the number of affected countries over the last few days are clearly of concern...but we do not see evidence yet that the virus is spreading freely in communities,"" -@DrTedros at @WHO press briefing on #COVID19 28 Feb. ",
12,The #COVID19 outbreak has wiped out $6 TRILLION in stock markets in just 6 DAYS. It’s time to really invest in #pandemic prep.,
