,Positive,Negative
0,21,60
1,Rich people are responsible for spreading the coronavirus ,anyone saying Hillary Clinton would’ve stopped coronavirus has brain worms plain and simple
2,"in the uk it’s one of the main headlines but i’m that doesn’t mean people see it, coronavirus news has become its own section that’s always at the top of any news website and takes up most of news broadcasts. not many ppl off twt are talking about it","Damn... i kinda hope they get infected with coronavirus,,, "
3,"i’m heading off for today,,, remember to stay safe for both coronavirus and protests if you’re going &amp; not to praise rich white men for doing the bare minimum &lt;3","just realized i called coronavirus ""miss rona"" in my reply to danielle WELL "
4,"Don’t talk to me tomorrow. Katie Hopkins may have gotten suspended ( ), but Brexit is here. We still have 5 more years of the Tories. Piers Morgan is still on tv and Tommy Robinson and his fans are still a disease. The UK in 2020. Coronavirus cannot get us fast enough #brexiteve",hate that coronavirus is happening rn because it makes these protests even riskier
5,"if ever i get scared with this corona virus thing i just have to remember that i have lived through viruses. i have lived through bird flu, sars, ah1n1, swine flu, etc. what's another one, eh? i got this. i'm gonna be a clean and brave motherfucker.","I’m not standing up for police here , but this is a anti vaxxer protesting against corona virus lockdowns when nsw was told if we leave the house and are caught without a valid reason we would be arrested"
6,"I think abt this a lot for #COVID19. For those who have worked in the service industry or have family who currently do, then I don’t have to explain just how difficult/impossible it is to “take off work” or “work from home”. Not possible w/o pay cut &amp; many just can’t afford that. ",She was literally protesting against the corona virus lockdown laws .
7,So Netflix just happened to release pandemic right when coronavirus started spreading? Sus,"If I was a business owner watching 30 cities burning over the last 4 days, I would probably try and protect my investments too. Some of these folks barely survived the coronavirus shutdowns."
8,"xenophobia... so you’re telling me someone asking for an ASIAN leg of the tour warrants the response that they need a vaccine? the coronavirus is populated in china, but how tf does that correlate to the whole of asia please explain. and how him being filipino correlates as well",has everyone just forgotten that coronavirus exists or....???
9,Arizona researchers are developing an additional test to diagnose the coronavirus and seek approval from the FDA. Read this @cronkitenews article for more.https://cronkitenews.azpbs.org/2020/02/11/coronavirus-test-arizona/ …,hopefully the train will be empty tomorrow cause everyone is panicking about coronavirus
10,RT @MileyCyrus: Italy🇮🇹 and the world united in solidarity with Black Lives Matter in the US. We must stay united to tackle #COVID19 and it…,the first person i thought of when i heard about the coronavirus was u because of how much u would talk about thr plauge
11,"RT @priyadamini24: #Thread 🧵 

As India’s #COVID19 tally inches towards the 3 lakh mark, here is a thread of IMPORTANT CRUCIAL THINGS THE G…","people are dying from the coronavirus and y’all are still being ignorant on this app making jokes about how it has the word ‘corona’ in it, like we’re 12"
12,"RT @sanchezcastejon: Spain is coleader in initiatives such as the ACT-Accelerator to achieve equitable access to vaccines, treatments and d…",everyone on twitter: influenza is more dangerous than the corona virus me: *vibes in i don't have a flu shot*
13,go off mr handsome,ive been coughing all day i swear my paranoid ass makes me think i have coronavirus
14,RT @CDCgov: #Employers: Antibody tests for #COVID19 should not be used to determine if someone can return to work. There is not enough info…,people think the corona virus is here in sa*t* cl*ri*a 
15,holy shit i thought 48% of americans have the coronavirus and my heart stopped,"#lrt a girl in my bestie‘s class (she’s at my art school too) said she’s a little afraid of the Chinese girl in their class bc she might have the corona virus Just imagine being that racist, delusional and prejudging "
16,"can’t go back to work bc they’re closing over the coronavirus 

...fuck ",so one of my friends messaged me 3 days ago saying he’d heard there were suspected cases of coronavirus in my hospital and he hoped i was ok.. so i replied immediately with an update and he still hasn’t read the message.. clearly ain’t that worried about me huh
17,coronavirus STOP. like forreal just stop!,"can i just say that jokes abt corona virus is not even funny??? imagine making fun of a virus that kills people, yall just brainless at this point"
18,,@people who think the coronavirus is going to wipe out the human race: 
19,,my little brother watching this stupid ass sml video and they just made a joke about asians and corona virus 
20,,this is so fucking sick a 60 yr old chinese man had a heart attack in sydney’s chinatown but no one was willing to help bc they were afraid of coronavirus so he died on the street... absolutely disgusted by the sinophobia lately
21,,"more people have died from the flu than the corona virus in the us this flu season so shut up, stop being racist, and wash your hands"
22,,"this whole quadrant is ridiculous, am i supposed to believe murasakibara can cook??? and DOES COOK???? is he being quarantined bc of covid19???? "
23,,"hey why isn't the CDC running infectious disease screenings at SEA.. you know.. the one airport that had a confirmed coronavirus case go through it

why the heck's it just LAX and SFO on the west coast"
24,,i cried over the coronavirus before i'm really scared honestly
25,,"it looks like minho and jisung are wearing surgical type n95 masks, i’m guessing because of corona virus"
26,,omg corona virus has officially spread to toronto
27,,my dad using the corona virus as a way to talk shit about my kpop boys byeee
28,,"everyone on twitter: influenza is more dangerous than the corona virus 

me: *vibes in i don't have a flu shot*"
29,,"Turns out James and I didn’t have coronavirus a few years ago, it was gastroenteritis. I’ve been telling people my funny story about it for years and now people probably think this is all my fault."
30,,uhh should we be worried about this coronavirus thing
31,,not really i swear worst case you get the flu or pneumonia. it’s weak. coronavirus isn’t all that! https://twitter.com/irisckp/status/1219766980800131072 …
32,,hope i get coronavirus  the ebola of 2020 
33,,wait apparently there’s a case of the coronavirus in my super tiny town y’all imma die
34,,someone at my school has the corona virus and I have a cold it was nice knowing you guys 
35,,my mom will go to a korean restaurant instead of a chinese one bc of the coronavirus but won’t get a flu shot mom ur worried about the wrong virus
36,,just overheard somebody say their friend is being tested for corona virus let’s go girls
37,,i thought this was about that coronavirus..
38,,"omg DANIOLA the queen, also they have detected cases of the coronavirus in paris and bordeaux, I ain’t getting anywhere near, also WHY ARE YOU TALKING ABOUT PARIS"
39,,"I don't understand why people think it's okay to be racist to Asians because of the coronavirus and say ""it's just a joke"" like obviously it's not it's just plain racist"
