,Positive,Negative
0,31,7
1,we get people working in meat plants who don’t get coronavirus because they are not being made to work shoulder to shoulder?,"You cannot control the amount of cold your body can naturally endure...if you feel cold, wear a sweater. Remember #coronavirus is a respiratory disease.... I know you seeing this "
2,I think the riots should be held over zoom until we contain the Coronavirus.,"trump Covid19 presser "" incoherent &amp; content less."" Generally everything emitted from trump's mouth fits this description. The alarm is how readily partisan puppets fall in line to support it &amp; attack others for ""partisan politics. GOP HYPOCRISY!! "
3,Bro same... we got coronavirus?,"Not to ignore the reality here. About 20 people have died from the corona virus. But imagine that 80,000 people died of flu last winter in U.S according to the CDC.  #FoodForThought #Chill"
4,"Agree with Huckleberry.... who best to lead the Covid19 response than the guy that enabled the spread of HIV in his own state. Then route ALL health officials messages through this mindless puppet so they can be ""fluffed &amp; prettied"" b4 release.",RT @SAfridiOfficial: I’ve been feeling unwell since Thursday; my body had been aching badly. I’ve been tested and unfortunately I’m covid p…
5,Why do I keep seeing Jude Law pop out of that “Contagion” movie selling thyme or whatever it was as a miracle cure for this coronavirus.,"RT @GrandmaSaidNo: Never forget that the US federal government is responsible for the high COVID-19 death toll on our Nation. 

The magnitu…"
6,"First, there was WW3, then the coronavirus, now Kobe is dead? 
#Kobe #RIPKobeBryant",
7,"We all know how coronavirus is spreading and we got daily, if not hourly updates on numbers. But what about the number of people that hace actually recovered from it?",
8,Select Serie A matches among fixtures cancelled in Italy after coronavirus outbreak https://www.reuters.com/article/china-health-italy-soccer/soccer-select-serie-a-matches-among-fixtures-cancelled-in-italy-after-coronavirus-outbreak-idUSL5N2AM0QZ …,
9,"RT @Newezgives: 🔥NEW GIVEAWAY🔥
⚡️5x 1000 v buck cards⚡️
🌟Like,Follow, and Tag one friend to be entered🌟
🍪You must comment so I know you ent…",
10,"RT @VinayDokania: Finally when @narendramodi spent the money from #PMCaresFund to save Indians from #COVID19 ...

#MaunModiMissing https://…",
11,Going 30k ✈️✈️,
12,"RT @sanchezcastejon: Spain is coleader in initiatives such as the ACT-Accelerator to achieve equitable access to vaccines, treatments and d…",
13,"RT @rebecasrz: Miley I get you girl, our president is hot, but he is in a serious relationship with our VP The Ponytails, so please, back o…",
14,"RT @UNICEF: ✋ ""Tadaaaaaa!"" 🤚

Two-year-old Natalie shows us how fun handwashing can be at her home in South Sudan as she protects herself f…",
15,RT @1lucabelli: Compelling analysis by @l_demagalhaes of what happens when supposedly “#smart” cities respond to crises in the #globalsouth…,
16,"RT @PaulTheMartian: I keep thinking to myself, “Alright, that’s it. We’ve reached peak stupidity. This couldn’t get any more ridiculous,” o…",
17,RT @timesofindia: Maharashtra has capacity to test 38000 samples per day for #COVID19 but only 14000 tests are conducted. Mumbai has capaci…,
18,Who’s gonna come with me to beat uo coronavirus since it’s cancelling our baby’s tour dates,
19,"Vaccines aren’t related to the CoronaVirus, and I’m not looking for a fight, but I’m an anti-vaxxer. Don’t have anything against anyone who isn’t, just a personal preference.",
20,"Does it have...

...

...A coronavirus?

**Expelled into the sun**",
21,"Everyone, I've caught coronavirus and I've killed it and binned it. So you can all come out. Just stay away from the bin for a bit.",
22,This is how my wife stays sane during #coronavirus with 3 kids pic.twitter.com/To4IME6OV3,
