,Positive,Negative
0,2,28
1,"Once the disease is recognised as a global pandemic, nations, commerce, and healthcare can move into a much more rational phase with resources targeted at those most at need. #COVID19",34/36 state in with coronavirus. Whaooo 
2,"Now that #COVID19 is here in Nigeria, people will start putting on different kinds of mask and boom Gucci, Versace, LV and Balenciaga masks etc will appear from nowhere.",No the name in the show was different and many viruses came from china before the CoronaVirus
3,"Pet hotel mgr Fang Junwen works 24/7 looking after pets whose return has been delayed by #coronavirus #COVID19
some pets abandoned
She sends daily health updates & videos to reassure owners Da 'guests'are treated to @RoyalCanin
China loves and respects pets too!https://twitter.com/CGTNOfficial/status/1227366703773835265 …","Given lessons from 2009 which taught us that containment for a globally disseminated disease was futile&accepting that most of the exported #COVID19 cases from China(&amp;elsewhere)are undetected, is it not time to admit that a global pandemic is on us? @WHO is reluctant to say so"
4,RT @sarkodie: You guys got me on @JumiaGhana and I’m hooked 😊👌🏾 ... perfect way to shop without stepping out ... very essential in these #C…,We need to start planning for an escalation in our response to new coronavirus infections and a surge in demand across the health and social care sector. @bmj_latest #COVID19 @johnwatkins
5,"RT @sanchezcastejon: Spain is coleader in initiatives such as the ACT-Accelerator to achieve equitable access to vaccines, treatments and d…","This suggests that overall clinical consequences of #COVID19 may ultimately be more akin to those of a severe seasonal influenza (case fatality rate 0.1%) or a pandemic influenza (like 1957 &amp; 1968) rather than a disease similar to SARS or MERS, which have had high case fatality"
6,RT @talkwithgloria: The 2nd episode is still up ICYMI and it's just a click away👇 My 4 Important Lockdown Lessons https://t.co/GWEmHnKScP…,NEW editorial @NEJM Covid-19 — Navigating the Uncharted. Dr. Fauci @NIAIDNews @CDCDirector #COVID19 #idtwitter #mustread cc @CarlosdelRio7
7,"RT @AnimalStill: No matter how talented, rich or intelligent you are, how you treat animals tells us all we need to know about you. #news @…",Just published @JAMA_current @CarlosdelRio7 @PreetiNMalani COVID-19—New Insights on a Rapidly Changing Epidemic. #COVID19 #idtwitter @JAMAInternalMed @IDSAInfo @KrutikaKuppalli @BogochIsaac
8,That bus driver is a wasteman who cares. And who cares about coronavirus when your bus only goes to Tory central. I like a varied socioeconomic bus ride ,NEW @TheLancet @TheLancetInfDis COVID-19: combining antiviral and anti-inflammatory treatments. #COVID19 #idtwitter https://www.thelancet.com/journals/laninf/article/PIIS1473-3099(20)30132-8/fulltext
9,,"How are we going to fight this disease when we can’t even decide on a freaking hashtag 

#coronaravirus
#coronoavirus
#Coronavirus

All these are trending"
10,,China's growth to shoot from 1% sequentially in Q1 to 9.5% in Q2 as the corona virus fades - JP Morgan.
11,,"#Coronavirus Update:

World:

Total Coronavirus Cases: 7,751,899

Deaths: 428,488

Recovered: 3,973,203

#world #COVID19"
12,,"RT @ABsteward: Fact Check ☑️ #COVID19 
PCR results are often reported as cycle threshold ""Ct"" value
low Ct value indicates a lower viral lo…"
13,,RT @ANI: Loss of smell (anosmia) or loss of taste (ageusia) added to the list of #COVID19 symptoms by the Health Ministry. https://t.co/PM6…
14,,Collab kings
15,,"RT @MOH_Kenya: Fumigation of public places in Nairobi county is underway by @MOH_Kenya public health team to contain the spread of 
#COVID1…"
16,,"RT @nkquakyi: 1/We really ought to slow down and think! Claims that we have #COVID19 under control are delusional and dishonest. 

There's…"
17,,RT @SAfridiOfficial: I’ve been feeling unwell since Thursday; my body had been aching badly. I’ve been tested and unfortunately I’m covid p…
18,,RT @AskAwayHealth: #Covid19 In Pregnancy - #youtube video discussing the risk of developing the #coronavirus infection in pregnancy and pos…
19,,"RT @koffeeloungegh_: We deliver! You want to know where to? Check this thread out. Let’s reach you. 
—-
📞: Mtn Branch: 0553500412/055350031…"
20,,Coronavirus: Washington death toll now at 9 https://www.kiro7.com/news/local/department-health-confirms-first-coronavirus-death-washington-state/XIDPHMLVOJAAREQ5YCL75367PU/ …
21,,"Dear @NAkufoAddo  I humbly suggest that many Ghanaian content creators need to be given a fraction of the $100 million allocated for #Covid_19 to aid in developing contents which informs the public more about the virus accurately... Ghana  #coronavirus
#CoronaVirusUpdatepic.twitter.com/o5qJO1si22"
