,Positive,Negative
0,5,9
1,Saw a lady at supermarket clearly buying #COVID19 supplies. It’s unmistakable. Looks like hurricane supplies., #positivenews #pealways #repost globalpositivenews Coronavirus is a relatively new disease that is spreading rapidly and theFolding@home project is one of the many who are trying to fight the virus. Folding@home… https://www.instagram.com/p/B_lQ1TRBY72/?igshid=t5evf00nwoz1
2,"RT @NthaFoundation: We had a brilliant training for the #NyenyeziFellowship Advocacy Cohort today.

@TMapingure | Warm Heart Clinic, Nunga…",#Coronavirus news is important. It is interesting to have it interfere when listening to #ImpeachmentHearings though.
3,"TSA tried me because I have on a mask . He’s like, are you going to China. No sir, but your airport is currently hiring for Public Health advisors to address the coronavirus . Stop playing with me ","Talking to uber driver about #COVID19 overheard conversation in bakery about #COVID2019 Buying supplies, seeing others do same."
4,"Wuhan Coronavirus Looks Increasingly Like a Pandemic, Experts Say https://www.nytimes.com/2020/02/02/health/coronavirus-pandemic-china.html …",Do I have enough wine in case of #COVID19 panic? I’m not sure.
5,"RT @UNICEF: Singing 🎤, filming 🎥 and learning 📖 

This is how nine-year-old Ria stays connected and healthy during New York's #COVID19 lock…",now he’s asking his staff what covid19 is!
6,,Big ziplock. Will last a few subway trips #coronavirus #coronavirusnycpic.twitter.com/GiM1uwbcpD
7,,"We don't want coronavirus task force... 

We want a funded CDC!"
8,,"Maybe they can take a nuclear bomb and put it into a test tube to kill the coronavirus
#trumpvirus"
9,,"RT @ChubaEzeks: Judging by what we saw when we were out today, this makes sense. It really plays around with your cognitive biases. A poten…"
10,,"RT @peijin_zhang: #Beijing 's largest wholesale food market shutdown after the spike in #COVID19 cases. The city's Fengtai district is in ""…"
11,,RT @desimojito: Breaking : Shahid Afridi tested positive for both Corona and joining lSlS
12,,"RT @drapr007: #Retweet if you want capping in treatment charges of #Covid19 in private hospitals so that Common people can bear it.

@drhar…"
13,,Epidemics expert Jonathan Quick: ‘The worst-case scenario for coronavirus is likely’ | Coronavirus outbreak | The Guardian https://www.theguardian.com/world/2020/mar/01/the-worst-case-scenario-for-coronavirus-dr-jonathan-quick-q-and-a-laura-spinney …
14,,How to Talk to Your Kids About Coronavirus https://www.pbs.org/parents/thrive/how-to-talk-to-your-kids-about-coronavirus …
