,Positive,Negative
0,121,68
1,Amazon is Wall Street's biggest winner from coronavirus https://www.reuters.com/article/us-amazon-stocks-idUSKBN22B2ZU?taid=5eaa117ee21434000119f61b&amp;utm_campaign=trueAnthem%3A+Trending+Content&amp;utm_medium=trueAnthem&amp;utm_source=twitter http://dlvr.it/RVjr30 VIA @Reuters,Guys I just saw the news that there is a case of a deadly virus in China . They are calling it coronavirus. I am using PTCL.
2,"The Trump administration is launching a project called ""Operation Warp Speed"" to accelerate the development of a potential coronavirus vaccine, a senior administration official said. No vaccine has been created yet, but several projects are in the works. ",(571) Doctors at War with the US Government Deep State over Coronavirus Medicines - YouTube 
3,"Dr. Anthony Fauci discussed the positive results for a drug trial on remdesivir, claiming the results were ""opening the door"" to possible coronavirus treatments.","Robert Reich: From Ukraine To Coronavirus, Trump’s Abuse Of Power Continues – OpEd https://www.eurasiareview.com/30042020-robert-reich-from-ukraine-to-coronavirus-trumps-abuse-of-power-continues-oped/"
4,"Nancy Pelosi Hits Back After Donald Trump Mocks Her Ice Cream, Says It’s ‘Better Than Having Lysol’ In Lungs #NancyPelosi #DonaldTrump #coronavirus #COVID-19",BBC News - Coronavirus: US economy shrinks at fastest rate since 2008 
5,"#TikTok has exploded in popularity during the #coronavirus #pandemic, with the company reporting more than 2 BILLION app downloads globally. Check out these popular creations: https://youtu.be/w5y8y0nfvwA #BestOf",Tesla shrugged off coronavirus-related problems and posted a profitable first quarter 
6,"What is each airline doing to keep travelers safe from #Covid19? We have the answers, airline-by-airline, here: https://bit.ly/2z5k4Nb #Coronavirus #TravelSomeday","Between hunger virus & Corona virus, which is worse?"
7,Costa Smeralda given all clear over suspected #coronavirus https://www.travelmole.com/news_feature.php?news_id=2041215&amp;c=setreg&amp;region=2 via @TravelMole,Aloha also means goodbye: #Hawaii Extends Its Shutdown https://bit.ly/2VHdV29 #Coronavirus #TravelSomeday
8,"China Increasingly Walled Off as Countries Seek to Stem Coronavirus - The New York Times - 
China Increasingly Walled Off as Countries Seek to Stem Coronavirus  The New York Times
China ... #NewsAndInformation https://livingstrongtv.com/china-increasingly-walled-off-as-countries-seek-to-stem-coronavirus-the-new-york-times/ … LIVING STRONG TELEVISION NETWORK","President Trump says the federal government’s #coronavirus social distancing guidelines will be “fading out” when they expire Thursday, counting on states taking charge as they pivot to reopening. "
9,"It is beautiful! I was there twice before ... Medellin, Bogota, Cali, Cartagena, San Andres, Santa Marta and Panaca (Parque Nacional del Cafe). I want to go again in March (Colombia, Ecuador, Peru), but I am waiting to see what happens with #coronavirus before I book anything.",Terminal Island prison inmates have worst coronavirus outbreak in federal system 
10,Great thread on #CDC narrative on #Coronavirus #COVID19https://twitter.com/TheLastRefuge2/status/1232446134863269889 …,"Detroit father of 10, soon to be 11, dies from coronavirus (COVID-19) https://www.clickondetroit.com/news/local/2020/04/29/detroit-father-of-10-soon-to-be-11-dies-from-coronavirus-covid-19/?__vfz=medium%3Dsharebar via @local4news"
11,Quarantine On Cruise Ship Resulted In More Coronavirus Patients https://goo.gl/fb/WVyEcP ,This is how I feel when I talk to someone who thinks this lockdown is absolutely needed. #coronavirus #endthelockdown #follow
12,Quarantine On Cruise Ship Resulted In More Coronavirus Patients https://www.eurasiareview.com/29022020-quarantine-on-cruise-ship-resulted-in-more-coronavirus-patients/ …pic.twitter.com/Z2wlQjCIri,Health care workers have faced risks to their physical health due to coronavirus. But the story of a New York emergency room doctor who recovered from Covid-19 and died by suicide highlights the risks they face to their emotional and psychological health. 
13,The University of Hong Kong has released a new image of the novel coronavirus. Here's what it looks like under a microscope: https://cnn.it/39OaHOq ,Fauci stresses testing as 'inevitable' second coronavirus wave looms - New York Post - Fauci stresses testing as ‘inevitable' second coronavirus wave looms New York Post US ... #NewsAndInformation https://livingstrongtv.com/fauci-stresses-testing-as-inevitable-second-coronavirus-wave-looms-new-york-post/ LIVING STRONG TELEVISION NETWORK
14,"By appointing Pence to lead the Coronavirus response, Trump is teeing Pence up to get sacked just prior to the 2020 General Election so he can replace him with someone that he believes is better for his re-election. Deflect blame and sack a useless subordinate. Brilliant https://twitter.com/RiegerReport/status/1232816077291294721 …",Florida ordered coroners to stop releasing coronavirus death data: report 
15,"A deliciously golden, tangerine tan really stands out among a bunch of other white people at this coronavirus presser. Also, Trump decided to ditch the blond locks and went brunette for 2020. #sofetch #trumpstylepic.twitter.com/QZmC73Gm8E",STRONGER LUNGS CAN HELP YOU FIGHT CORONA VIRUS AS WELL... How I achieved my highest lung function at age 32. See how here... https://bit.ly/2WqLnKI #coronavirus #athletes #cysticfibrosis #COPD #asthma #respiratorydisease
16,Four more Brits on Diamond Princess test positive for coronavirus http://twib.in/l/zzrAXrXKnnXx ,Beach bound? Read this first https://bit.ly/2To2EC2 #Coronavirus
17,"#Coronavirus #Travel Update
Countries that are starting to welcome tourists back https://t.co/y5hoeP50nq","No one should be offering a hand shake to Trump, they don't know if he's a carrier of the coronavirus."
18,.@NVTweeting is hosting a free webinar examining whether #coronavirus is widening the digital divide on 19 June:… https://t.co/rSAG0uYtzN,Corona Virus said I’ll let y’all protest and fight for equality then i’ll be back don’t you worry...
19,"@SAfridiOfficial is tested #covid19 positive, @ImranKhanPTI couldn’t keep his fellow cricketers safe! What about th… https://t.co/0ZG8mQtTXE",The worst thing about summer normally is social media being full of pictures of people on beaches. It is also the worst thing about coronavirus #HotDogsOrLegsOfSomeoneStandingTooCloseToSomeoneElseOhMyGodSecondWaveHereWeCome
20,"RT @sanchezcastejon: Spain is coleader in initiatives such as the ACT-Accelerator to achieve equitable access to vaccines, treatments and d…","A deep dive into the genetics of the novel coronavirus shows it seems to have spent some time infecting both bats and pangolins before it jumped into humans, researchers said -- but it's too soon to blame pangolins for the pandemic "
21,Replies: when did we become like this? Are we naturally like this or this government boosts us like there’s no wron… https://t.co/h7EsZJLfbZ,CONFRONT CORONAVIRUS - Wear the new T Shirt that's flying off the shelves and show everyone you're staying positive in these crazy times! Don't let the buggers get you down! @piersmorgan @BBC @ITV @Sky et al... available worldwide...click here https://bit.ly/3bBK9k7 #bizitalk
22,"RT @FinancialMirror: Good leadership is important to overcome the #COVID19 pandemic, but US President @realDonaldTrump has not provided it…","Heard Space X rocket launch could bring America together - amid coronavirus and #GeorgeFloyd protests. Yea, not so sure about that."
23,"FYI, COVID-19 patients = Consumers.

The cost of life saving items such as PPE, disposable masks, and oxygen cylind… https://t.co/DAiDaAjM3J",Tories should be ashamed. #coronavirus. 
24,"RT @UNICEF: ✋ ""Tadaaaaaa!"" 🤚

Two-year-old Natalie shows us how fun handwashing can be at her home in South Sudan as she protects herself f…",STRONGER LUNGS CAN PROTECT YOU AGAINST CORONA VIRUS How I achieved my highest lung function at age 32. See here... https://bit.ly/2WqLnKI #coronavirus #athletes #cysticfibrosis #COPD #asthma #respiratorydisease
25,RT @sarkodie: You guys got me on @JumiaGhana and I’m hooked 😊👌🏾 ... perfect way to shop without stepping out ... very essential in these #C…,"Coronavirus still a thing? Or did we just move on to civil unrest? I have not seen any trackers on @CNN the last few days. Cases should spike in NYC, Atl, Twin Cities, etc. I doubt they were social distancing. #AskingForAFriend #lovethyneighbor"
26,"The latest Teaching with HOPE, FAITH and LOVE! https://t.co/VVwfytLMdV Thanks to @TeachStrategies @vievararosel #tefl #covid19",Man with cystic fibrosis manages to get highest lung function at the age of 32. See how: https://bit.ly/2WqLnKI CFWarriors STRONGER LUNGS WILL HELP YOU FIGHT AGAINST CORONA VIRUS 
27,"RT @TimilehinEburu: Loosing two Nurses to #COVID19 in the space of 2 days isn't a good news to hear at all.

We pray that God put them in a…",The death toll from the Wuhan coronavirus has risen in mainland China to 213 people. Follow live updates: https://cnn.it/2uOk7ds
28,"RT @UNODC_ROSA: 🚨ALERT: We’re all set to launch the @UNODC-@JagranNews series of interactive dialogues, aimed at bringing out fresh perspec…",Qantas CEO: Coronavirus could put some Asia airlines out of business 
29,You bet your sweet ass he's having nightmares right now.,"A little insight on the ""Coronavirus"".. Read!!! https://wol.jw.org/en/wol/d/r1/lp-e/102005920"
30,"21 people on Grand Princess cruise ship off California test positive for coronavirus, Pence says https://www.foxnews.com/politics/pence-coronavirus-white-house-efforts …",Yall eating Corona virus
31,"At least 21 people aboard the Grand Princess cruise ship off the California coast tested positive for coronavirus, Vice President Mike Pence says https://cnn.it/32Z8jlC pic.twitter.com/vFf7clo4tc",Should comparison be on basis of timeframe? How many fatality by days or weeks from first confirmed case of SARS and #CoronaVirus ?
32,"SXSW canceled! If you need a quote from someone who is seriously bummed and who would happily have gone despite Coronavirus, DM me. I've been going for 10+ years",Italy's Prime Minister Giuseppe Conte announced that all air traffic to and from China has been stopped in an effort to halt the spread of the coronavirus 
33,"US VP Mike Pence, who is leading the Trump administration's coronavirus response, acknowledged there was a shortfall in testing kits: ""We don't have enough tests today to meet what we anticipate will be the demand going forward"" https://cnn.it/2Ilf33N ","In China, the number of confirmed cases of the Wuhan coronavirus has already exceeded the number infected by SARS in 2002 and 2003. But so far, the SARS outbreak had a considerably greater fatality rate. https://cnn.it/2GAxErS"
34,"As coronavirus fears mount and officials encourage people not to gather in crowds, restaurants in Seattle are getting creative so they can stay open. Some are turning to takeout, while others are offering ""no-contact"" delivery with items left at the door. https://cnn.it/2W3dbVu ","#Coronavirus update: - 9,171 confirmed cases worldwide - 12,167 suspected cases - 213 fatalities - 1,476 in serious/critical condition - 150 treated and released - All regions of China reporting cases - 20 countries reporting cases"
35,"This was pretty great considering less great circumstances. We're all responsible for our own happiness. ""People in Italy respond to the coronavirus lockdown with a flash mob ""  https://twitter.com/i/events/1238546627876409350 …","Italy has confirmed two cases of Wuhan coronavirus on its territory, Italian Prime Minister Giuseppe Conte said in a press conference in Rome "
