,Positive,Negative
0,27,13
1,"Lala Shahid Khan Afridi tested positive for #Coronavirus 
Get well soon champion @SAfridiOfficial",The truth is even thou you see some people recovering from the corona virus. You don’t know if your body can handle it. So the safest way is for you to avoid getting it . Stay home! #StayHome #StaySafeStayHealthy #DelayUHSsupplyExams #DelayUHS_Exams #delayuhssupplyexam
2,"RT @MaleehaHashmey: Beautiful BREAKING News! 😍

Alhamdulillah! Over 50,000 Pakistanis have DEFEATED #coronavirus so far! 🙏

Eat healthy, sl…","RT @dawn_com: WHO says Covid-positive mothers should breastfeed

Follow our updates on #coronavirus here: https://t.co/vY4fVgAjuk"
3,"RT @MHafeez22: U r a Fighter by Nature &amp; M sure U wil fight &amp; wil Defeat this Virus soon,  Best wishes for U to Get well soon 🤲🏼",RT @SAfridiOfficial: I’ve been feeling unwell since Thursday; my body had been aching badly. I’ve been tested and unfortunately I’m covid p…
4,"Shahid Afridi Test Positive for #COVID19 

Wish Him Very Good Health and Very Fast Recovery 

#shahidafridi #COVID19Pakistan 
#COVID19","RT @JahangirSartaj: Given the number of cumulative (Private+Gov Labs ~ 20-25000) daily COVID - 19 tests Pak has been performing, the percen…"
5,"RT @Farheenkhan_fk: Omgg!!! The whole Pakistan is praying for you! InshaAllah! You'll recover soon🙏🥺
@SAfridiOfficial",RT @SAfridiOfficial: Proud to see our @SAFoundationN team tirelessly continuing their efforts in the scorching heat for #DonateKaroNa Ratio…
6,RT @faysalquraishi: Lots of prayers for you speedy recovery brother,RT @PakPMO: Prime Minister @ImranKhanPTI chaired a briefing on #COVID19 in Lahore https://t.co/aL2igoQVQ8
7,RT @JK555squash: Lots of Duas for Quick recovery and for complete shifa. Ameen Suma Ameen...,"RT @Syedhussain72_: #Humanity_matters

We are alarmed at the desperate situation inYemen.The healthcare system is on the brink of collapse:…"
8,RT @iamAhmadshahzad: With all that work you’ve done for the people of our country🇵🇰 during this pandemic I’m sure there’ll be thousands of…,"RT @Saj_PakPassion: Gautam Gambhir ""Nobody should be infected with this virus. I have political differences with Shahid Afridi but I want h…"
9,RT @76Shadabkhan: Get well soon lala. Prayers with u,Role Model For All of us... This is how after we should be punished when we spread Evil for our Friendly Neighbor I… https://t.co/cNtW6jVP0q
10,RT @Dr_fizakhan: Beautiful painting was done in honor of all the dead grandparents of #COVID19 who couldn't say goodbye to their grandchild…,
11,RT @KhawajaMAsif: Prayers and best wishes for speedy recovery..  Ameen,
12,Get well soon InshaaAllah.,
13,"RT @ConceptTVNews: The nationwide tally of Covid-19 patients stands at 132,405 with 50,087 cases in #Punjab, 49,256 in #Sindh, 16,415 in Kh…",
14,"#Humanity_matters
Hope !! #COVID19  # Palestine # Kashmir # Yeman # Italy #Iran May God keep us safe # StayHome… https://t.co/zCFyJoFjPl",
15,Get Well Soon.🖤,
16,In shaa Allah you will be fine soon Ameen.prayers are for your long healthy life.Get well soon,
17,"RT @WaselButt: Get well soon, Lala. Prayers for your speedy recovery. Allah aap ko sehat de Ameen.

THIS MAN IS LARGER THAN LIFE. INSPIRATI…",
18,May Allah give you a speedy recovery Lala❤❤,
19,"RT @IamFahadShahbaz: Get well soon @SAfridiOfficial Bhai, Prayers for your speedy recovery. #COVID19 https://t.co/pph1wcVwHC",
