,Positive,Negative
0,25,20
1,While in Pakistan we are constantly judged for practicing social distancing #coronavirus #SocialDistancingIsASeriousMatter #socialdistancingfail,RT @SAfridiOfficial: I’ve been feeling unwell since Thursday; my body had been aching badly. I’ve been tested and unfortunately I’m covid p…
2,"CNBC: Coronavirus could hurt iPhone sales in China and Apple's supply chain, says top analyst.
https://www.cnbc.com/2020/01/29/coronavirus-could-hurt-iphone-sales-in-china-apple-supply-chain-kuo.html …","RT @Saj_PakPassion: Gautam Gambhir ""Nobody should be infected with this virus. I have political differences with Shahid Afridi but I want h…"
3,"Get well soon @SAfridiOfficial, Love &amp; prayers ❤️","RT @MahmoodK69: Sad to watch @ImranKhanPTI telling people of Lahore, that they are not following #COVID19 SOPs.

Only the people can save t…"
4,RT @matloobtahir: Our beloved #LaLa world saw ur efforts during this pandemic 👍 The amount of respect allah has given you in the field &amp; ou…,
5,"Inshallah you will be fine #LaLa . All prayers for you
@SAfridiOfficial @KP24",
6,Hope you will get well soon @SAfridiOfficial. #HopeNotOut,
7,Prayers for you,
8,Get well soon Lala.,
9,Get well soon 😘 Lala,
10,"RT @CMShehbaz: My heartfelt prayers &amp; best wishes for your quick recovery. Allah's grace, prayers of the people &amp; determination are key to…",
11,Get well soon Lala,
12,May Allah give Lala &amp; all covid-19 patients a speedy recovery &amp; bless them all with a good health (Ameen).… https://t.co/KUa3gUES59,
