"Salam, you can read it here: @Truthfully83: The East African nation of Burundi, is a country, that will soon to be consumed by coronavirus. Religion… https://threadreaderapp.com/thread/1255630027074547713.html See you soon. "
"Hello, the unroll you asked for: @ChrisGiles_: Ahead of the government's new methodology for counting deail victims of coronavirus, the data relesased… https://threadreaderapp.com/thread/1255497006300237826.html Enjoy :) "
"Hello, please find the unroll here: @MetroReasons: NEW: #wmata now says there are 8 confirmed cases of employees diagnosed with coronavirus; no details yet… https://threadreaderapp.com/thread/1245041452792664065.html Enjoy :) "
"Hi!, there is your unroll: Thread by @CDCofBC: 1/11 There are several misconceptions on social media currently around how #coronavirus is… https://threadreaderapp.com/thread/1222976476867452928.html. Talk to you soon. "
"Hello, there is your unroll: Thread by @cnnphilippines: Vice President Leni Robredo on novel coronavirus (2019-nCoV): Ang kasalukuyang banta ng… https://threadreaderapp.com/thread/1223031256322998272.html. See you soon. "
"Hello, the unroll you asked for: Thread by @CDCofBC: 1/11 There are several misconceptions on social media currently around how #coronavirus is… https://threadreaderapp.com/thread/1222976476867452928.html. Have a good day. "
"Saluti, please find the unroll here: Thread by @opovoonline: Coronavírus: o relato de uma brasileira que mora na China A cearense Mauriane Melo, 42, que… https://threadreaderapp.com/thread/1222948997742112769.html. Share this if you think it's interesting. "
"@RodoChisleanchi Bonjour, the unroll you asked for: Thread by @RodoChisleanchi: #SaludSegúnChicho - Gripe A, Gripe Aviar, SARS, Coronavirus - Cada tanto la OMS genera… https://threadreaderapp.com/thread/1222548478192246786.html. Enjoy :) "
"Hallo, there is your unroll: Thread by @CDCofBC: 1/11 There are several misconceptions on social media currently around how #coronavirus is… https://threadreaderapp.com/thread/1222976476867452928.html. See you soon. "
"Halo!, please find the unroll here: Thread by @JoMusson1: China have achieved a miracle to slow down the spread of #COVID19 in 8 weeks: repurposing the… https://threadreaderapp.com/thread/1233499165491179520.html. Share this if you think it's interesting. "
"Halo!, you can read it here: Thread by @JeremyKonyndyk: As we approach the end of what has felt like a pivotal week on #COVID19, here's an attempt… https://threadreaderapp.com/thread/1233253785281159169.html. Share this if you think it's interesting. "
"Hi!, you can read it here: Thread by @WHO: LIVE daily media briefing on #COVID19 with @DrTedros #coronavirus http://pscp.tv/w/cSknbzI2MTAy… @DrTedros ""In… https://threadreaderapp.com/thread/1233411869110460416.html. See you soon. "
"Hello, please find the unroll here: Thread by @WHO: LIVE daily media briefing on #COVID19 with @DrTedros #coronavirus http://pscp.tv/w/cSknbzI2MTAy… @DrTedros ""In… https://threadreaderapp.com/thread/1233411869110460416.html. Enjoy :) "
"Saluti, please find the unroll here: Thread by @aryadoctoryet: Because #COVID19 / #coronavirus is so hot right now, here’s a little #tweetorial on How To… https://threadreaderapp.com/thread/1233199335233462273.html. Share this if you think it's interesting. "
"Halo!, there is your unroll: Thread by @WHO: LIVE daily media briefing on #COVID19 with @DrTedros #coronavirus http://pscp.tv/w/cSknbzI2MTAy… @DrTedros ""In… https://threadreaderapp.com/thread/1233411869110460416.html. Share this if you think it's interesting. "
"Hello, the unroll you asked for: Thread by @WHO: LIVE daily media briefing on #COVID19 with @DrTedros #coronavirus http://pscp.tv/w/cSknbzI2MTAy… @DrTedros ""In… https://threadreaderapp.com/thread/1233411869110460416.html. Talk to you soon. "
"Saluti, there is your unroll: Thread by @kakape: This is important: Report of joint @WHO-China mission on #covid19 has just been released. Guess I… https://threadreaderapp.com/thread/1233343695577133056.html. See you soon. "
"Hi, please find the unroll here: Thread by @JeromeAdamsMD: 1/? Lots of #coronavirus #COVID19 concern. Messaging on a rapidly changing situation is hard,… https://threadreaderapp.com/thread/1232668860983267328.html. See you soon. "
"Hallo, the unroll you asked for: Thread by @kakape: This is important: Report of joint @WHO-China mission on #covid19 has just been released. Guess I… https://threadreaderapp.com/thread/1233343695577133056.html. Talk to you soon. "
"Salam, the unroll you asked for: Thread by @kakape: This is important: Report of joint @WHO-China mission on #covid19 has just been released. Guess I… https://threadreaderapp.com/thread/1233343695577133056.html. Talk to you soon. "
"Namaste, you can read it here: Thread by @WilliamYang120: New findings about #COVID19 - #China released the autopsy report of the first patient who… https://threadreaderapp.com/thread/1233358368842096641.html. Talk to you soon. "
"@aerxilyng Hallo, here is your unroll: @StephenMcDonell: In #Beijing a new cluster of #covid19 cases emanating from… https://t.co/IeE3gopO4L"
