RT @SAfridiOfficial: I’ve been feeling unwell since Thursday; my body had been aching badly. I’ve been tested and unfortunately I’m covid p…
RT @SAfridiOfficial: I’ve been feeling unwell since Thursday; my body had been aching badly. I’ve been tested and unfortunately I’m covid p…
"RT @Msohailsays: Former Cricket Star Shahid Afridi Tests POSITIVE for #Covid19 

Allah bless you champion 🙏😇 https://t.co/RyNNUXBaFx"
RT @SAfridiOfficial: I’ve been feeling unwell since Thursday; my body had been aching badly. I’ve been tested and unfortunately I’m covid p…
RT @SAfridiOfficial: I’ve been feeling unwell since Thursday; my body had been aching badly. I’ve been tested and unfortunately I’m covid p…
RT @SAfridiOfficial: I’ve been feeling unwell since Thursday; my body had been aching badly. I’ve been tested and unfortunately I’m covid p…
RT @SAfridiOfficial: I’ve been feeling unwell since Thursday; my body had been aching badly. I’ve been tested and unfortunately I’m covid p…
RT @SAfridiOfficial: I’ve been feeling unwell since Thursday; my body had been aching badly. I’ve been tested and unfortunately I’m covid p…
RT @Salman_ARY: Take care of your self brother! Take a lot of vitamins
RT @SAfridiOfficial: I’ve been feeling unwell since Thursday; my body had been aching badly. I’ve been tested and unfortunately I’m covid p…
"Get Well soon lala, prayers for your speedy recovery.."
RT @SAfridiOfficial: I’ve been feeling unwell since Thursday; my body had been aching badly. I’ve been tested and unfortunately I’m covid p…
"RT @murtazawahab1: In #Sindh, 1616 people have recovered from #COVID19 over the last 24 hours. The high recovery shows that corona can be t…"
RT @SAfridiOfficial: I’ve been feeling unwell since Thursday; my body had been aching badly. I’ve been tested and unfortunately I’m covid p…
RT @SAfridiOfficial: I’ve been feeling unwell since Thursday; my body had been aching badly. I’ve been tested and unfortunately I’m covid p…
"RT @CMShehbaz: My heartfelt prayers &amp; best wishes for your quick recovery. Allah's grace, prayers of the people &amp; determination are key to…"
RT @SAFoundationN: We are praying for Chairman #SAF @SAfridiOfficial‘s good health and full recovery from #Covid19. Join hands and ensure #…
