,Positive,Neutral,Negative
16,"About today #ootd I got to do what I love the most - dressing up, putting on makeup, wearing heels and just feeling on top of the world. #southafrica #lockdown #covid19 #stayhome #coronavirus #dressup #realqueensstayathome #mrsjohannesburg2019","@LanaMarks @TonyLeonSA I dont see much of a difference between Syria and parts of Cape Town ""Better that we go back to work and die of coronavirus than that our children starve to death!"" #LockdownSA #lockDownSouthAfrica #lockdown",Coronavirus: Care packages given to vulnerable students in Tayside… https://www.thecourier.co.uk/fp/news/local/dundee/1297762/coronavirus-care-packages-given-to-vulnerable-students-in-tayside/?utm_source=twitter via @thecourieruk
17,Looks more like coronavirus going to space ,Is Thailand safe to travel among Coronavirus (COVID-19) Outbreak? - 5 Travel Tips You Ne... http://upflow.co/l/i4BC,What do you miss most about the outside world? #Lockdownfever #CoronaVirusSA #coronavirus #Covid19SA #COVIDー19 #LockdownSA #lockDownSouthAfrica #LockDownLevel4
18,Coronavirus: Belgian Prince Joachim tests positive after lockdown party - BBC News http://dlvr.it/RXgn9W,India coronavirus: The man giving dignified burial to Covid-19 victims ,"No no, they didn’t all die “from the coronavirus”.... they tested positive at time of death. "
19,"Wherever these Comrades are going, they must see if they can not find a cure or etleast a Vaccine for Corona Virus. . Maybe a Vaccine is somewhere there in the moon and we are not aware , we support them. President Trump . ","LOCKDOWN: VIDEO on how to wash ha nds properly, watch here: https://cms.tolatender.co.za/conoravirus-covid-19/?utm_source=twitter-tolatender&amp;utm_medium=social&amp;utm_campaign=coronavirus&amp;utm_term=%23Cigarettes&amp;utm_content=LOCKDOWN%3A+VIDEO+on+how+to+wash+hands+properly%2C+watch+here%3A #coronavirussa #coronavirus #coronavirusInSA #covid19sa #SouthAfricaLockdown #lockdowninsa #lockdowninsouthafrica #Cigarettes",no one in the world is jealous of getting Coronavirus no one. wrong is wrong and we need to address it. they're putting everyone else's life in danger. 
20,SANITIS ER VS SOAP: Soap cleans better in the war against viruses! Read why here: https://cms.tolatender.co.za/conoravirus-covid-19/?utm_source=twitter-tolatender&amp;utm_medium=social&amp;utm_campaign=coronavirus&amp;utm_term=%23LockdownHouseParty&amp;utm_content=SANITISER+VS+SOAP%3A+Soap+cleans+better+in+the+war+against+viruses%21+Read+why+here%3A #coronavirussa #coronavirus #coronavirusInSA #covid19sa #SouthAfricaLockdown #lockdowninsa #lockdowninsouthafrica #LockdownHouseParty,Some kids from Sharpeville came to my Grannies house selling these masks. We requested for a sample and they charged R7. I just love their creativity It's a thought that counts and the fact that these kids are aware that Corona virus exist. #LockdownCreativity,"One thing I know is that the people who came with the virus were white people, during early stages of the virus it affected them until they spread it. I also know that most of those coronavirus deaths are white old people. It will be nice to see demographics of deaths too"
21,Hahaha...yoh I don't trust coronavirus it can catch u nasema phupheni ,Japanese island hit by second wave of coronavirus after lockdown ends https://mol.im/a/8270245 via http://dailym.ai/android,LOCKDOWN: Learn the sig ns of Coronavirus COVID-19 illness and what to do: https://cms.tolatender.co.za/conoravirus-covid-19/?utm_source=twitter-tolatender&amp;utm_medium=social&amp;utm_campaign=coronavirus&amp;utm_term=%23LockdownHouseParty&amp;utm_content=LOCKDOWN%3A+Learn+the+signs+of+Coronavirus+COVID-19+illness+and+what+to+do%3A+ #coronavirussa #coronavirus #coronavirusInSA #covid19sa #SouthAfricaLockdown #lockdowninsa #lockdowninsouthafrica #LockdownHouseParty
22,"Coronavirus in Kogi is real, I know a patient – Dino Melaye http://dlvr.it/RXgkyF","Hahaha screening is only propaganda! Most of people with Coronavirus never get fever, cough or throat pain. Only proper test works!","It's the corona virus, it's domestic violence, it's racism, it's the government, it's assignments CAN WE GET A BREAK??"
23,"New post (Coronavirus in Kogi is real, I know a patient - Dino Melaye) has been published on Monte Oz Live - https://www.monteozlive.com/coronavirus-in-kogi-is-real-i-know-a-patient-dino-melaye/","Coronavirus came to New York from Europe, not China: Governor https://newsaf.cgtn.com/news/2020-04-25/Coronavirus-came-to-New-York-from-Europe-not-China-Governor-PXHsqNUTHG/index.html via @cgtnofficial","Coronavirus, Racism and Injustice: No One Is Coming to Save Us "
24,"Coronavirus in Kogi is real, I know a patient – Dino Melaye https://www.monteozlive.com/coronavirus-in-kogi-is-real-i-know-a-patient-dino-melaye/","Botswana will help repatriate citizens stranded abroad by coronavirus travel bans, with more than 100 due to arrive on Wednesday from Ethiopia, President Mokgweetsi Masisi said on Saturday. ","""COVID-19: Health experts in Minnesota worry about a spike in cases as large protests continue"" #Coronavirus "
25,This looks like Corona Virus straight. Next time you will be great,Aint no such thing as Corona Virus. They call it politics. That's my view.,I hope they are not going to transmit Corona virus kuna mbuya vakazvigarira havo pamusha pavo.
26,Just cause I know you and you know me doesn’t mean I can’t get the corona virus. That’s not how it works guys. so why the chill sessions ?,#JusticeforCollinsKhosa mr president o betere Ke bolaye Ke Coronavirus than gore Ke bolaye Ke this Cowards who never had a friendly war with Iraq soldiers as we’ve been requesting,How Vietnam kept its coronavirus death toll at zero 
27,Let me put it this way. 𝘐𝘧 the coronavirus was manufactured by horrible people which it wasn't then haven't we shot ourselves in the foot? (and the face and the body and and?) because it is just like the flu but we ignored facts/statistics&amp;ran screaming murder. Now let's learn.,Working fro m home is a solution for Small Businesses amid COVID-19 Social Distancing. Read more: https://www.marketserengeti.com/covid-19/covid-19-work-from-home-in-south-africa//?utm_source=twitter-tolatender&amp;utm_medium=social&amp;utm_campaign=marketserengeti&amp;utm_term=%23LockdownHouseParty&amp;utm_content=Working+from+home+is+a+solution+for+Small+Businesses+amid+COVID-19+Social+Distancing.+Read+more%3A #coronavirussa #coronavirus #coronavirusInSA #covid19sa #SouthAfricaLockdown #lockdowninsa #lockdowninsouthafrica #socialdistancing #LockdownHouseParty,"South African government will never denounce Corona virus because they are in the payroll of Bill gates. Ours is to pray, otherwise we are toast. "
28,"I’m busy playing FIFA in my room, and my mom walks in with a plate of chopped onions and she’s like “here put this in your room, it’ll help protect you from getting coronavirus” ","The impact of the coronavirus on the Legalized Cannabis Market Dynamics, Segments and Supply … ",this is for coronavirus you big disgusting white nasty smelling bitch why do you exist wit yo triflin dirty white racist ass you broke ass bitch oompa loompa body ass bitch I’m comin up there and im gonna beat the fuck out of you bitch
29,"What’s going to happen to that alcohol? If you guys are smart, you’re going to sell it to other distributors and take that cash donate it to the #coronavirus relief or better, to help the community in which that store is located.!",let coronavirus do it's job guys,The Corona virus been real quiet since this all started
30,These look like deep fried coronavirus ,"LOCKDOWN: VIDEO on how to wash hands properly, watch here : https://cms.tolatender.co.za/conoravirus-covid-19/?utm_source=twitter-tolatender&amp;utm_medium=social&amp;utm_campaign=coronavirus&amp;utm_term=%23LockdownHouseParty&amp;utm_content=LOCKDOWN%3A+VIDEO+on+how+to+wash+hands+properly%2C+watch+here%3A #coronavirussa #coronavirus #coronavirusInSA #covid19sa #SouthAfricaLockdown #lockdowninsa #lockdowninsouthafrica #LockdownHouseParty",I thought this was a new coronavirus strain. 
31,Coronavirus single track is now available on Apple music ,Visit our website at http://animalagricultureclimatechange.org for all the latest information on the Coronavirus and how it affects animals and our planet! We update our website daily... #coronavirus #covid19 #covid_19 #coronavirusnews #covid19news #AACC #pandemic,Everyday I make shukr that it's corona virus and not something as fatal as black death
32,"He aint listening Shem, as the good Dr. Said we concurred Listeriosis, coronavirus is small waters ",San Bernardino County #coronavirus cases growing faster than state-allowed reopening limits https://www.desertsun.com/story/news/health/2020/05/30/san-bernardino-coronavirus-cases-rising-faster-than-limits-reopening/5293701002/ via @MyDesert,Corona virus has shown whose who in the zoo 
33,"@claresduffy Hi, Would you consider also investigating/ writing about how the #coronavirus might affect production in China for companies like #adidas &amp; #nike ; both having massive plants there,",Marauding monkeys make off with coronavirus vials in India ,This is one of the Symptoms of Corona virus
34,Why are you surprised?... this is how they roll..... Half the black population has compromised immune systems (HIV) the other half are obese or morbidly obese with diabetes etc. AND live like sardines in a can... COVID19 will drop them like flies..it will be a horror show.,"Racism should not be tolerated anywhere in the modern world. Like #coronavirus, it must be defeated all round. #riots2020 #mineapolis #GeorgeFloydMurder",We trying to save our world while other bringing this kind of pain to destroy what we have left with because of corona virus y ppl this is painful 
35,"If you wanted to be tested for covid19 right now, where would you go?","@iam_ph @Shimza01 thanks alot bras , you kept us in house glowed to our tv screen dancing sitting on our couches , we even forgot that we were facing with the dreadful coronavirus.The sponsors @hunterscider @SamsungSA @ChannelOTV ",We have Electric problem here at Protea Glen ext 12 .always we have loadsheadding in a week time like 3 times a week. Another thing we i still scared of Corona virus because is easy to catch it when is cold how we can beat these virus. Is winter time now.
36,Dr @doyinodubanjo shares some basic steps to keep yourself safe from the #coronavirus outbreak. #COVID19 ,Working from home is a solution for Small Businesses amid COVID-19 Social Distancing. Read more: https://www.marketserengeti.com/covid-19/covid-19-work-from-home-in-south-africa//?utm_source=twitter-tolajobjobs&amp;utm_medium=social&amp;utm_campaign=marketserengeti&amp;utm_term=%23LockdownHouseParty&amp;utm_content=Working+from+home+is+a+solution+for+Small+Businesses+amid+COVID-19+Social+Distancing.+Read+more%3A #coronavirussa #coronavirus #coronavirusInSA #covid19sa #SouthAfricaLockdown #lockdowninsa #lockdowninsouthafrica #socialdistancing #LockdownHouseParty,30967 confirmed coronavirus cases in South Africa as deaths climb to 643 
37,"#CoronavirusOutbreak: 5 things that will absolutely, in no way, shape or form protect you from #COVID19. Via @a_abdoolkarim","LOCKDOWN: South African Small Busine sses(SMME) CAN operate amid Coronavirus COVID-19 pandemic, learn here how: https://cms.tolatender.co.za/conoravirus-covid-19/?utm_source=twitter-tolajobjobs&amp;utm_medium=social&amp;utm_campaign=coronavirus&amp;utm_term=%23LockdownHouseParty&amp;utm_content=LOCKDOWN%3A+South+African+Small+Businesses%28SMME%29+CAN+operate+amid+Coronavirus+COVID-19+pandemic%2C+learn+here+how%3A #coronavirussa #coronavirus #coronavirusInSA #covid19sa #SouthAfricaLockdown #lockdowninsa #lockdowninsouthafrica #LockdownHouseParty","#Coronavirus #COVID19 Politics seems so dishonest. It is said smokers ""cost” money. How, one wonders. They pay a lot of tax. If they die younger, as it says on the packet, one can only conclude that the government can't rip them off any more – a high cost, really?"
38,Wondering how to protect yourself from the #CoronavirusOutbreak? Catch our @A_AbdoolKarim live on @eNCA at 07:00 tomorrow. She’s got the latest. Spoilers: you don’t need a mask. #COVID19 ,catching bodies like corona virus.,Corona virus is a scam gone wrong. They is no virus whatsoever ...
39,Pssst those who work in the Health Sector do you honestly believe the NHS could effectively cope with COVID19 if it is declared as a pandemic?,My mommy believes this is the cure to corona virus ,Nothing as bad as corona virus. This is how people deal with the worst thing that ever happened to the world..
40,"Amy Pittaway is one of the South Africans living in Wuhan awaiting the SA government repatriation announced last night. What is she looking forward to? ""Eating biltong! I really want biltong or a proper braai."" #COVID19 #coronavirusus",Working from home is a solution for Small Businesses amid COVID -19 Social Distancing. Read more: https://www.marketserengeti.com/covid-19/covid-19-work-from-home-in-south-africa//?utm_source=twitter-tolatender&amp;utm_medium=social&amp;utm_campaign=marketserengeti&amp;utm_term=%23LockdownHouseParty&amp;utm_content=Working+from+home+is+a+solution+for+Small+Businesses+amid+COVID-19+Social+Distancing.+Read+more%3A #coronavirussa #coronavirus #coronavirusInSA #covid19sa #SouthAfricaLockdown #lockdowninsa #lockdowninsouthafrica #socialdistancing #LockdownHouseParty,1.Why is Coronavirus only killing people after being tested ? 2.The Corona death charts are people who died after testing positive why ? 3.why is it that there are no cases of untested people that were found dead in their homes and cause of death was Corona??
41,"Regarding covid19, it's worth noting that it would be much easier to tackle this if everyone had access to healthcare. Ppl that don't will be unwittingly spreading the virus. Also, it'd be good if everyone had sick leave so that ppl aren't going to work sick &amp; infecting ppl.","LOCKDOWN: VIDEO on how to wash hands properly, wa tch here: https://cms.tolatender.co.za/conoravirus-covid-19/?utm_source=twitter-tolatender&amp;utm_medium=social&amp;utm_campaign=coronavirus&amp;utm_term=%23LockdownHouseParty&amp;utm_content=LOCKDOWN%3A+VIDEO+on+how+to+wash+hands+properly%2C+watch+here%3A #coronavirussa #coronavirus #coronavirusInSA #covid19sa #SouthAfricaLockdown #lockdowninsa #lockdowninsouthafrica #LockdownHouseParty",Cleo is not worried about Coronavirus 
42,"Over the last 25 years South Africa has built the world's biggest response to a virus. We have experienced testers, tracers and adherence programs. So yes we are #Covid19 ready.","Back by popular demand, when life was without coronavirus, Ooh come to me wekhuzwayo!! #LockdownHousePartyFinale #LockdownHouseParty @SamsungMobileSA #GalaxyA31s @iam_ph #StayAtHome #StaySafe South Africa","Spain’s excess deaths during coronavirus crisis reach 43,000 https://english.elpais.com/spanish_news/2020-05-28/spains-excess-deaths-during-coronavirus-crisis-reach-43000.html?ssm=TW_CC via @elpaisinenglish"
43,Thank you to #eNCA for reporting on how the #SouthAfricanChinese #community is facing increasing #discrimination amidst Novel #Coronavirus misinformation. #proudlychineseSA #ChineseSouthAfrican #chinatown #CoronaOutbreak #covid19 #cyrildene #prejudice,Spreading Coronavirus,Are you God? If on God will the child will die with Coronavirus then thats the will of God and why cursing kids-
44,"One thing seems clear, though: this is a coronavirus, which can spread through the air(same family as the flu), rather than a filovirus like ebolaviridae which can't, so in a busy city like Wuhan in the middle of China, things could move faster than HK.","Saw posts of people living their normal lives in countries with no Corona Virus and im so jealous. Going out, socializing, mask free must be lekker","Police Horses Crash Socially-Distant Salsa Lesson In Adorable Video.: As the novel coronavirus pandemic continues, dance […] The post Police Horses Crash Socially-Distant Salsa Lesson In Adorable Video. appeared first on InspireMore. http://dlvr.it/RXgcjx"
45,"We'll see what variant of coronavirus we're dealing with soon, I hope. I can't believe the sequence still isn't out.  Surely there's been a gain of function or important mutation, or it is indeed plain SARS and they don't want to freak out Chinese people.  My bet's on the latter.",Working from home is a solution for Small Businesses amid COVID-19 Social Distancing. Read more: https://www.marketserengeti.com/covid-19/covid-19-work-from-home-in-south-africa//?utm_source=twitter-tolatender&amp;utm_medium=social&amp;utm_campaign=marketserengeti&amp;utm_term=%23LockdownHouseParty&amp;utm_content=Working+from+home+is+a+solution+for+Small+Businesses+amid+COVID-19+Social+Distancing.+Read+more%3A #coronavirussa #coronavirus #coronavirusInSA #covid19sa #SouthAfricaLockdown #lockdowninsa #lockdowninsouthafrica #socialdistancing #LockdownHouseParty,"Economic activity in the tourism sector, which had initially been scheduled to begin in level 2 and 1 of the Covid-19 coronavirus-enforced lockdown, will be allowed with some restrictions under level 3, which kicks in on Monday "
46,OMG I was reading up on Corona virus. So glad you shared this! Congratulations too! You rock ,Will e-commerce help small business survive coronavirus fallout? #ecommerce #SmallBusiness #businessowner #MarketingStrategy,Coronavirus: Nigerian Security forces kill more Nigerians than Covid-19 https://www.bbc.com/news/world-africa-52317196 Chad: The Religious War In The Central African Republic Continues
47,"nCoV(the new coronavirus, like SARS) has spread to Japan.

https://apnews.com/3845a158612c6cc556c8cb7b91f5d078 …","My mom couldn't quite comprehend how serious #coronavirus is, until she found out that my cousin (his brother's daughter) was fighting for her life in hospital. Now she is officially on panic mode! In God we trust #COVID19","Deadliest Disease in the States ain't Corona virus, it's Racism. #JusticeForGeorgeFlyod"
48,Bargain-hunters snap up SA stocks as coronavirus hits JSE; gold; UK visa perk http://bit.ly/2RyXiDH pic.twitter.com/MZ9fVkBDBT,LOCKED DOWN?? Working from home is a solution for Sm all Businesses amid COVID-19 Social Distancing. Read more: https://www.marketserengeti.com/covid-19/covid-19-work-from-home-in-south-africa//?utm_source=twitter-tolatender&amp;utm_medium=social&amp;utm_campaign=marketserengeti&amp;utm_term=%23SpaceX&amp;utm_content=LOCKED+DOWN%3F%3F+Working+from+home+is+a+solution+for+Small+Businesses+amid+COVID-19+Social+Distancing.+Read+more%3A+ #coronavirussa #coronavirus #coronavirusInSA #covid19sa #SouthAfricaLockdown #lockdowninsa #lockdowninsouthafrica #socialdistancing #SpaceX,"When the Coronavirus pandemic invaded our lives,we had plans! Don’t deter! Start that business, engage ,get married, fall pregnant, house hunt, job hunt , lose weight, apply to study further, start afresh... No one knows the future but remember-Hope never disappoints "
49,India could benefit from coronavirus https://www.businesslive.co.za/bd/world/asia/2020-01-27-india-could-benefit-from-coronavirus/?utm_medium=Social&utm_source=Twitter#Echobox=1580135152 …,The impact of the coronavirus on the Impact of Existing and Emerging Hemp Milk Market Trends … ,Ramadan 2020: 30% More Jihadist Attacks than 2019 Despite Coronavirus 
50,Now that’s aa good answer. Topalidou et al now show that oncogene overexpression is an effective tool to kill the sh*t out of the coronavirus,These sectors are still hiring during South Africa’s coronavirus lockdown – BusinessTech ,is there still corona virus in America?
51,"OP-ED: With the coronavirus spreading, South Africa may be well prepared. But there’s a little thing that nags… http://dlvr.it/RPPCVs pic.twitter.com/11maAj6cD5","LOCKDOWN: VIDE O on how to wash hands properly, watch here: https://cms.tolatender.co.za/conoravirus-covid-19/?utm_source=twitter-tolatender&amp;utm_medium=social&amp;utm_campaign=coronavirus&amp;utm_term=%23SpaceX&amp;utm_content=LOCKDOWN%3A+VIDEO+on+how+to+wash+hands+properly%2C+watch+here%3A #coronavirussa #coronavirus #coronavirusInSA #covid19sa #SouthAfricaLockdown #lockdowninsa #lockdowninsouthafrica #SpaceX","#CoronaVirusUpdate There are 1 727 new cases of #COVID19 in South Africa. Regrettably, we report 32 more #Covid19SA 19 related deaths #coronavirus https://www.gov.za/speeches/minister-zweli-mkhizi-confirms-total-30-967-cases-coronavirus-covid-19-30-may-2020-0000"
52,Coronavirus: China slams US after Trump bans foreign nationals who have travelled to China from entering the US http://dlvr.it/RPFzsB pic.twitter.com/AKdkrZVllN,Cleo had already found the cure for Corona virus #LockdownHouseParty,"UPDATE: As of today, the total number of confirmed coronavirus cases in South Africa is 30 967 and the death toll now stands at 643. #CoronavirusInSA"
53,Coronavirus: China slams US after Trump bans foreign nationals who have travelled to China from entering the US https://www.monteozlive.com/coronavirus-china-slams-us-after-trump-bans-foreign-nationals-who-have-travelled-to-china-from-entering-the-us/ …pic.twitter.com/oOdfaCSSUo,Coronavirus Game this one...,Cuban Activist: Regime ‘Used Coronavirus to Turn Our Home into a Prison’ 
54,New post (Coronavirus: China slams US after Trump bans foreign nationals who have travelled to China from entering the US) has been published on Monte Oz Live - https://www.monteozlive.com/coronavirus-china-slams-us-after-trump-bans-foreign-nationals-who-have-travelled-to-china-from-entering-the-us/ …pic.twitter.com/VL0frVSvZ2,"@SamsungMobileSA #samsunga31 #samsunga31 #samsunga31 @djcleo1 is Taking me back , The time when Corona Virus was not there Life it was Great hey ""MLILO"" #LockdownHouseParty","No I don’t think she’s saying we must focus on corona. I think she meant that Black people have been targeted and are at such a huge risk of dying because no.1 Coronavirus, and secondly so many blacks are going out to protest, putting them at an even bigger risk. Almost (cont)"
55,"IMPORTANT UPDATE ON CORONAVIRUS. 

NAVIGATE TO ORELFLIX ON OREL PLUS APPLICATION TO ACCESS THE UPDATE.

For more information contact the Excellent Hotline on WhatsApp number :+2778 000 000 9 pic.twitter.com/a9yyu1ir7K",Youtube censorship on the coronavirus: COVID-19 truth and facts https://southafricatoday.net/media/south-africa-video/political-videos/youtube-censorship-on-the-coronavirus-covid-19-truth-and-facts/ via @SATodayNews,"Anything is possible with that priest, I mean he went as far as accusing government of cooking his covid test results He denied ever having corona virus "
56,"#CoronaOutbreak
This Corona is man made 
W.H.O went to china to check for other diseases  then on January Coronavirus appeard
.
Why U.S remain silence about helping china when they are good on medication 
.
U.S rejected Huawei 5G now they are creating their own 5G pic.twitter.com/FolgLh1Xr3","Keep paying attention to the trend in the Coronavirus cases. Stay informed, South Africa. ",People will die of fake cigarettes before coronavirus... 
57,"A couple flew on Delta from Hawaii to Japan and then tested positive for #coronavirus #covid-19 #covid19.
Now the airline is notifying the other passengers.https://www.businessinsider.com/delta-notifies-passengers-had-covid-19-on-hawaii-japan-flight-2020-2?IR=T …","To put in perspective, this how many people have died of coronavirus in the US. ",Why cant they just allow the lockdown to come to an end? Who would want to stay at BnB in Cape Town the home of Corona Virus? This sound bit unwise to be honest 
58,"In China’s ‘war’ on coronavirus, hospitals turn away other patients — with dire results - The Washington Post http://dlvr.it/RQWB9p pic.twitter.com/pNYzWBx0GL",Brazilian scientists and academics write an Open Letter on the “science” of the coronavirus pandemic – Conexão Política ,Still say that Corona virus it's a scam 
59,SANITISER VS SOAP: Soap clean s better in the war against viruses! Read why here: https://t.co/u9UxeUFJkr… https://t.co/rqyxbLQyPu,I stopped counting those Coronavirus cases haiii,Oh God listen to our black voices... In America popol kills blacks more than Coronavirus does. I'm even worried about @michaelblackson @Magnificent Prince https://www.instagram.com/p/CA0vRaCjHMn/?igshid=1lumigyrdiojz
60,Free State as hole how many people testing please Mme good job,The cleaner was suppose to clean this corona virus ,"And how have they concluded that it would've certainly been a result of Corona virus, that someone has past on? And how do they distinguish this virus from flu, because it's not a flu, it's an ""unknown enemy"" we are so scared and terrified by this virus? Please advise. "
61,Words of gratitude from uBaba and uMama uButhelezi on how @kzngov led by KZN Premier @sziks helped throughout the p… https://t.co/m9KWxdXm1R,I think everyone watching that launch of Dragon & Falcon 9 just forgot about #coronavirus even if just for a few seconds.,Trump says coronavirus outbreak is 'all under control' and a 'very small problem' in US.
62,"For good taste beyond compare, these Goldfinger chairs for only R3000 each available in a variety of velvets.… https://t.co/qP2kqRnEPF",Look like Corona virus,#Coronavirus outbreak declared a global emergency as virus spreads from one person to another for first time in U.S.. Though: US President #Trump said working very closely with China regarding coronavirus outbreak and we think we have it very well under control.
