,Positive,Neutral,Negative
0,115,"The authorities in #SaudiArabia have eased a #coronavirus lockdown in the Qatif region, allowing people to move in and out of the city during daytime hours. ",135
1,That's a Donald Trump Coronavirus cure,British Crown Prince HRH Charles congratulates Muslims on the occasion of the holy month of #Ramadan. Watch The Prince of Wales’s message in full at: http://youtu.be/WQsoUjMw_y8 #RamadanMubarak #ramadankareem #coronavirus #Corona #COVIDー19,Yes every day Indian army kill Kashmiri where every country is engage corona virus how to fight Indian army still engage encounter with Kashmiri peoples
2,"potential coronavirus treatment drug remdesivir: “[The study data] shows that remdesivir has a clear-cut, significant positive effect in diminishing the time to recovery;” says remdesivir improved recovery time from 15 days to 11 days. ",Iraq is seeking financial assistance from the US to help the country combat the fallout of coronavirus and plummeting oil revenue ,How dare you corona virus.... you have stolen my dreams!!!!!
3,Press like if you think coronavirus is cool,Coronavirus Pandemic Update 63: Is COVID-19 a Disease of the Endothelium... https://youtu.be/Aj2vB_VITXQ via @YouTube,"The FDA plans to authorize emergency use of the experimental antiviral drug #remdesivir for coronavirus treatment that cost about 10,000 $for 10 days. "
4,"Long, informative thread, esp for Australians whose crooked govt hasn't begun to appreciate what #COVID19 means, or #Leadership. Like Trump our #LNP has spent its term in office cutting services that cannot now just be run on , fully functioning, to protect us or even their $$$",It time to get your ERP #ERP #CRM #Finance #HRM #coronavirus ,I’m not sure if corona virus drive me depressed definitely there’s something wrong .
5,"RT @allisonl: Thank you, thank you @francesbell and colleagues for your tireless work not only in creating  this special issue but in raisi…",No handshaking to avoid #coronavirus ,"Omg Nicky doll said ""this coronavirus"" and because of her accent I heard ""Miss Coronavirus."" fuck. #RPDR"
6,"A rich source of information and fact sheet, when and how to seek care for patients in different languages.. Many t… https://t.co/4QVDpGOywM",Wowthesalon follow Guidelines given by GHMC and Minister of http://Health.How to reopen salons after Coronavirus lockdown? @wowhyd @hydhttps://blog.letsryl.com/how-to-reopen-salons-after-lockdown/,"Corona virus, you’re killing the vibe "
7,RT @_cricingif: Shahid Afridi tests positive for Corona virus. We wish upcoming days bring #Lala closer to a full and speedy recovery. 🙌…,Ensure there is a blue authentication mark next to social media accounts that publish news and information during the pandemic #new_coronavirus #COVID_19 ,"Shisha sessions (hookah) sharing with family and friends increase the chance of transmission of the #new_coronavirus , while sharing the nozzle and hose, besides creating appropriate environment for germs and virus #COVID_19 "
8,"RT @WaselButt: Get well soon, Lala. Prayers for your speedy recovery. Allah aap ko sehat de Ameen.

THIS MAN IS LARGER THAN LIFE. INSPIRATI…",Adopt official sources to take certified information about the emerging #new_coronavirus pandemic while sharing #COVID_19 ,"UN health agency declared an international emergency over the deadly novel #coronavirus from China, a rarely used designation that could lead to improved international co-ordination in tackling the disease. "
9,"You are a social worker best cricketer and best human being Allah will protect you from evil, we pray for your spee… https://t.co/frBfpoP0NI", dj cleo is burning coronavirus straight @SamsungMobileSA #LockdownHouseParty,SOMEONE TELL ME THAT THE CORONA VIRUS HASNOT REACHED KSA YET
10,RT @faysalquraishi: Lots of prayers for you speedy recovery brother,"At a time when the entire world is busy fighting coronavirus pandemic, many reform policies and programs have been halted or suspended in most countries of the world. However, the reform machine in Saudi Arabia is still working and the outcome is evident for all. #HumanRights",America has its first person-to-person spread of the corona virus...this virus is moving...
11,"NOOR Mep introducing sanitizing tunnel.

100% Natural &amp; Alcohol free, Safe for children.

Product is available in 2… https://t.co/BRMy2KI359","Millions of people in the Kingdom of Saudi Arabia are preparing to return to the Masjids/Mosques after more than two months of closure due to the Coronavirus Pandemic. 90,000 masjids/mosques in the Kingdom are preparing to open tomorrow, Sunday, May 31, while maintaining social",Don't find yourself on the wrong side of history when everyone talks about #COVID19 @premierleague cancel the season now and let's get this under control! #SafetyFirst
12,Praying for your recovery #Lala Get well soon 🖤,"The #new_coronavirus affects the respiratory system among smokers when exchanging cigarettes, due to contact and contaminated cigarettes of the mouth and lips #COVID_19 ",Another member of Corona virus found. https://twitter.com/hayesluk/status/1187575873685184518 …
13,"RT @TRBRajaa: Wishing our colleague in the #TNAssembly #Sriperumbudur #MLA Thiru Palani a speedy recovery from the grips of #Covid19 !!!
#g…",Coronavirus: What We Mean When We Say ‘Pandemic’ via @TheTyee,#Japan has confirmed its first case of pneumonia linked to the #coronavirus that's caused an outbreak in #China. https://www3.nhk.or.jp/nhkworld/en/news/ …
14,"RT @MHafeez22: U r a Fighter by Nature &amp; M sure U wil fight &amp; wil Defeat this Virus soon,  Best wishes for U to Get well soon 🤲🏼",#CoronavirusOutbreak #coronavirus My Allah save and protect all #Chinese Drs and all medical stuff those who serves the patients. Keep fighting against the virus ,"China reports 17 new cases of the pneumonia-like coronavirus have been found in Wuhan, with two dead, as the hectic Lunar New Year travel period nears https://www.wsj.com/articles/china-reports-17-new-cases-in-viral-pneumonia-outbreak-11579406777 … via @WSJ"
15,we pray for your health speedy recovery,Coronavirus statistics update... LIVE!! https://gisanddata.maps.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,"In total, 62 cases of the novel #coronavirus have been identified in the city of #Wuhan, where the virus appears to have originated. #Chinahttps://arab.news/gjcd4 "
16,RT @hinaparvezbutt: May Allah give you the best of Health and a swift Recovery!,Coronavirus: What We Mean When We Say ‘Pandemic’  via @TheTyeehttps://thetyee.ca/Analysis/2020/01/29/Coronovirus-Pandemic-Scary-What-We-Mean/?utm_source=twitter&utm_medium=social&utm_content=013020-2&utm_campaign=editorial-0120 …,"outbreak of a 2019 novel coronavirus (2019-nCoV) in Wuhan City, Hubei Province, China https://emergency.cdc.gov/han/han00426.asp …"
17,"This is not Saudi women’s rights, it’s the feminists rights which contradict with Islam principles. #Muslims… https://t.co/S2p3UXyrWE",US announces first case of Chinese coronavirus near Seattle. https://twitter.com/AFP/status/1219756561150763015 …,"OPINION: The actual loss of supply to the world crude market from Libya and Nigeria is far higher than the potential loss from the new coronavirus, writes @ClydeCommods
https://arab.news/53vfn pic.twitter.com/tBxIFeysac"
18,RT @Sanath07: My prayers and well wishes to you brother Afridi. Get well soon and continue your good work,"Egypt has identified its first case of #coronavirus, according to the Ministry of Health and Population and the World Health Organization (@WHO).   

https://arab.news/papmm pic.twitter.com/q7vGpu2NcF",The new coronavirus reminds me so much of the bubonic plague. It’s so scary.
19,Trump told aides that journalists hated him so much they would try to contract coronavirus on purpose to give it to him on Air Force One ,Fiat money is the coronavirus,Corona virus is much older than 2012. A variant of it caused SARS. In the pre 2010 era.
20,After coronavirus patients got recovered ,What countries have been affected by the Novel coronavirus? How many cases are there in China? Real-time updates on the number of cases worldwide. https://infographics.channelnewsasia.com/covid-19/map.html … via @ChannelNewsAsia,This new Corona virus 2019- nCov is getting serious. If it continues to spread we will be looking at a scenario that is worse than WW3.  https://www.cdc.gov/coronavirus/images/outbreak-coronavirus-world.png …
21,Ex-Bush Aide Has Chilling Theory About Donald Trump's Coronavirus Strategy ,Definitely with the coronavirus,"1.24.20 - CoronaVirus Plague, Senate Threatened, Flynn, Clintons https://youtu.be/KQJfAbeplyY  via @YouTube"
22,"Coronavirus testing chief says 'no way on Earth' US can test 5 million a day, despite what Trump says ",RT @QuickTake: Beijing shut down its largest wholesale vegetable market after detecting new #coronavirus cases among a few business owners.…,Ghassan Charbel - Where Failure Is More Dangerous Than Coronavirus https://aawsat.com/node/2101691 
23,"#SaudiArabia recorded 1,618 new #coronavirus cases and 1,870 new recoveries during the last 24 hours. @SaudiMOH","RT @AFPphoto: #Coronavirus #COVID19 #Italy
Venice comes back to life after lockdown.
📸 Andrea Pattaro #AFP
More pictures on AFP Forum: http…","“(There was some) concern over the spread of the H1N1 flu,” said Hamad Hassan, #Lebanon’s Minister of Public Health, but with regard to coronavirus #2019-nCoV, he assured that “there is no need to panic”

https://arab.news/bvn79 pic.twitter.com/8CvZtJ1GVn"
24,"While ANTIFA was busy burning down America to free America from America leaving Americans out of work, robbed, looted and hungry. China's Corona virus count hasn't changed in two months... How can a country with a total pop of 35m out-infect a nation with a population of 1 BN? ",RT @NahaiDr: If you wearing a mask for several hours a day read this@@ASJrnl @TheAestheticSoc,China silently oppresses Muslims unjustly because of the greatness of God called Corona virus !!! pic.twitter.com/DWiQwHGHfV
25,The measures that the Kingdom of Saudi Arabia has taken to combat the #coronavirus pandemic and stem its spread are commendable as these actions are based on the Human Rights based-approach. #HumanRights @WHO @UNHumanRights @UNGeneva @UN_SaudiArabia,RT @sami_journalist: #INSPAD family is sad to hear the news that social activist and peace ambassador @SAfridiOfficial has been tested posi…,Why not you use Nigella Seeds to treat Coronavirus. It can be use to kill bacteria.
26,"China has praised Saudi Arabia for its help in dealing with the #coronavirus outbreak, saying #KSA had offered “great moral and material support” in the wake of the health crisis.  @AmbChenWeiQing
https://arab.news/nryrn pic.twitter.com/2Dj8hljyPf",RT @falamb3: Joined by 2 other exceptional citizens of Pakistan @faysalquraishi &amp; @iqrarulhassan on @ARYNEWSOFFICIAL about the excessive bi…,"#BREAKING: #Russia reports 8,706 new #coronavirus cases in past 24 hours https://t.co/RPairdrpei https://t.co/DUN97ZyuFt"
27,#SaudiArabia's King Salman Humanitarian Aid and Relief Center signed six joint contracts for the provision of medical equipment and supplies to combat the novel #coronavirus in China.   http://bit.ly/31VMZwX ,"RT @KieraGorden: .@InsidersABC That guy you’ve had on twice recently, who live on air rubbished the ABC &amp; spruiked for a pedo, now says the…","RT @yourICM: #COVID19 induced #AKI in critically ills with #SARSCoV2 #Coronavirus infection: several mechanisms possibly involved, prevalen…"
28,RT @AFP: #UPDATES Eleven residential estates in south Beijing are locked down due to a fresh cluster of #coronavirus cases linked to the ne…,"RT @PharmERToxGuy: 27-year old with intentional overdose during #COVID19. Initial QRS 134, QTc 710. What's the culprit and management?

Our…",#Automation &amp; #paperless approach mitigates the risk of infections by #COVID19 / #coronavirus
29,"Get well soon. Lala🤲
#COVID19",RT @TheDailyEdge: Weird. The Deputy Treasury Secretary is looting the $3 trillion #COVID19 bailout fund and @realDonaldTrump hasn’t had HIM…,RT @SAfridiOfficial: I’ve been feeling unwell since Thursday; my body had been aching badly. I’ve been tested and unfortunately I’m covid p…
30,"RT @CMichaelGibson: Brain autopsies in 18 patients who died of #COVID19 show hypoxic–ischemic injury 

BUT

No encephalitis
No meningitis
N…",RT @azeema_1: This is how professional Army deals even with terrorists. Indian Army makes announcement in even in local language motivating…,"RT @XHNews: An American Indian territory has seen the highest per-capita #COVID19 infection rate in the country, media in Arizona state rep…"
31,Get well soon #shahidafridi lala ..!!! ❤️❤️,"#COVID19
#coronavirus 
SARS is the causative agent of the current COVID-19 pandemic. 
A major virulence factor of S… https://t.co/DDspfsHmy0","#BREAKING: #SaudiArabia announces 3366 new #coronavirus cases, bringing the total number of cases in the kingdom to… https://t.co/LrQUse7lp8"
