,Positive,Neutral,Negative
0,89,Coronavirus: Madrid's balcony cinema screens films for people in lockdown ,10
1,Coronavirus: Why so many US nurses are out of work ,Who: Russia might ease lockdown measures soon #who #russia #lockdown #coronavirus ,Germany records 267 new virus infections #coronavirus 
2,Coronavirus: US top infectious disease doctor says drug trial shows 'quite good news' #Coronavirus ," Shares jump on coronavirus treatment hopes, oil soars | 29.04.20 | http://finanzen.at","Sorry, but if you consider precautions taken against coronavirus acquisition to be a reflection of racism, you need to get your priorities straight."
3,"The #GlobalSystem as we know it in terms of globalized networks that guarantee the flows of goods, capital, services, data, humans etc. have been already under immense stress due to the trade dispute btw the US &amp; China. The global outreach of #coronavirus leads to next big shock! ",Coronavirus: Stunde des Fake-Leadership https://www.nzz.ch/meinung/coronavirus-stunde-des-fake-leadership-ld.1553849 #corona,"Coronavirus death toll at 212, China announces #coronarovirus"
4,I suggest to look to #Singapore when fighting #COVID19 . Notwithstanding their strong ties with #China they have less than 100 cases and no fatality. @bmsgpk @WHO_Europe @BAG @BMG_Bund,Lesenswert! #Coronavirus #COVID19,@CCTV Is there anything clever from your country besides fireworks and Corona virus? Do not think so you should pay for all people who get sick worldwide.
5,"The study, still forthcoming, suggests that the strict measures taken by China to contain #COVID19 might have slowed down the spread of the new #coronavirus. I report the preliminary data made available on Italian newspaper(s). Looking forward to reading the full scientific paper",.This is the @UN at work. @DrTedros’ @WHO are tackling #COVID19 and #Ebola simultaneously. This is your tax dollars at work. Around the . Night and Day @ConnectSDGs,Will be sharing widely with colleagues and friends. Avoiding panic becomes the real challenge as the virus seems nearer. #COVID19 
6,".@DrMikeRyan says it's still possible to contain #covid19. If we are saying there's a pandemic, he continues, we are saying every human can be exposed. ""Data does not support that,"" and China and other countries have clearly shown ""a lot can be done to stop this virus""",Germany conducts new measures against COVID-19 #germany #covid19 #coronavirus,.@DrMikeRyan just made an alarming point: WHO is having trouble getting to Iran — where there's a big #covid19 outbreak — to help because of all the flight bans/cancellations that have been imposed on the country.
7,"Here's the most comprehensive list I've seen on all the vaccines and antivirals under development for #Covid19. It's long, but not clear at what stage each is: https://www.biocentury.com/article/304514/a-roundup-of-the-new-vaccines-and-therapeutics-in-development-for-covid-19 via @PeterHotez",A network of the most frequent keywords used in pubmed listed publication abstracts on #COVID19. ,".@WHO presser now: @DrTedros ""We have now increased our assessment of the risk of spread and the risk of impact of #COVID19 to very high at a global level"""
8,A “Keep calm and...” message that’s actually worth sharing!! H/t: @KuzmanovicA @CDCgov #coronavirus #covid19 #covid2019,What exactly needs to happen that one can say the #coronavirus is spreading freely?! #who #COVID19 ,"Nigeria reports a #covid19 case, first in subsaharan Africa. This is big news — another sign on the precipice of something bigger. More + more cases are going to be found now that people are looking. It'll take a while to sort out how severe virus is. In meantime... "
9,"Thanks to the rapid availability of #Wuhan #nCov sequences, here is a prediction of evolutionarily conserved cis-acting #RNAs in the first 500nt. As expected, many structurally homologous elements to #SARS #coronavirus https://doi.org/10.6084/m9.figshare.11659575 … #China #CoVpic.twitter.com/Ugd5Yssm8L",Just inhale... . . #coronavírus #coronavirusitalianews #austrianart #viennaartists #modernart2020 #covid19 #healthnews #chinesebeauty #wuhan #contemporarypainting #italy #austria #schweiz #behealthy… https://www.instagram.com/p/B9HaD-lHyv9/?igshid=1mpn9s0vkw1pa,"THREAD: Lots of news in the #WuhanPneumonia outbreak in China over the weekend:
1) First reported death in a 61 year old man with underlying health issues http://wjw.wuhan.gov.cn/front/web/showDetail/2020011109036 …
2) Scientists shared the genetic sequence of the new #coronavirus apparently behind the outbreak."
