,Positive,Neutral,Negative
10,"RT @UN_Women: Did you know that collectively, people spend 𝟏𝟔 𝐛𝐢𝐥𝐥𝐢𝐨𝐧 hours on unpaid care work every day?

Because of #COVID19, this numbe…",Vietnam isolates two Chinese visitors due to the new coronavirus https://vietnaminsider.vn/vietnam-isolates-two-chinese-visitors-due-to-the-new-coronavirus/ …pic.twitter.com/beX9eZQLcf,Global stocks head for worst week since the financial crisis amid fears of a possible pandemic https://www.cnbc.com/2020/02/28/global-stocks-head-for-worst-week-since-financial-crisis-on-coronavirus-fears.html?__source=sharebar|twitter&amp;par=sharebar #coronavirus #2019nCoV #virus #chinavirus #wuhan #sos #COVID19
11,I was in #saigon for a couple of days this week on duty travel. It's a place that always makes me feel like I'll ne… https://t.co/wGZbXNJxSB,"#coronavirus #vietnam
Two feverish Chinese nationals coming from Wuhan City were quarantined after landing in Da Nang airport Tuesday.https://e.vnexpress.net/news/news/two-chinese-quarantined-in-da-nang-amid-pneumonia-fears-4042708.html …",US removes Vietnam from list of areas vulnerable to community spread of #SARSCOV19 https://vietnamnews.vn/society/652860/us-removes-viet-nam-from-list-of-areas-vulnerable-to-community-spread-of-sars-cov-19.html #coronavirus #Vietnam #US #COVID19 
12,"RT @VNGovtPortal: Ạ 29-year-old man w/ travel record to China has been confirmed latest #COVID19 case, raising Viet Nam’s patient tally to…",more coronavirus i guarantee you,"First death from China mystery illness outbreak

Man dies in outbreak that has infected 41 people as early tests point to new type of the coronavirus responsible for Sars epidemic
 https://amp.theguardian.com/world/2020/jan/11/china-mystery-illness-outbreak-causes-first-death?CMP=share_btn_tw&__twitter_impression=true …"
13,RT @Van_Trang_N: I was in #saigon for a couple of days this week on duty travel. It's a place that always makes me feel like I'll never be…,Photos from around the world show how travelers are being quarantined due to the coronavirus https://vietnaminsider.vn/photos-from-around-the-world-show-how-travelers-are-being-quarantined-due-to-the-coronavirus/ …pic.twitter.com/4WQzQPVwse,"#coronavirus

Local authorities in central China's city of Wuhan said Thursday that a 69-year-old man died the previous day of pneumonia caused by a new coronavirus, bringing the total number of deaths linked to the virus to two.

https://english.kyodonews.net/news/2020/01/88c29e019e03-update1-china-announces-2nd-death-from-new-coronavirus.html …"
14,"RT @priyadamini24: #Thread 🧵 

As India’s #COVID19 tally inches towards the 3 lakh mark, here is a thread of IMPORTANT CRUCIAL THINGS THE G…",1pc 3M N95/P2 9322A+ Face Mask Valved Respirator Airborne Coronavirus bushfire https://www.bonanza.com/listings/805927223 …,"#coronavirus: #China reports 17 new cases of #Sars-like mystery virus

Three of the new cases are severe, with experts worried about the disease’s spread ahead of #lunar new year.

https://amp.theguardian.com/world/2020/jan/19/coronavirus-china-reports-17-new-cases-of-sars-like-mystery-virus …"
15,,"""Factbox: Latest on the Coronavirus Spreading in China and Beyond"" by Reuters via NYT https://ift.tt/2RYw7Cl ",Coronavirus outbreaks in Asia pic.twitter.com/nvAMyBEepz
16,,what the fuck did he think was going on...?  mother fucker #2019nCoV #coronavirus https://twitter.com/QTRResearch/status/1226653185193975808 …,"""China’s Coronavirus Has Revived Global Economic Fears"" by Peter S. Goodman via NYT https://ift.tt/30WdEtc "
17,,USD/JPY: Bears dominate near 108.30 as coronavirus remain in headlines https://ift.tt/38Z9FyI ,"The downside of Xi Jinping's top-down control system is that no one takes action until they are approved by the highest authorities, and then overreact to satisfy the request for top management. on. This is evident in the outbreak of the corona virus disease in Wuhan."
18,,USD/JPY: Bears dominate near 108.30 as coronavirus remain in headlines https://ift.tt/37RFQ2N ,"Coronavirus Update: 9 cases in US,  Shubei province reports 56 new coronavirus deaths https://ift.tt/36Q9Vi0 "
19,,USD/JPY: Bears dominate near 108.30 as coronavirus remain in headlines https://ift.tt/2tmwEVg ,"Coronavirus Update: 9 cases in US, Hubei province reports 56 new coronavirus deaths https://ift.tt/37Sqknp "
20,,Coronavirus Enters New Phase as Cases Outside China Climb https://vietnaminsider.vn/coronavirus-enters-new-phase-as-cases-outside-china-climb/ …,"Coronavirus Update: 9 cases in US, Hubei province reports 56 new coronavirus deaths https://ift.tt/2uWYJmu "
21,,China’s “Extremely Vile” Response to Novel Coronavirus https://youtu.be/P32yPkr1eGM  via @YouTube,"""Coronavirus Live Updates: Wuhan to Round Up the Infected for Mass Quarantine Camps"" by Unknown Author via NYT https://ift.tt/38e6aER "
22,,#covid19 #SARSCoV2 #coronavirus #2019nCoV this is correct.... its probably many places we don't think it is ... much closer to you and I than would seemhttps://twitter.com/T_Inglesby/status/1231364820361994241 …,"Coronavirus updates: Death toll rises to 1,770 as China reports 100 new fatalities in Hubei https://vietnaminsider.vn/coronavirus-updates-death-toll-rises-to-1770-as-china-reports-100-new-fatalities-in-hubei/ …pic.twitter.com/MNqEMgSCbT"
23,,Deep state operatives are probably in China collecting vials of Coronavirus as we speak,"China's Hubei province confirms another 1,933 new cases of coronavirus / 100 new deaths http://fxrank.net/forex-analysis-63075.html …"
24,,"Signed. Lots of room left to add your name, too.","China's Hubei province confirms another 1,933 new cases of coronavirus / 100 new deaths http://fxvnpro.com/forex-news-62947.html …"
25,,"RT @layered: Signed. Lots of room left to add your name, too. https://t.co/WsWnJyYnRi","China's Hubei province confirms another 1,933 new cases of coronavirus / 100 new deaths http://reviewbrokers.net/technical/forex-news-id-62294.html …"
26,,"RT @SecySanjay: Responding to your requests, further relaxations extended to foreign nationals/#OCIs who are minors, spouses, students, dep…","Coronavirus updates: Global death toll passes 2,000, Vietnam discharges two more infected patients https://vietnaminsider.vn/global-death-toll-passes-2000-vietnam-discharges-two-more-patients/ …pic.twitter.com/5svfvT5qBy"
27,,RT @BuckSexton: CCP has shut down one of #Beijing's main #seafood and markets after more than 50 people in the #China's capital tested posi…,"Coronavirus updates: Death toll rises to 1,868, Hundreds of Americans flown home from Diamond Princess cruise ship https://vietnaminsider.vn/death-toll-rises-to-1868-hundreds-of-americans-flown-home/ …pic.twitter.com/u87AElgSZr"
28,,"RT @BrunoRguezP: #US government disregards opinions of leaders, Congress members, international organizations and agencies.

It ignores cal…",U.S. prepares for possible coronavirus outbreak https://vietnaminsider.vn/u-s-prepares-for-possible-coronavirus-outbreak/ …pic.twitter.com/dCJbbEMkZk
29,,"RT @MaiDo_MD: Colleagues and friends, if you care about #covid19 #coronavirus and #vietnam, please consider signing and sharing with your n…",acute respiratory distress symptoms?  ARDS?  #covid19 #SARSCoV2 #coronavirus #2019nCoV
30,,Britain is really wrecking the #COVID19 average for countries with unelected heads of state.,USD/JPY extends losses below 111.50 as coronavirus spreads outside China http://reviewbrokers.net/technical/forex-news-id-62785.html …
31,,"Coronavirus: Photos show empty streets, attractions and stadiums around the world: https://ift.tt/2IEmvHn ",VPM Vu Duc Dam just cleared my worried thing: the bill for oppression of the #Covid19 in #Vietnam. He said it's a v… https://t.co/1VrvNaS3Zo
32,,"EGYPT
WHEAT INSPECTORS
Egypt has stopped travel by its wheat inspectors after the country shut down air traffic to prevent the spread of coronavirus, Reuters reported.

Egypt is the world’s largest wheat buyer.

Delegations in Russ…https://lnkd.in/f59pwkU https://lnkd.in/fRDPWVA ","One more case of COVID-19 infection, Vietnam has a total of 334 cases. After 58 days, Vietnam has absolutely no cas… https://t.co/T0ERulSN1S"
33,,"EGYPT
WHEAT INSPECTORS
Egypt has stopped travel by its wheat inspectors after the country shut down air traffic to prevent the spread of coronavirus, Reuters reported.

Egypt is the world’s largest wheat buyer.

Delegations in Russ…https://lnkd.in/f59pwkU https://lnkd.in/fRDPWVA ",Airlines suspend flights due to coronavirus outbreak https://vietnaminsider.vn/airlines-suspend-flights-due-to-coronavirus-outbreak/ …pic.twitter.com/wPzVRn1vJu
34,,,World Health Organization describes coronavirus outbreak as pandemic https://reut.rs/2TZXhsf 
35,,,"- President Donald Trump declared a U.S. national emergency for a rapidly spreading coronavirus on Friday, opening up the opportunity for more government aid to combat the pathogen that infected more than 138,000 people. worldwide, and left more than 5,000 dead."
