,Positive,Neutral,Negative
0,28,">>Chinese scientists working on a COVID-19 vaccine have told Sky News they are ""99%"" sure it will be effective. >>Sinovac, a Beijing-based biotech company, currently has its coronavirus vaccine in stage 2 trials, with more than 1,000 volunteers participating. Time will tell.",12
1,"How do you differentiate between hot cuz you're working hard, hot cuz your AC is weak, hot due to hot flashes and hot due to #coronavirus ? #AskingForAFriend #SaturdayThoughts",Immunity to coronavirus may be far more widespread than thought ,really....some1 help me understand....we go back 2 work/school in mass folks start getting hospitalized and dying....HOW DOES THAT HELP THE ECONOMY?!?!?....SERIOUSLY..SOME1..ANY1... #coronavirus #COVIDー19 #WednesdayThoughts
2,"Coronavirus vaccine could be ready by October, claims Pfizer CEO ","Yeah @TheJuanWilliams Trump is responsible for the Corona Virus, #ClimateChange &amp; everything bad up to &amp; including hemorrhoids but not for the greatest economy in the last 50 years, defeating the caliphate, low unemployment, increasing wages or anything other good thing. #TheFive","For the first time in 48 years scored the Singapore Airlines in its last financial year a loss 212 million Singapore dollars due to a coronavirus crisis. In the previous financial year earned the carrier 683 million Singapore dollars. Even so, it is an outstanding achievement "
3, Love it. A Disproportionate Amount of People Think the #Coronavirus Is Linked to Corona Beer ,Li-Key Peptide-based Covid-19 vaccine is nearly here. It is matter of days before #hospitals will be able to vaccinate people against #COVID19 #COVID2019. CEO of @GenerexBiotech Joe Moscato signed a #contract and will visit #China. #vaccine #coronavirusus No need to be panicking!,Coronavirus: Angela Merkel's approval ratings up amid health crisis
4,@DrTedros from @WHO tries to keep people #calm. No #apocalypse is #ComingSoon. #COVID19 is spreading very #fast but we’re nowhere near #extinction.,"i truly understand that you are happy, getting your country back. and with the covid19 anyone on this planet may have more personal problems to deal with. and i understand Turkeys decision with regards to covid19. its a nightmare having to handle covid19 AND migrants...",#Tesla says #China has ordered its Shanghai factory shut down over #coronavirus fears 
5,"Effective? Nope. Most ""flu"" is one of 100s of strains of coronavirus, rhinovirus, or respiratory synctial virus. With perfect strain match, since it's grown in chicken albumin per mfr's own pkg insert, at best there's 50% reduction in prevention in humans. >20 real flu dead/yr.","This won’t be over by summer. #covid19 will spread globally and return in waves. It is going to be with us for years. Next question, once the vaccine is released, will they force everyone to take it (unless you already caught it)? ",Spank my arse and call me Judy if the big crash doesn't start today #COVID19
6,"Interestingly enough though, coronavirus is believed to be transmitted through air and it was scientifically proven that Eminem doesn't breathe during his song Godzilla.
In fact, it is suspected that he doesn't breathe through many segments of his album Music To Be Murdered By. pic.twitter.com/AMD2T01rPI",I've made a bot that puts your Telegram profile pic in a Hazmat suit. #coronavirus #telegram #bothttps://t.me/hazmat_suit_bot ,This will not happen this year... 90th gimsswiss is CANCELLED because of a fucking Corona virus! #ripgims #covid19 #coronavirus #apocalypse #quarantine #fuckchina #gims #cancelled #panicattack #disappointment… https://www.instagram.com/p/B9G4Xu3p6pL/?igshid=7v7fw1fhfvk6
7,“Сhina unveils mobile app that DETECTS coronavirus close contact” Seems like they are using AI in the cell phone apps as described by Cyrus Parsa — ⁦@CyrusAParsa1⁩https://www.rt.com/news/480469-china-coronavirus-detector-app/ …,How tf is coronavirus spreading. Nobody drinks that shit.,"How do you know it is an influenza virus? Did you get it titer-counted and genotyped? Most ""flu"" is one of the hundreds of strains of rhinovirus, coronavirus, or respiratory synctial virus. And many of them are really rough."
8,"An interesting, if deeply worrying, counterpoint the the hopeful (wishful?) interpretations of #coronavirus as the Chernobyl moment for #Xi’s #China ... recommend readinghttps://twitter.com/1NRSmith/status/1228388960390414337 …","RT @EU_Finance: Green Bonds Alert! 📢🌍
@EU_Commission is launching a consultation on creating an EU Green Bond Standard. #EUGreenBonds could…",Japan confirms 1st case of infection with new #coronavirus from China via https://pw.wzm.me/wall/p/9198 https://english.kyodonews.net/news/2020/01/137ca54da06a-urgent-japan-confirms-1st-case-of-infection-with-new-coronavirus-from-china.html …
9,Trump Declares War on Coronavirus – Without Permission from Congress https://goo.gl/fb/g4Ti6e ,"RT @usociety: Who's doing the #childcare, #HomeSchooling &amp; housework during lockdown? Our #COVID19 data show that mothers spend 6 more hour…",#WHO issues warning after 'mysterious' Chinese coronavirus spreads to #Japanhttps://twitter.com/i/events/1217928133917044736 …
