"http://fxb.cm/qoXP Coronavirus cure? - ""Put down the bleach, remdesivir is coming"""
"http://fxb.cm/mCdP Men More Prone To Coronavirus Infection Than Women, Study Finds"
http://fxb.cm/OCdP The coronavirus outbreak is going to slash China's economic growth - and not just China
http://fxb.cm/XCdP Coronavirus - China official joins in with the WHO in trying to calm fears
http://fxb.cm/TCdP Forexlive Americas FX news wrap: US GDP a little higher than expected. Coronavirus is public health emergency...sort of
http://fxb.cm/4CdP Germany 5 - Italy 2 (ps. coronavirus confirmed cases)
"OK here comes my mandatory #COVID19 tweet. At this time, I'll abstain from contributing to the discourse :( Probably for the best since I'm apparently the only one not knowing the first thing about epidemiology, viruses etc."
PPA Tammsaare Road office in #Tallinn reopens #Estonia #coronavirus #COVID19 
Health Board: #Coronavirus special measures don't halt spread #Estonia #COVID19 
"http://fxb.cm/JRTP  Latest on coronavirus: Wuhan medical staff being infected at faster pace, Japan marked second case"
"http://fxb.cm/qRTP  Gold: Steady above $1,560 amid fears of China’s coronavirus outbreak"
http://fxb.cm/6RTP  Coronavirus: HK reports that Wuhan medical staff being infected at much faster pace than reported
http://fxb.cm/KRTP  Coronavirus update (ICYMI) - more cities in China sealed off
"http://fxb.cm/mCdP  Men More Prone To Coronavirus Infection Than Women, Study Finds"
http://fxb.cm/lSdP  San Francisco Activates Emergency Operations Center To Prepare For Coronavirus
"http://fxb.cm/ZSdP  Coronavirus - China railway traffic, passenger flights on the first day of lunar new year down big time y/y"
http://fxb.cm/1SdP  NZD/USD nears multi-week low of 0.6540 as fears of coronavirus outbreak grow
http://fxb.cm/FSdP  The first case of the new coronavirus has been confirmed in Germany
http://fxb.cm/jSdP  Coronavirus case confirmed in Germany - its first
"http://fxb.cm/XYdP  UK Researcher Predicts Over 250,000 Chinese Will Have Coronavirus In Ten Days"
"http://fxb.cm/sIdP  China says total coronavirus cases now 7,711"
http://fxb.cm/SIdP  Coronavirus: Assessing the potential economic impact on Australia
"http://fxb.cm/ISAP  China updates total coronavirus cases to 28,018 (from 24,324 yesterday)"
http://fxb.cm/9rAP  Coronavirus cases in Hubei and Wuhan has continued climbing – Global Times
http://fxb.cm/pzAP  Will Dyson's New Air-Purifying-Headphones Save The World From Coronavirus?
http://fxb.cm/FFdP  The Global Supply & Demand Shock Of The Coronavirus
"http://fxb.cm/41dP  Oil Crashes Into Bear Market As Chinese Oil Demand Said To Plummet 20% Due To Coronavirus ""Demand Shock"""
"http://fxb.cm/i3dP  Gold recovers to $1,579 as coronavirus updates weight on risk-tone"
http://fxb.cm/LFAP  China GDP growth - S&P estimates coronavirus cut 0.7 % from year
"http://fxb.cm/AgUP  Here is how China's health authority has changed the classification for coronavirus infections, again"
"http://fxb.cm/MxUP  IMF on coronavirus and the global economy - damage this year; sharp, rapid rebound"
"http://fxb.cm/1kAP  China's Hubei province has reported 14,840 new coronavirus cases"
http://fxb.cm/jkAP  Moody's weighs in on coronavirus economic impacts - could continue over next 3 quarters
"http://fxb.cm/OaUP  China's Hubei province has reported 4,823 new coronavirus cases"
"http://fxb.cm/gaUP  WTI: Under pressure below $52 amid political, coronavirus headlines"
"http://fxb.cm/BaUP  A cruise ship is in lock down in Sydney Harbour,  passenger now being tested for possible coronavirus – The Australian"
"http://fxb.cm/taUP  Experts Say North Korea ""Clearly Lying"" About Coronavirus Outbreak - ""They Don't Want To Show Any Weakness"""
"http://fxb.cm/raUP  AUD/NZD sitting tight on 1.04 handle, awaiting coronavirus updates"
http://fxb.cm/oKcP  NZD/USD probes the latest pullback with eyes on coronavirus news
"http://fxb.cm/qkUP  Gold pulls back from fresh seven-year high to sub-$1670 area, coronavirus in focus"
"#eVoting: While the #UnitedStates grapples with controversy over #electronic #voting #machines and mail-in ballots,… https://t.co/KUaPNlECci"
"Three new cases of #coronavirus confirmed in past 24 hours

#Estonia #COVID19 https://t.co/V9VVsBdF0u"
"RT @MileyCyrus: Spain, you united in solidarity with Black Lives Matter in the US. We must keep standing together to tackle #COVID19 and it…"
"2020.06.13: 1973 official #COVID19 cases in #Estonia (+3).
14 in hospital care (+0), 0 need ventilators (+0); 69 de… https://t.co/o43KZAfLfb"
"Evidence is mounting that healthy blood vessels protect children from serious effects of COVID-19, such as stroke… https://t.co/BxJo0iqbJy"
Advice on avoiding the spread of coronavirus via @unitartu https://www.ut.ee/en/how-to-avoid-coronavirus …
"http://fxb.cm/KAvP  ""MILFs In Quarantine"" - Coronavirus Porn Sweeps America"
http://fxb.cm/xYvP  US President Trump says Congress $8bn coronavirus response package is great news
"http://fxb.cm/LvvP  Ted Cruz Says He Plans To Work From Home After ""Brief Interaction"" With Coronavirus Patient"
"http://fxb.cm/G0vP  Coachella Postponed Due To Coronavirus, Organizers Offer Refunds"
"co-op definitely, and way less chance of being coronavirus'd"
"co-op definitely, and way less chance of being coronavirus'd"
