,Positive,Negative
0,135,108
1,Remember when everyone was making brooms stand straight up earlier this year? Maybe we shouldn't have done that. #COVIDー19 #coronavirus,Corona virus got people making rash calls
2,"NEW: Jody Demling walked two-tenths of a mile yesterday, a new benchmark in his coronavirus recovery. Two weeks after getting out of the hospital, he has a story to tell: ","US Casualties Ranked: 1.⁠Civil War: 750K (estimate) 2.⁠World War II: 405,399 3.⁠World War I: 116,516 4.⁠Coronavirus: 61,180 and counting 5.⁠Vietnam War: 58,209 6.⁠Korean War: 54,246"
3,"Homeownership Reached 8-Year High Before the Coronavirus David Hittle, Realtor United Real Estate Louisville Shop Kentucky Homes http://www.shopkentuckyhomes.com Shopkentuckyhomes@yahoo.com 502-489-1135",Navy opening full investigation of coronavirus outbreak on USS Theodore Roosevelt 
4,How the CDC Museum in Atlanta Is Documenting COVID-19 for Future Generations https://www.cntraveler.com/story/how-the-cdc-museum-in-atlanta-is-documenting-covid-19-for-future-generations?utm_source=nl&amp;utm_brand=cnt&amp;utm_mailing=CNT_Daily_PM_042920&amp;utm_campaign=aud-dev&amp;utm_medium=email&amp;bxid=5be9fbeb2ddf9c72dc8970c7&amp;cndid=39351902&amp;hasha=5ecfb3e164f1dcbb7cfd6384c061d477&amp;hashb=78250d534541a915c0b91879f3e9c67c260a8a4e&amp;hashc=97f7a4f4f257312c9d565f8fad4ce2fee0b7df1379df3146da13335b3b71f022&amp;esrc=AUTO_OTHER&amp;utm_term=CNT_Daily via @CNTraveler #CDCMuseum #coronavirus #travel,"U.S. coronavirus death toll is far higher than reported, data suggests https://twitter.com/i/events/1255503813345267714 Brilliant method to end-round state purposeful underreporting. Look at total aggregate data of deaths in an average year, versus total deaths this year."
5,"NEW: Governor Andy Beshear just announced the re-opening of certain businesses, by the specific dates below. This is all dependent, he says, on if we do our part to make sure there are no new spikes of Coronavirus cases. ",Dissecting Laura Ingraham’s attempt to gin up a mystery around coronavirus in New York 
6,State bankruptcy furor shakes up McConnell reelection bid | TheHill http://ow.ly/xzgL30qBRDN But McConnell sparked days of backlash when he said he supports allowing states to declare bankruptcy as they face budget holes amid the coronavirus pandemic.,The coronavirus is just the latest of many outbreaks the United States has battled - and overcome - in its history. 
7,Wonderful work and data collected.. @AKTKadmin #coronavirus #IndiaFightsCornona,#NEW @UKGattonCollege study on #SocialDistance mandates suggests they're working to slow #coronavirus spread @DanielDiMartino
8,"National opinion poll: 85% of Americans don't think schools should reopen without more coronavirus testing; Democrats, Independents, Republicans agree by wide marjorities ","I understand that the coronavirus pandemic is very serious, but there is a whole big world out there that needs to be reported on. Come on CNN and MSNBC, give us a break and report something else. Please."
9,@CBSNews you support socialism candidates for president but you dont want socialism tracking Corona virus? Come on Liz you dont get it both ways,"#WuhanVirus (aka: #COVID19, #CoronaVirus-19strain. SARS-CO-V-2) ALL THE DETAILS minus the PANIC (full details, not #Twitter snippet #SPIN posts) https://beforeitsnews.com/health/2020/03/wuhanvirus-aka-covid19-coronavirus-all-the-details-minus-the-panic-full-details-not-twitter-snippet-spin-posts-3014541.html"
10,President Trump said Wednesday the federal government will NOT be extending its coronavirus social distancing guidelines once they expire tomorrow. ,"Public, private health labs may never be able to meet demand for coronavirus testing over supply chain shortages "
11,'You all absolutely did this': Rutgers professor blames Trump supporters for coronavirus deaths #SmartNews,If you don't stop this nonsense everything and anything is now being blamed on Corona Virus. How about giving us the truth since you won't let me help you. CDC and no one else know what the hell the symptoms are or what to do about the Virus we will all suffer until GOD do sumthn
12,Anthony Fauci Praises Study on Remdesivir‘s Effectiveness v. Coronavirus https://www.breitbart.com/politics/2020/04/29/dr-anthony-fauci-praises-important-study-on-remdesivirs-effectiveness-against-coronavirus/ via @BreitbartNews,Alcohol disrupts your ability to fight off infection and specifically can make you more susceptible to lung infections like the coronavirus. 
13,"For the first time, a major study has found that an experimental drug works against the new coronavirus, and U.S. government officials said they would work to make it available to appropriate patients as quickly as possible. ","We haven't talked enough about how coronavirus is life-threatening to younger people who don't have a chronic illness, and may otherwise not think their risk of illness is high. @joesonka @GovAndyBeshear How is this playing out in KY?"
14,"In Kayleigh McEnany, Trump Taps a Press Fighter for the Coronavirus Era ","LMPD officers will again be dispatched for disorderly persons, loud parties and neighborhood complaints, among other calls, under a new special order. The move rolls back some restrictions put in place in mid-March due to the coronavirus pandemic. "
15,My daughter is celebrating her 21st Birthday at home due to Coronavirus. Since I can’t be there and she won’t be celebrating with her friends can I get all you wonderful folks to help me wish her a Happy 21st Birthday. Cheers ,"Between Memorial Day activities and now these #protests, we are so fucked by the #coronavirus in 2 weeks. "
16,Wealthy Fliers Worried About Coronavirus Turn to Private Jet Service http://dlvr.it/RXgpjw,3rd record day for Kentucky coronavirus cases. What is isn't: 1) Liberate Kentucky - 5 weeks ago 2) Black Lives Matter Protest - only the last few days What it hopefully is: Increased testing in nursing homes combined with Memorial day lags. What it hopefully isnt: Reopenings
17,There’s no way I’m leaving here without the coronavirus... #Florida,Roberts joins liberals as Supreme Court rejects challenge to coronavirus limits on church services https://www.nbcnews.com/politics/supreme-court/supreme-court-rejects-challenge-coronavirus-limits-church-services-n1219336 via @nbcnews
18,"5pm 5/30/20 #coronavirus update from @GovAndyBeshear: There were 247 new positive cases reported Saturday. #Kentucky is now up to at least 9,704 CONFIRMED positive cases of #COVID19. 3,232 people have recovered from the virus. 13 NEW deaths reported, statewide total is now 431",@GovAndyBeshear reporting 13 new coronavirus deaths. 
19,Cities Are Ordering Curfews--Right After the Coronavirus Lockdown is Eased. ,"Big fluctuations in food prices began in March, when the coronavirus pandemic began to sink in for U.S. consumers. "
20,you guys remember coronavirus,Could you imagine owning a restaurant or business that was just now opening or still closed because of the corona virus and then have it looted or vandalized. Rough
21,#KS Crusade weekend moved to August: Many of the annual WHAS Crusade for Children events — including roadblocks and door-to-door campaigns — have been pushed back to Aug. 8-9 because of the impacts of the novel coronavirus. https://ift.tt/2TW9Khs,Racism so ruthless that it cancelled Corona Virus
22,"#KS Pandemic efforts a sign of community spirit: When it became evident the novel coronavirus had the potential to strangle the local economy, community leaders in Nelson County started putting together a plan to mitigate the impact of the pandemic. https://ift.tt/3eAkJFs","#CoronaVirus originated in #China and please list the quote where he called ""black people thugs"""
23,"The only reason the white people protesting the coronavirus lockdown didn’t turn into a full blown riot was because police didn’t escalate it by tear gassing, shooting rubber bullets, etc. If that would’ve happened it would’ve been a warzone in 2 seconds. ","Fuck 2020, fuck all this stupid shit, fuck the coronavirus and FUCK the government"
24,The coronavirus passing around does.,Whoa. We had a runner. I’m glad they caught them. This could have been bad China coronavirus: US citizen evacuated from Wuhan quarantined after trying to flee base 
25,so what happend to coronavirus?,World Health Organization declares coronavirus 'public health emergency of international concern': https://www.wlky.com/article/world-health-organization-declares-coronavirus-public-health-emergency-of-international-concern/30718537 #WLKY
26,Schools struggle with shifting rules on federal coronavirus relief money ,The @WHO is declaring a global health emergency after the coronavirus spreads to at least 18 countries. An Air China flight is expected to arrive at @Dulles_Airport at 6:15. Coming up on @nbcwashington the precautions this airport is taking to help stop the spread of the virus.
27,NRL restart marks return of professional sport in Australia after coronavirus shutdown http://dlvr.it/RXgbFs,UPDATE: American pilots union sues to stop China flights amid coronavirus outbreak. 
28,"Coronavirus didn’t come from China COVID-19 did.....huge difference, and it doesn’t give him the right to rename it to “Chinese virus” if you support that you need to be checked ","They are now circulating photos of a fake PRINTED OUT email about the coronavirus, y'all. I can't take it "
29,30 students in Palm Beach County have been exposed to Coronavirus ,It's time for all of mankind to take notice............. World Health Organization declares coronavirus outbreak a global health emergency 
30,"Interviewed Changzheng Wang, a member of the Kentucky Chinese American Association, who has ties to the Wuhan, China area. He tells me how the coronavirus is impacting his relatives still in China. A UK epidemiologist also weighs in on the issue. Tune in at 6p to learn more! ",Most of the country thinks you should be spending your time on the COVID19 instead of tweeting and pawning off on Pence! Most irresponsible President in History!
31,"One store was all out of masks. Every type of mask was gone. The painter/carpentry masks- gone. Medical protection masks-gone. I got a box of nitrile gloves-nice ones too. I'll have to check kRog & Walgreens for masks, I suppose. #COVID19 #coronavirus",Another risk is COVID19 hurting sales. Which probably will. But you have to see past that! 
32,"November 3, 2020. We put an end to this madness. #COVID19 #StockMarketCrash2020 #ResignNowTrump",China reports 1st death from new type of coronavirus https://www.whas11.com/article/news/nation-world/new-coronavirus-china-reports-first-death/507-8e5fe0f8-21af-42cc-865c-fd274c436a06 …
33,A reminder to follow all @CDCGov precautions regarding respiratory diseases as we continue to monitor #COVID19. Stay updated and informed here: ,"It’s spreading outside China. Yikes!! Look out world! 

Japan confirms first case of infection with new China coronavirus https://reut.rs/387W8V8 "
34,What is Equine Coronavirus? http://dlvr.it/RMb45B ,"World/America!!! Be mindful and aware, of the Corona virus, which is distribute by the Chinese government. These biological diseases, is an attempt to depopulate the planet. The Elite only want slaves, and homosexuals. This is who they are! All of these diseases coming out now?"
35,"WHO Says New China Coronavirus Could Spread, Warns Hospitals Worldwide (via @NewfusionApps #Science News)http://go.newsfusion.com/science-news/item/6787119 …","Coronavirus: China reports 17 new cases of Sars-like mystery virus (via @NewfusionApps #Science News)
http://go.newsfusion.com/science-news/item/6793069 …"
36,Japan Confirms First Case of New Chinese Coronavirus https://www.nytimes.com/2020/01/15/world/asia/coronavirus-japan-china.html?emc=rss&partner=rss …,"Uh-oh, this doesn't sound good. Another mystery respiratory disease has emerged from China. Viruses don't respect borders. #coronavirus https://twitter.com/MRC_Outbreak/status/1218175738337284096 …"
37,"More than 40 cases of the newly identified coronavirus have been confirmed in Asia, including two deaths. https://www.whas11.com/article/news/nation-world/china-coronavirus-us-airport-screening/417-5b4aaa57-9cf2-407b-b6dc-88df5015d329 …",URGENT MESSAGE MUST WATCH AND SHARE! CORONAVIRUS IS SPREADING FAST AND THE MSM IS HOLDING INFO BACK FROM THE MASSES. PEOPLE ARE DYING IN THE STREETS! SHARE THIS TWEET FAR AND WIDE! https://twitter.com/amtvmedia/status/1220487843757228032 …
38,New human coronavirus appears in China prompting US airports to start screening https://caymanmarlroad.com/new-human-coronavirus-appears-in-china-prompting-us-airports-to-start-screening/ …,"The death toll is rising quickly. In another article it stated that people had died recently at hospitals of pneumonia that may be the coronavirus. They aren’t in the death totals 

‘This is an emergency in China' says WHO, as virus death toll rises to 18 https://reut.rs/2NS04Sa "
39,#coronavirus next #Pandemic ?https://twitter.com/CNN/status/1218043804529438721 …,the corona virus is truly terrifying.
40,VERIFY: Headlines comparing the coronavirus to Spanish flu are missing context https://www.whas11.com/article/news/verify/verify-headlines-comparing-coronavirus-spanish-flu-misleading/507-16b40112-04d5-4b6a-9463-2243404977c8 …,"according to this Chinese nurse, over 90,000 people have been infected with the #coronavirus
https://www.youtube.com/watch?v=yQflXs0jZ9w …"
41,"see, i thought that the Coronavirus was made from mexican beer, and I learned something today",First Case of Mystery Coronavirus Found In Washington State- CDC https://youtu.be/mg4yySpsbbs  via @YouTube
42,Has anyone else felt a newfound wonder of what this administration will do once this coronavirus hits the US...what kind of shit they’re going to try to pull then?,I think I got the Coronavirus once on spring break in Mexico. Pretty sure it was the bad limes. #coronavirus
43,1st confirmed case of new coronavirus reported in Washington state: CDC https://abcn.ws/2TKxmGx ,"The more you know. 
What Kentuckians should know about the deadly coronavirus outbreak https://www.courier-journal.com/story/news/2020/01/27/coronavirus-outbreak-what-you-should-know-kentucky/4586975002/ … via @courierjournal"
44,First Travel-related Case of 2019 Novel Coronavirus Detected in United States https://www.clayconews.com/news/15400-first-travel-related-case-of-2019-novel-coronavirus-detected-in-united-states …pic.twitter.com/rcXipu7L2i,When I read this is heard you say “with the corona virus” & damn I died laughing. Haha
45,Wuhan Coronavirus: C.D.C. Identifies First U.S. Case in Washington State http://a.msn.com/01/en-us/BBZbKdj?ocid=sf2 …,You heard about coronavirus but forgot to get limes from the grocery store. You’re worried about the wrong Corona honey.
46,The Waco-McLennan County Public Health District is monitoring a Baylor student with a suspected case of the 2019 novel coronavirus. https://www.lex18.com/news/national/second-suspected-case-of-coronavirus-reported-in-central-texas …,Oh the Coronavirus is a real thing? I literally thought it was just a joke about beer
47,No one here has the coronavirus right?,This trend finna come back full effect when that corona virus spreads  pic.twitter.com/K18mBR7V7U
