,Positive,Negative
0,136,105
1,Support gys #R350 #COVID19 #Legend #coronavirus #Hitman #filmindia,"Breaking : may ask 2x Its Usual $3.8 B aid ahead of time. But 26 million Americans out of jobs and U.S. companies closing due to coronavirus might object… A petition proposes: ‘Israel has received over $10 million per day, year after year. "
2,"#Retail and #logistics experts say #onlineshopping is permissible and encouraged during the coronavirus outbreak. In fact, categories like electronics and health experienced a 91% and 109% increase.","U.S. deaths from the novel coronavirus topped 60,000 on Wednesday and the outbreak will soon be deadlier than any flu season since 1967 #COVIDー19 #CoronaOutbreak"
3,Yesterday hot topics: #lka (16.31%) #Srilanka (14.5%) #ඒකතා (11.57%) #mawbima (3.06%) #CeylonToday (2.23%) #බෙටිගෙම්බා (1.11%) #SriLankanPolitics (1.11%) #COVID19 (1.11%) #lkbdays (1.11%) #latest (0.97%),Coronavirus Cases in Sri Lanka is currently 649! → Active : 506 → Cases Today : 30 → Deaths : 7 → Critical : 2 → Recovered : 136 → Deaths Today : 0 → Total Tests : 17715 [#COVID19SL STATUS ID 472]
4,WHO commends KSA for its timely ban on Umrah pax to control Covid-19 http://colombotimes.net/who-commends-ksa-for-its-timely-ban-on-umrah-pax-to-control-covid-19/ @WHO @WHOSriLanka #Saudi #Umrah #Covid19,The current collapse of the daily global economic activity has never been this rapid. Professor of Economics Nouriel Roubini further explains why the economic fallout from coronavirus is so unprecedented. 
5,"Sri Lanka's only #CoronaVirus patient a Chinese tourist who arrived from #Wuhan, now completly recovered after receiving treatment at a Hospital in Colombo - Director General of Health Services.

- BBC Reporter #AzzamAmeen","With all types of businesses finding ways to reach their customers doorstep, delivery solutions are becoming a life-savior. And for this reason, delivery services have observed a surge in their business amid the coronavirus crisis."
6,Federal judge blocks effort to transfer coronavirus patients to California city http://dlvr.it/RQgp4T ,"Scientists moving with 'unprecedented speed' to find vaccines for #coronavirus 2019-nCoV, Coalition for Epidemic Preparedness Innovation says. Team working to create new breed of vaccines from existing genetic technology &amp; aiming to begin clinical trials within 16 weeks. #lka"
7,Cricketer Shahid Afridi announces that he has tested positive for COVID-19. #COVID19 #Pakistan #coronavirus,World Health Organization declares #coronavirus a public health emergency of international concern. #WuhanPneumonia #lka https://edition.cnn.com/2020/01/30/health/coronavirus-who-public-health-emergency-international-concern-declaration/index.html
8,Former Pakistan cricketer Shahid Afridi has tested positive for the novel coronavirus.  #pakistan #coronavirus,The @WHO declares the novel #coronavirus a public health emergency of international concern. There have previously been only five public health emergencies of international concern declared. #lka 2009 H1N1 2014 polio 2014 Ebola in West Africa 2016 Zika 2019 Ebola
9,RT @ranganashamil: Cricketer Shahid Afridi announces that he has tested positive for COVID-19. #COVID19 #Pakistan #coronavirus,Date 31-Jan-20 Confirmed 8236 Deths 178 Recovered 143 #nCoV2019 #coronavirus @WHO @WHOSriLanka @Neetwit @GotabayaR #srilanka #china
