,Positive,Negative
0,183,39
1,How you became Africa American (roots) poetic #America #coronavirus , And Corona virus too... 
2,"In God's eyes, you are treasured and valued. He knew you before you were in your mother's womb and He has a purpose for your life or you wouldn’t be here. #ThursdayThoughts #COVID19 #coronavirus #KeepHopeAlive #faith #WordsOfLife",When does the corona virus stop being “novel”? With all the research being done it’s so “un novel”
3,#Uganda Confirms 84 New #COVID19 Cases To Push Total To 413 Cases http://healthnews.co.ug/index.php/news/item/379-uganda-confirms-84-new-covid-19-cases-to-push-total-to-413-cases #coronavirus ,May God be with every one that lost somebody to corona virus.
4,"Lol, death is an easy way out, give him the corona virus and let him heal to infect him again ","US ecomony shrinks at the fastest rate since 2008. The US economy suffered its most severe contraction in more than a decade in the first quarter of the year, as the country introduced lockdowns to slow the spread of coronavirus. In China the economy shrank by 6.8% #NBSUpdates"
5,"Lol, death is an easy way out, give him the corona virus and let him heal to infect him again, thanks ",I'm team no sleep #follow me before I direct corona virus where you are 
6,"COVID-19: Uganda Registers 84 New Cases, Total Shoots To 413 #COVID19 #COVID__19 #covid19ug #StayAlert #StaySafeUG #StaySafeSaveLives #StayAlert #CoronaUpdates #Covid19UK #StayHomeStaySafe #StayHomeSaveLives #COVIDIOTS #COVIDWebinarsUG #coronavirus ",Sat here and watched America responded to coronavirus protests. Also watched how America responded to protests against racism and injustice against black ppl. They think only a certain type of ppl should have a voice
7,"Really, but I don't know why more #coronavirus cases are reported when president is soon to address the Nation? Someone May be behind this big thing #BBSOmudigido #BBSOmudigido #BBSOmudigido #BBSOmudigido",Uganda will never get anything original from China. Even the Corona Virus we got is duplicate. It can't kill any of its 400 victims.. 
8,@MinofHealthUG says 84 new cases!! #COVID__19 #COVID19 #coronavirus #News #Uganda #WhisperEyeUpdates,"This number havnt reached the number of people living with HIV n people still have sex,so jst stop counting,let's jst learn how to live with corona virus naye tubikoye,coz corona won't end now"
9,"I used to update my parents on the corona virus cases till the numbers stopped adding up. I just tell them, we shall be fine ",So the riots across USA jst proved that there ain’t Corona virus ..... Cz literally there hasn’t been any social distancing or sort USA ain’t shit
10,84 new cases today. It is time for Ugandans to face #coronavirus head-on.,"Corona virus disease 2019 cases Elegu,malaba and kwarantiini, what details did I miss out on, Oooh all kwarantiini cases were contacts of the drivers"
11,#Uganda records highest single-day #COVID19 case spike as #Rwanda registers first #coronavirus death. Full #Africa report here: https://observer.ug/news/headlines/65040-uganda-records-its-highest-new-covid-cases-as-rwanda-registers-first-death,USA where did corona virus go 
12,Coronavirus is here to stay so we are having party time #NTVDanceParty,It is unbelievable that people died #coronavirus In US are almost equivalent to this. God! #riots2020 #COVIDIDIOTS #COVID__19
13,84 new #COVID19 cases confirmed and it's not #coronavirus trending but @nbstv #NBSSNL and @ntvuganda #NTVDanceParty @cindysanyu with her amazing #ClubBeatzAtHome show that was on @ClubPilsener which she killed.. #Nansana Guess we are tired of sickness. #IfWeDieWeDie https://twitter.com/GalaxyFMUg/status/1266851074490732547,"Corona Virus is just a wave, the light house still stands."
14,"Speaking into a microphone like this is not exactly hygienic, sanitary or Coronavirus safe. ",Signs of corona virus.
15,"ANOTHER DAY HAS COME AMIDST OF HAPPINESS AND I GUESS I CAN SAY HAVE A WONDERFUL NIGHT A BLESSED SUNDAY AS WELL ""LET'S STAY HOME AND KEEP DISTANCE CORONA VIRUS"" ",I didn't know that corona virus entered in these people's mind. Singing about The virus. 
16,Those ones are safe from Corona Virus as long as they are out there,The novel #Coronavirus is officially a public health emergency of International concern @WHO has declared. #2019nCov is spreading fast and time is not on our side. We're working with partners to help protect children and halt the virus now. https://www.bbc.com/news/world-51318246 #UMSRAUpdates
17,@WHO @WHOUganda says #coronavirus #africa,"COVID19: No Coronation havoc, Air Force particular plane arrived in Delhi with so many voters ... https://www.google.com/url?rct=j&amp;sa=t&amp;url=https%3A%2F%2Fsahiwal.tv%2Fcovid19-no-coronation-havoc-air-force-special-aircraft-arrived-in-delhi-with-so-many-citizens-from-china-and-japan%2F&amp;ct=ga&amp;cd=CAIyGjA1NmQ4Yzk3M2I2ZWVkNzM6Y29tOmVuOlVT&amp;usg=AFQjCNGjv-5CbS6dnrK73FVB-W0A7y5TZw&amp;utm_source=dlvr.it&amp;utm_medium=twitter"
18,The global spread of the coronavirus. DETAILS http://bit.ly/37BXMyq,BREAKING: WHO upgrades global risk of #COVID19 virus spread to 'very high' https://www.independent.co.ug/who-upgrades-global-risk-of-virus-spread-to-very-high/
19,Dr Muwanga the Hospital Director Informs the media of the facility’s readiness to manage #COVID19 ,Great visit to the Entebbe hospital isolation facility prepared for #COVID19. Hospital staff and equipment in place to isolate and manage suspected or confirmed cases #Uganda
20,"The facility is ready to manage any suspected or confirmed case of #COVID19. Health worker capacity has been built in lab diagnosis, screening and case management. ","#CroozefmNews
A traveller in Thailand has become the first person outside China to be diagnosed with a new coronavirus. The Chinese woman was quarantined after arriving in Bangkok from Wuhan, in eastern China, where the outbreak began in December."
21,"The Minister of Health, @JaneRuth_Aceng leads a team of @MinofHealthUG officials, @WHOUganda @tegegny, CDC Director, Lisa Nelson have toured Entebbe RRH- one of the designated isolation centers for #COVID19 to assess the level of preparedness of the facility. ",New Strain Of Coronavirus In China: What You Should Know : Goats and Soda : NPR http://ow.ly/O1pR30qa9Vk 
22,@MOHUg_PHEOC @WHOUganda @JaneRuth_Aceng @olaro_charles @ainbyoo @jacob_ampeire @MinofHealthUG Updates on #WuhanPneumonia #coronavirus https://twitter.com/cmyeaton/status/1215784765078548485 …,New Strain Of Coronavirus In China: What You Should Know : Goats and Soda : NPR http://ow.ly/Gf0K30qa9Pz 
23,Novel Coronavirus – Thailand (ex-China) https://www.who.int/csr/don/14-january-2020-novel-coronavirus-thailand-ex-china/en/#.Xh-xgICVcKs.twitter …,Has anyone seen a travel advisory to china due to #coronavirus outbreak? Or they’re meant for African countries only
24,Laboratory testing for 2019 novel coronavirus (2019-nCoV) in suspected human cases http://ow.ly/ev1130qa9Ar ,"Coronavirus also seemed to favour those with pre-existing medical conditions, with the study listing: “Chronic diseases, including cardiovascular and cerebrovascular diseases, endocrine system disease, digestive system disease, respiratory system disease, malignant tumour,"
25,You  are all being emotional.  If there is a coronavirus outbreak in Kampala will u build a hospital in 48hrs? Let those people have a better chance of survival there than bringing the virus home,How do you think the corona virus came about....mbu they even eat bats hehehe
26,"For those of you who like buying used panties and other such stuff from your favourite femdom model, please be advised that a bottle of coronavirus infected saliva will now be available for an additional 50 bucks.",GMSA cancels Mobile World Congress due to coronavirus concerns | Hytech Lab - https://hytechlab.com/gmsa-cancels-mobile-world-congress-due-to-coronavirus-concerns/ …pic.twitter.com/FAyjTomZkl
27,Bismillah! Eyes &amp; Ears on ground.....@ubctvuganda @StartvUganda @MagiconeTv #COVID19 #Covid19Uganda #coronavirus… https://t.co/BNGli2lxCV,If corona virus doesnt finish it.
28,"Today am kicking off #KFMsports with @HEBobiwine ft @NubianBukenAli #coronavirus alert song. Stay safe,enjoy sports.","⛳️🏌🏽‍♀️SWINGING BACK TO ACTION

Ugandan golf is planning to shake off the effects of the #coronavirus pandemic and… https://t.co/4FzFJp3oY3"
29,"RT @SkyNews: ""Please, for the sake of your health and of your friends and families, don't attend mass gatherings.""

Transport Secretary Gra…","RT @MutonyiMary1: It's no doubt everyone has been affected by #COVID19 

#mentalhealth needs so much attention especially in children durin…"
30,"RT @PatriqKanyomozi: Today am kicking off #KFMsports with @HEBobiwine ft @NubianBukenAli #coronavirus alert song. Stay safe,enjoy sports.","Botswana, which ended a 48-day national coronavirus lockdown late last month, reinstates strict virus lockdown in c… https://t.co/PcKPeg3e0s"
31,"RT @ChimpReports: The Amazing Golden Monkeys of Uganda 
#ChimpReportsNews #UgandaNews #Uganda #Featured #coronavirus #tourism #Monkeys @MTW…","RT @KentPage: Children already affected by armed conflicts, forced displacement, natural disasters and protracted crises, now face added ha…"
32,RT @wef: China's 'six priorities' and fiscal stimulus will spearhead its COVID-19 recovery https://t.co/rkul2W6CIq #China #coronavirus http…,"RT @DailyMonitor: Uganda's virus cases rise to 694, Health minister expected to clarify on reports of fake results, 199 discharged https://…"
33,@WorldVisionUg Musinguzi Moses: You find that home is sometimes not conducive for learning. Some children have lost… https://t.co/7bUI8tnkw1,"RT @DrTedros: As the #COVID19 pandemic accelerates, we are concerned about its impact on women, children &amp; adolescents' access to healthcar…"
34,Stay safe,"RT @cobbo3: Botswana, which ended a 48-day national coronavirus lockdown late last month, reinstates strict virus lockdown in capital city…"
35,RT @Dr_Turyasingura: This puts a big hole in the CoVid 19 patients our government has since most were contacts of asymptomatic patients. 😂😂…,RT @JamesMelville: New Zealand hit #COVID19 hard and early and are now reaping the benefits. No new cases or deaths from Coronavirus for we…
36,"RT @OlivielOfficial: We shall be reading your comments in a few.
#NBSYouthVoice",RT @SJAOntario: The Ontario Government is recommending the use of a face covering (non-medical mask) to reduce the transmission risk of #CO…
37,"RT @EYnews: In a post #COVID19 landscape, boards must proactively work with management to address issues they did not as major immediate or…","RT @picardonhealth: 100% face mask use could crush second, third #COVID19,  wave, study says, by @Mike_at_SFGate
 https://t.co/3VTjFEXYSH v…"
38,"RT @IMFNews: .@KGeorgieva will join @GLOBSEC, @Bruegel_org and @i_montaigne on Monday, June 15 at 10:30AM ET (4:30PM CET) for a conversatio…",RT @GlobalSpotlight: People around the world are experiencing increased stress and anxiety feelings during the #COVID19 pandemic. But this…
39,RT @willswanson: Story by @Nicholasbariyo with my pics in this piece on the impact of #covid19 on East Africa’s trade network https://t.co/…,"RT @ahmedvision1: The economic hardship resulting from #COVID19 (income loss, unemployment, job instability, lack of social service)  is ca…"
40,"RT @CovidFoodFuture: 📌It is unrealistic to expect all households to become fully self sufficient, it is possible to meet family needs for s…","RT @Leicnut: We’re all getting use to having this virus around. 

Doesn’t mean it can’t still kill you. 

Be careful. Act sensibly. Think o…"
41,RT @UNFPAUganda: We @GlobalSpotlight and @UNinUganda are mindful that many of our friends and partners living with disabilities are struggl…,@nbstv Food distribution has primarily centred on urban areas. They have no social capital. There is no protest in… https://t.co/rwJCRuo6Cn
