,Positive,Negative
0,83,500
1,I can't just imagine how coronavirus cases will be in Lagos after the 4th of May. Lockdown Dey imagine the cases so far.. so if they free us on May4 imagine the high number ,"UPDATED: Nigeria’s coronavirus cases reach 1,728, fatalities 51 https://www.vanguardngr.com/2020/04/updated-nigerias-coronavirus-cases-reach-1728-fatalities-51/?utm_source=dlvr.it&amp;utm_medium=twitter #vanguardnews"
2,"COVID-19-Guinea-Bissau's Prime Minister, Nuno Nabiam and three other government ministers have tested positive for Coronavirus. Health Minister Antonio Deuna said the Prime Minister and the Ministers are being… http://instagram.com/p/B_lXcYzF1OP/…","“87 In Lagos, 24 In Kano” – Nigeria Records 196 New Cases Of Coronavirus As Total Rises To 1728 "
3,"196 NEW CASES OF CORONAVIRUS IN NIGERIA, 1728 TOTAL CONFIRMED CASES, 307 RECOVERIES AND 51 FATALITIES https://theauthenticnews.com.ng/2020/04/29/196-new-cases-of-coronavirus-in-nigeria-1728-total-confirmed-cases-307-recoveries-and-51-fatalities/","This one that Lagos is still unbeaten I'm scared oo, 87 in lagos Funny enough know one knows anybody that knows somebody that has the virus #COVID19 #coronavirus "
4,"Coronavirus: We Will Make Local Cure Available Soon, Ooni Of Ife Insists https://www.naijanews.com/2020/04/30/coronavirus-we-will-make-local-cure-available-soon-ooni-of-ife-insists/","On Nasarawa State COVID-19 index case: I read with dismay the sad event that was announced by the Executive Governor of Nasarawa State, on the presence of a patient who was tested positive of Coronavirus in Nasarawa state and the said young lady is a returnee from Kano State."
5,"Coronavirus Update – Chinese Vaccine Developers Lack Qualified Patients, as Nigeria Confirms 196 new cases. https://investogist.com/coronavirus-update-chinese-vaccine-developers-lack-qualified-patients-as-nigeria-confirms-196-new-cases/ #Covid_19 #COVID19Nigeria #ncdctakeresponsibility",But coronavirus kills faster than hunger.
6,Patriotic Nigerians establish Covid-19 Impact Support Fund to aid fight against coronavirus in Nigeria Read more at: ,Coronavirus: Fears for future of endangered chimps in Nigeria 
7,"Sir @jidesanwoolu you have been awesome since the beginning of this Corona virus in Lagos, Don't ruin the good work you have done. Let the Lockdown continue.","Am sure corona virus never differentiate between two or more party's especially Nigerian political partys,but party's do,you were given aid only those whom have the votes cards"
8,"825 Coronavirus Tests Gave Us 195 Positive Results – NCDC https://ift.tt/3aQEXbI https://ift.tt/eA8V8J Mr. Osagie EhanireThe Minister of Health, Dr. Osagie Ehanire has come out to say that 825 tests yielded the 195 positive results recently announced by the Nigeria Centre …",ALMIGHTY Allah please forgive us our sins and help us ease this critical coronavirus season and provide us the cure Asap ... 
9,"Coronavirus: ‘Right now the W.H.O is a Pipe organ for China’ – Trump says, after ordering Intelligence agencies to investigate the health body https://khpinternational.com/blog/2020/04/29/coronavirus-right-now-the-w-h-o-is-a-pipe-organ-for-china-trump-says-after-ordering-intelligence-agencies-to-investigate-the-health-body/",WHO lauds Sweden as a ‘model’ in coronavirus fight for resisting lockdown 
10,Hasn't God blessed Nigeria enough to be the real Giant of Africa? Why do we behave as if we're cursed? Here's Professor of pharmacognosy for God's sake! @NCDCgov @Fmohnigeria @MBuhari (Update) We have the cure for Coronavirus - Professor Iwu https://youtu.be/ZbA1CiqdhWU via @YouTube,US says remdesivir shows ‘clear-cut’ effect in treating coronavirus Read more at: 
11,13.5% of those who took the covid-19 test tested positive in Nigeria. @NCDCgov #covid_19 #coronavirus #nigeria,We have surpassed Ghana coronavirus cases.
12,"Having been sidelined since March, the English top flight is eyeing a return from its coronavirus suspension on June 8 Brighton striker Glenn Murray has expressed his concern that a premature return for the Premier League could put many people's ","No respite: Lagos hit with 87 new Coronavirus infections, 2 deaths "
13,"Dybala, 4-time tests positive for coronavirus ","Coronavirus Update: 196 cases today alone, 87 in Lagos today same as yesterday.... And you people still want us to go out.... Do you have an hidden agenda or what? Se fe pa wa ni "
14,"The government of Lagos State on Wednesday announced the recovery and discharge of 49 COVID-19 patients, the highest single figure of recovery in the state and Nigeria. #Coronavirus #Covid19 #Lagos https://www.worldstagegroup.com/coronavirus-lagos-discharges-49-patients/",Y’all’s president thinks this is the CoronaVirus https://twitter.com/MarshallCohen/status/1255607420883214341
15,Shey they said on CNN that sex cures coronavirus. ,OROMA NEWS: CORONA VIRUS WITH MARKANGEL AND OROMA THE WICKED D... https://oromanews.blogspot.com/2020/04/blog-post.html?spref=tw
16,Yobe State in North-East Nigeria has recorded its first positive case of the Coronavirus pandemic. ,SO SAD: Popular United State Gospel Singer Tory Sneed Dies From Coronavirus #PLupdate
17,Why not go hug a corona virus patient then u will know if it has disappeared cos of this prayer or not,Fuck Corona Virus Jesus got us all
18,"Kogi and Cross river doing competition for last man standing to win corona virus free state, Apc vs PDP, who will win this race? @GovBello @APCNigeria @OfficialPDPNig @senatorbenayade","UPDATED: Nigeria’s coronavirus cases reach 1,728, fatalities 51 Read more at: "
19,Bro na malaria cases ooo... Dem go start to dey discharge as from next week... Those ones wey Dem discharge wey Dem talk say recover from Corona virus for where Dem see cure abeg?,Asia stocks set to rise on hopes of coronavirus treatment; China's manufacturing data ahead #NSEUPDATE
20,"87 in Lagos, and Coronavirus is looking at May 4th like this. ","Na this one una go run snap, upload for us to see. But common to snap one confirmed Corona Virus case as an evidence, make we for the believe una, una refuse. Nonsense people! Scammers!"
21,"Prime Minister Nuno Nabian of Guinea-Bissau and several other senior officials have tested positive for COVID-19, the respiratory disease caused by the novel coronavirus, the Lusa news agency reported on Wednesday. #Coronavirus #Covid19 #NunoNabian https://www.worldstagegroup.com/coronavirus-guinea-bissau-prime-minister-nabian-tests-positive/","COVID-19: Confirmed cases in Nigeria rise to 1,728 https://www.thedaily-ng.com/covid-19-confirmed-cases-in-nigeria-rise-to-1728/By Eyo Nsima The total confirmed Coronavirus pandemic cases in Nigeria have risen to 1,728. The Nigeria Centre for Disease Control,... "
22,"#Lagos87 If you know what is good for you and your family, May 4th you better stayed home!!!! #COVID19 #sonko #williamruto #remdesivir #S3Y3Energy #S3Y3Energy #level4lockdown #Covid_19 #coronavirus #",BREAKING: Yobe records first case of coronavirus as confirmed cases hit 1728 in Nigeria - Onyx News 
23,Remdesivir: Drug has ‘clear cut’ power to fight coronavirus – BBC ,"Nigeria records 196 new coronavirus cases, total now 1728 READ MORE "
24,GOD HAS BEEN SO FAITHFUL HAPPY BIRTHDAY TO ME #fearlessking #fearlessgrace #coronavirus #coronabirthday https://www.instagram.com/p/B_lUwZ-p3oz/?igshid=1uy2vcej8fzrz,"If by now you still don't believe in corona virus, well am happy to tell you that THE VIRUS BELIEVES IN YOU"
25,"Coronavirus: 'Right now the W.H.O is a Pipe organ for China' - Trump says, after ordering Intelligence agencies to investigate the health body https://www.lindaikejisblog.com/2020/4/coronavirus-right-now-the-who-is-a-pipe-organ-for-china-trump-says-after-ordering-intelligence-agencies-to-investigate-the-health-body.html",Nigeria records 196 new Coronavirus cases | #PlusTVAfrica - READ MORE - https://www.plustvafrica.com/nigeria-records-196-new-coronavirus-cases/
26,Coronavirus in Nigeria seems to be going like election results.People who rigged the last Election will understand,"Highlights: Coronavirus (COVID-19) cases in Nigeria for Wednesday, April 29 https://www.okay.ng/248917"
