,Positive,Negative
0,2055,10317
1,"An app in #Maharashtra uses GPS data to create a virtual perimeter around #quarantined homes. In #Karnataka, another #app ,records the locations of people under quarantine. These, along with Arogya Setu, can go a long way in containing #coronavirus. ",@LadyVelvet_HFQ @MJALSHRIKA @vinodkapri @d_alsunnah How BJP govt official spreading fake news about Muslim. Vedio is before 25march. He had mentioned Because of muslim Coronavirus is spreading.
2,Dr @Swamy39 ji Coronavirus pandemic | JNU webinars on ‘Lessons from Ramayana’ to help students develop leadership skill during COVID crisis ,"Today, let's make a dua for the poor & the oppressed. The countless innocent people who are suffering every day including those afflicted with the coronavirus too. May Allah make it easy for the people of India &amp; all suffering around the world. #RamzanTheMonthOfBlessings"
3,"@Swamy39 ji, Will it be possible in current scenario?? Coronavirus: Restarting early can boost India’s role in global economy India’s role in global economy - Business News ","Traces of the new coronavirus, the CCP Virus, were found on virus test kits being shipped to the UK from China... Virus Test Kits Contaminated With Virus https://www.theepochtimes.com/virus-test-kits-contaminated-with-virus-china-folds-in-narrative-war_3296470.html via @epochtimes"
4,"Were #StarWarsComics not disrupted by the Diamond shutdown created by the #coronavirus pandemic, those comics out May 5 would have included: _ Bounty Hunters #4 ",via @speakingtree Lessons Learnt While Living In Coronavirus Crisis 
5,Ya Allah Saved the world from a deadly disease like coronavirus.,'Extraordinary shock' -Fed Chair Powell assesses economic blow: https://www.newsr.in/video/20200430/13018566/Extraordinary-shock-Fed-Chair-Powell-assesses-economic.htm #Coronavirus
6,Open question to @_sabanaqvi @RanaAyyub @Ram_Guha Will you oppose #PopulationControlBill which has become even more important due to #coronavirus,Trump's 100 Days of Deadly Coronavirus Denial https://youtu.be/MaUoeVt5bHg via @YouTube
7,"Taurin : Argentina footballer Paulo Dybala has tested #coronavirus positive for the fourth time in the last six weeks. In March, Dybala had taken to instagram to reveal he and his girlfriend both had tested positive. #COVID19 #Argentina #southamerica",Surveys on public attitudes to coronavirus (COVID-19) conducted in four States over the past month have found a shift from what were widespread anxieties about the uncertainty of the epidemic. #COVID19 #Epidemic
8,Namaste Happy Birthday Madam #SocialDistancing is the key to success against #Coronavirus #StaySafe #StayHome I recommend #AarogyaSetu app to fight against #COVID19 Please download and share it using this link Android https://play.google.com/store/apps/details?id=nic.goi.aarogyasetu iOS https://apps.apple.com/in/app/aarogyasetu/id1505825357,Japanese PM Shinzo Abe Says Impossible to Hold Tokyo Olympics Unless coronavirus Pandemic Contained. The International Olympic Committee and the Japanese government postponed the Games last month until July 2021 because of the impact of the coronavirus outbreak. #covid19 #Tokyo
9,Hunkered Down #COVID19 #coronavirus ,Believe me 2020 is bad for us #coronavirus #RIPIrrfanKhanSir #lockdown #DelhiRiots2020 #CAA_NRC_NPR
10,Feds suggest Coronavirus to weigh heavily and medium term outlook at considerable risk. Interest rates left at near ZERO,"Frostbite ""toes and other peculiar rashes that occur in most young people. As you said it could be an infection of the corona virus. This is not necessary. Could it also be a skin infection?"
11,Danish energy company Orsted reiterates guidance for 2020 and plays down coronavirus challenges ,Uddhav Thackeray: #NoJailDuringCovid: Coronavirus Pandemic – Release the Bhima Koregaon political prisoners - Sign the Petition! http://chng.it/FLP4S29K via @ChangeOrg_India
12,"SGX NIFTY 9698 +168 REMEMBER, WE PREDICTED THAT MARKET HAS ONLY ONE WAY TO GO....UP. thursdaymorning #lockdown #banknifty #trading #stocks #stockmarket #news #gold #silver #coronavirus #Nifty #equity #portfolio #markets #research #results #daytrading #finance #invest",Oil Price Falls to Below $0 for First Time in History as Coronavirus Pandemic Causes Global Demand to Dip https://techubsupport.com/oil-price-falls-to-below-0-for-first-time-in-history-as-coronavirus-pandemic-causes-global-demand-to-dip/
13,How does coronavirus contact tracing work? https://nationwides.in/how-does-coronavirus-contact-tracing-work/,Driveway Drive By Corona Virus Birthday! 
14,Practice “Five Sutra” while at work to fight Corona virus: https://youtu.be/_zgvEusUZpo,"Top story: U.S. Coronavirus Death Toll Is Far Higher Than Reported, C.D.C. Data Suggests http://www.nytimes.com/interactive/2020/04/28/us/coronavirus-death-toll-total.html, see more http://tweetedtimes.com/SinusunilKumar?s=tnp"
15,NASDAQ index leads the way higher on coronavirus treatment hopes ,"2/2 Dont know abt yours. :) Nd d Labourers r not IMMUNE TO THIS Corona virus..It's something like we're currently working for saving lives n ensuring dt this highly contagious disease dont spread much. Every damn project of Infrastructure, economy, nd everything Else can wait!!"
16,Even foreign tablighi Jamat members are donating blood plasma for covid patients be it Hindu or Muslim. The same Tablighis were defamed by BJP & Godi media for spreading Coronavirus. JazakAllah! ,"Even as the world battles coronavirus, another global mystery is keeping everyone on the tenterhooks, the whereabouts of North Korea’s Kim Jong Un. #Covid19 #NorthKorea"
