,Positive,Neutral,Negative
0,4960,"An app in #Maharashtra uses GPS data to create a virtual perimeter around #quarantined homes. In #Karnataka, another #app ,records the locations of people under quarantine. These, along with Arogya Setu, can go a long way in containing #coronavirus. ",3445
1,"@Swamy39 ji, Will it be possible in current scenario?? Coronavirus: Restarting early can boost India’s role in global economy India’s role in global economy - Business News ",Dr @Swamy39 ji Coronavirus pandemic | JNU webinars on ‘Lessons from Ramayana’ to help students develop leadership skill during COVID crisis ,@LadyVelvet_HFQ @MJALSHRIKA @vinodkapri @d_alsunnah How BJP govt official spreading fake news about Muslim. Vedio is before 25march. He had mentioned Because of muslim Coronavirus is spreading.
2,"Taurin : Argentina footballer Paulo Dybala has tested #coronavirus positive for the fourth time in the last six weeks. In March, Dybala had taken to instagram to reveal he and his girlfriend both had tested positive. #COVID19 #Argentina #southamerica","Were #StarWarsComics not disrupted by the Diamond shutdown created by the #coronavirus pandemic, those comics out May 5 would have included: _ Bounty Hunters #4 ","Today, let's make a dua for the poor & the oppressed. The countless innocent people who are suffering every day including those afflicted with the coronavirus too. May Allah make it easy for the people of India &amp; all suffering around the world. #RamzanTheMonthOfBlessings"
3,Namaste Happy Birthday Madam #SocialDistancing is the key to success against #Coronavirus #StaySafe #StayHome I recommend #AarogyaSetu app to fight against #COVID19 Please download and share it using this link Android https://play.google.com/store/apps/details?id=nic.goi.aarogyasetu iOS https://apps.apple.com/in/app/aarogyasetu/id1505825357,Ya Allah Saved the world from a deadly disease like coronavirus.,"Traces of the new coronavirus, the CCP Virus, were found on virus test kits being shipped to the UK from China... Virus Test Kits Contaminated With Virus https://www.theepochtimes.com/virus-test-kits-contaminated-with-virus-china-folds-in-narrative-war_3296470.html via @epochtimes"
4,Danish energy company Orsted reiterates guidance for 2020 and plays down coronavirus challenges ,Open question to @_sabanaqvi @RanaAyyub @Ram_Guha Will you oppose #PopulationControlBill which has become even more important due to #coronavirus,via @speakingtree Lessons Learnt While Living In Coronavirus Crisis 
5,"SGX NIFTY 9698 +168 REMEMBER, WE PREDICTED THAT MARKET HAS ONLY ONE WAY TO GO....UP. thursdaymorning #lockdown #banknifty #trading #stocks #stockmarket #news #gold #silver #coronavirus #Nifty #equity #portfolio #markets #research #results #daytrading #finance #invest",Hunkered Down #COVID19 #coronavirus ,'Extraordinary shock' -Fed Chair Powell assesses economic blow: https://www.newsr.in/video/20200430/13018566/Extraordinary-shock-Fed-Chair-Powell-assesses-economic.htm #Coronavirus
6,How does coronavirus contact tracing work? https://nationwides.in/how-does-coronavirus-contact-tracing-work/,Feds suggest Coronavirus to weigh heavily and medium term outlook at considerable risk. Interest rates left at near ZERO,Trump's 100 Days of Deadly Coronavirus Denial https://youtu.be/MaUoeVt5bHg via @YouTube
7,NASDAQ index leads the way higher on coronavirus treatment hopes ,Practice “Five Sutra” while at work to fight Corona virus: https://youtu.be/_zgvEusUZpo,Surveys on public attitudes to coronavirus (COVID-19) conducted in four States over the past month have found a shift from what were widespread anxieties about the uncertainty of the epidemic. #COVID19 #Epidemic
8,Even foreign tablighi Jamat members are donating blood plasma for covid patients be it Hindu or Muslim. The same Tablighis were defamed by BJP & Godi media for spreading Coronavirus. JazakAllah! ,Coronavirus (COVID-19) Update: Daily Roundup ,Japanese PM Shinzo Abe Says Impossible to Hold Tokyo Olympics Unless coronavirus Pandemic Contained. The International Olympic Committee and the Japanese government postponed the Games last month until July 2021 because of the impact of the coronavirus outbreak. #covid19 #Tokyo
9,"U.S. President #DonaldTrump on Wednesday greeted as good news reports that a #GileadSciences Inc experimental #antiviraldrug might help fight the coronavirus, #AnthonyFauci said data shows it appears to help patients hospitalized with COVID-19.","Deadline day for 100,000 coronavirus tests pledge https://nationwides.in/deadline-day-for-100000-coronavirus-tests-pledge/",Believe me 2020 is bad for us #coronavirus #RIPIrrfanKhanSir #lockdown #DelhiRiots2020 #CAA_NRC_NPR
