,Positive,Neutral,Negative
0,112,President Donald Trump said the federal government will not be extending its coronavirus social distancing guidelines once they expire Thursday. ,9
1,"Just finished co-leading an @IBWellsSociety virtual training w/ the great @laurenk_gill on reporting on coronavirus in prisons &amp; jails. Excellent experience, hope everyone got something out of it! We will share slides &amp; recording soon. And thanks to Lauren for this “screenshot” ",Studies leave question of ‘airborne’ coronavirus transmission unanswered ,Here is one side effect of the #coronavirus pandemic: Highway traffic accidents and deaths in Alabama plunged in April when economic restrictions took effect. 
2,‘It’s going to disappear’: Trump’s changing tone on coronavirus https://politi.co/3a09cNM via @politico,"As of Tuesday, the ship had 940 active coronavirus cases, compared with 955 on Monday. ","2000+ people will die today from coronavirus in the USA. Adding 25-30% extra to our daily death rate, in a normal year. Is that not drastic enough for people anymore?"
3,"What Every Fleet Should Be Doing Right Now. Learn about driver safety during Covid-19. Sign up to join the Mix Telematics (@MiXTelematics) webinar on May 20, 2020 at: https://www.mwsmag.com/webinar/mixtelematics/ #fleet #coronavirus #covid19",42% of Alabama’s new coronavirus cases come from 1 county ,"“Obsessed with impeachment and their enemies and worried about the stock market, the president and his son-in-law scapegoated HHS Secretary Alex Azar, and treated the coronavirus as mostly a political problem as it moved through the country.” "
4,Promising early results for UAB coronavirus drug could speed FDA approval https://www.al.com/news/2020/04/promising-early-results-for-uab-coronavirus-drug-could-speed-fda-approval.html,Me and @giana_jade are looking to talk to #millennials about these experiences and how they’re dealing with finances during #coronavirus,"Right now America is in a hell of a crisis. From Coronavirus to the riots, the USA is in deep trouble. Yes, racism still exists in America and people are getting stupider. I'm guess America is heading towards another Civil War. Here's me talking about this crap. "
5,Alabama hospitals eager to resume elective medical procedures work to balance patient safety https://bit.ly/2KN6QqC @abc3340 @spann #Coronavirus #COVID19,"Tweet of the day, on a day with a space launch, riots, coronavirus, along with your usual government tomfoolery. ","President Donald Trump likened the Democrats' criticism of his administration's response to the new coronavirus outbreak to their efforts to impeach him ""this is their new hoax."""
6,The Coronavirus map looks like an attack Of the “Free World Countries”!,See the latest counts and information on the new coronavirus in Alabama. ,"Yes it is: “What's False Despite creating some confusion with his remarks, Trump did not call the coronavirus itself a hoax.”"
7,"Mark your calendars - Friday, May 1st! #spreadthenews #covid19 #leadership #business #motivation #gettingpersonal #coronavirus #leading #interview",See the latest counts and information on the new coronavirus in Alabama. https://trib.al/UFugfl0,"Again, leaders around the country had better be careful about opening up cities and states. The curse of the coronavirus is still around us. So are sickness and death...."
8,"We’ve literally gone from the white sex trafficking vans, to the coronavirus pandemic, to the civil rights era all in the course of 5 months. What’s next 2020?",See the latest counts and information on the new coronavirus in Alabama. https://trib.al/s7hH5no,"#DrFraudFauchi worked with Chinese spy agency to create fake Corona virus hoax and blame our great ruler Trump then made up 100k fake ""deaths"" and now the dead will vote for Sleepy Touchey Joey Bidon in the mail!"
9,"""Eventually, doctors will find a coronavirus vaccine, but black people will continue to wait, despite the futility of hope, for a cure for racism. ... The rest of the world yearns to get back to normal. For black people, normal is the very thing from which we yearn to be free.""",See the latest counts and information on the new coronavirus in Alabama. https://trib.al/DsD9Olj,What is coronavirus and how worried should we be? | Coronavirus outbreak | The Guardian https://www.theguardian.com/world/2020/jan/30/what-is-coronavirus-symptoms-from-wuhan-china-and-how-worried-should-we-be-sars
10,"Masks, cold love, and wisdom by @karenharmening #coronavirus ",See the latest counts and information on the new coronavirus in Alabama. https://trib.al/wrkDcg7,"The Jeff Poor Show - Hour 1 - Coronavirus Hysteria Grows, the Senate Race Picks Up, and State Sen.... https://audioboom.com/posts/7492186-the-jeff-poor-show-hour-1-coronavirus-hysteria-grows-the-senate-race-picks-up-and-state-sen via @Audioboom"
11,"This country is in a fix that it hasn't been in since the Depression and some Trumpsters are still saying that this guy is the best president. Right now Trump's only hope is finding a vaccine for the curse of the coronavirus. If a vaccine isn't found soon, then Lord, have mercy!!",Coronavirus we ain’t forgot about you.... we on yo ass too,World Health Organization declares coronavirus 'public health emergency of international concern': https://www.wvtm13.com/article/world-health-organization-declares-coronavirus-public-health-emergency-of-international-concern/30718537 #WVTM13
12,So the first month of the new decade went something like this... WW3 Impeachment Trial Saints Scandal Kobe’s passing Coronavirus Me tryna get back to 2019 like: ,"COLUMN: This project gave @LindseySquints, @jakeadams520 and I a lot of insight on how the country as a whole has handled athletics amid the coronavirus pandemic. Here's our thoughts. #TPIpreps",The Coronavirus Outbreak Is Now a Public Health Emergency of International Concern. Here’s What That Means https://ascentcoachingllc.com/the-coronavirus-outbreak-is-now-a-public-health-emergency-of-international-concern-heres-what-that-means/
13,Coronavirus sounds nice and all but I'm actually holding out for DosEquisvirus.,"Ion wanna hear shit else bout coronavirus.., shit really cap",#COVID19 SCARE Liberty Vittert: Coronavirus by the numbers -- what is your real risk as the outbreak continues to spread? https://fxn.ws/386WJGh #FoxNews
14,The WH is talking about a targeted tax cut(?) in response to the stock market tanking over covid19. Not sure how that's suppose help. The deficit is already out of hand and just who is the target. Rich stockholders I suppose.,if in 2 weeks no protestors have coronavirus im done with the world,What is coronavirus and how worried should we be? | Coronavirus outbreak | The Guardian https://www.theguardian.com/world/2020/jan/30/what-is-coronavirus-symptoms-from-wuhan-china-and-how-worried-should-we-be-sars …
15,"#PandemicPreparedness #COVID19 Since there have been over 50 cases reported here in the US [including those on that cruise ship; thankfully there are no cases here in Alabama right now], I thought that it would be a good time to post this. Wash your hands! ","In the middle of the Coronavirus pandemic, and the violent riots in America, congrats to #SpaceX and #NASA for a successful launch! Bob and Doug have this covered! #LaunchAmerica #SpaceLaunchLIVE","Dear Lizzy 3 Chinese with the virus just tried to get thru our borders, and they have the corona virus, BUILD THAT WALL"
16,"#COVID19 Update— Back to Hygiene basics! Schools across the state are are following ⁦@ALPublicHealth⁩’s lead to make sure viruses or diseases do not spread easily. #Preparedness, cleanliness 101. Cover your Cough—Wash hands—#Hygiene! ⁦@AlabamaEMA",Watch @WVTM13's broadcast: UAB officials on Coronavirus ,"Mass hysteria #coronavirus 

- The 2% death is overestimate; mild cases are not tested ie never reported
- It’s like cold/flu.Most have mild symptoms
- Masks will not protect u
- Other coronaviruses have been around & assoc w/ the cold
-elderly, immunocomp, & w/ chronic dz @ risk"
17,"As #COVID19 continues to spread, @esri has put together this Hub page with authoritative resources to view, analyze, and share. Bookmark it and check back often - https://go.esri.com/Coronavirus @ICMA #GIS",What do you call a Chinaman with coronavirus?,"You very possibly infected everyone in the Senate chamber with the Corona virus after your bone head trip to Iran, let alone negotiating illegally with Iranian officials. Connecticut can do better."
18,Also a good compendium of information on #nCoV #coronavirus information https://www.idsociety.org/public-health/wuhan-coronavirus/ … via @IDSAInfo,So is there an agreed upon “threshold” of when #COVID19 is no longer “containable”? ,thanks @YahooNews for letting me share the info- keep spreading the message - your anxiety about the #Coronavirus could just put you at risk...https://news.yahoo.com/survive-coronavirus-anxiety-183445449.html …
19,"OMG I WAS JUST

earlier today I was explaining the coronavirus situation to a friend who consumes 0 news and detailed the travel holiday coming up ""like how you win in plague inc""",This is a reminder that public awareness & education on #COVID19 is so important to understand the risks associated with the #coronavirus.,This tweet is coming from the disgusting woman who said if she caught Coronavirus she would attend a Trump rally to infect all she can. Of course she deleted it.  They lie so much they do not even know when they are doing it and their sucker voters buy their gibberish. https://twitter.com/CandiCdeBacaD9/status/1232164692568702976 …
20,PATRIOTS PLEASE WATCH. PUT POLITICS ON HOLD.   Scientist Challenges Chinese Coronavirus Data - Chris Martenson (Update #3) https://youtu.be/X2GZg1qzohY  via @YouTube,#TrumpLiesAboutCoronavirus is the hashtag to use when you want to use #COVID19 for politics.,"Charges 4 the #COVID19 #Coronavirus testing #ALABAMA
Correct me if I’m wrong but I thought the Bill the Federal Govt passed said something abt #FreeCoronavirusTesting? Not naive but is it legal? Knew some1 would profit from OUR loss!!https://www.wbrc.com/2020/03/13/drive-through-testing-covid-available/ …"
21,This coronavirus is fast resembling a John Ringo novel. If these patients start biting each other I’m headed for the hills. Only texts then. Stay home,First case of #COVID19 confirmed in #Mexico.,"It is shrinking. I've seen quite a few wake up in the last 3-4 days. But the minority is SCARY. They are still in the ""coronavirus is on the Lysol can so this isn't new this is a hoax"" kind of stuff and I don't know how to process their idiocy"
22,"Nice work @ALPublicHealth on comprehensive webpage #coronavirus resources w/ specific guidance for returning travelers, etc. @uabmedicine @WesleyWilleford @jcdhtweets @DoctorRachaelhttps://twitter.com/ALPublicHealth/status/1220471857289269250 …",Green Day announced they are postponing their Asian tour due to the Coronavirus. -Shroom #coronavirus #covid19 #washyourdamnhands - @ShroomRadio,"'Jobs will be lost, wealth will be destroyed': Bank of America says US is ALREADY in coronavirus recession as former Trump economist warns the job shock of six-month shutdown would create the next 'Great Depression'
via https://dailym.ai/ios https://mol.im/a/8131913 "
