,Positive,Neutral,Negative
0,2076,"UPDATED: Nigeria’s coronavirus cases reach 1,728, fatalities 51 https://www.vanguardngr.com/2020/04/updated-nigerias-coronavirus-cases-reach-1728-fatalities-51/?utm_source=dlvr.it&amp;utm_medium=twitter #vanguardnews",837
1,I can't just imagine how coronavirus cases will be in Lagos after the 4th of May. Lockdown Dey imagine the cases so far.. so if they free us on May4 imagine the high number ,"“87 In Lagos, 24 In Kano” – Nigeria Records 196 New Cases Of Coronavirus As Total Rises To 1728 ","This one that Lagos is still unbeaten I'm scared oo, 87 in lagos Funny enough know one knows anybody that knows somebody that has the virus #COVID19 #coronavirus "
2,"COVID-19-Guinea-Bissau's Prime Minister, Nuno Nabiam and three other government ministers have tested positive for Coronavirus. Health Minister Antonio Deuna said the Prime Minister and the Ministers are being… http://instagram.com/p/B_lXcYzF1OP/…","“87 In Lagos, 24 In Kano” – Nigeria Records 196 New Cases Of Coronavirus As Total Rises To 1728 ",Coronavirus: Fears for future of endangered chimps in Nigeria 
3,"196 NEW CASES OF CORONAVIRUS IN NIGERIA, 1728 TOTAL CONFIRMED CASES, 307 RECOVERIES AND 51 FATALITIES https://theauthenticnews.com.ng/2020/04/29/196-new-cases-of-coronavirus-in-nigeria-1728-total-confirmed-cases-307-recoveries-and-51-fatalities/","On Nasarawa State COVID-19 index case: I read with dismay the sad event that was announced by the Executive Governor of Nasarawa State, on the presence of a patient who was tested positive of Coronavirus in Nasarawa state and the said young lady is a returnee from Kano State.","Am sure corona virus never differentiate between two or more party's especially Nigerian political partys,but party's do,you were given aid only those whom have the votes cards"
4,"Coronavirus: We Will Make Local Cure Available Soon, Ooni Of Ife Insists https://www.naijanews.com/2020/04/30/coronavirus-we-will-make-local-cure-available-soon-ooni-of-ife-insists/",But coronavirus kills faster than hunger.,"No respite: Lagos hit with 87 new Coronavirus infections, 2 deaths "
5,"Coronavirus Update – Chinese Vaccine Developers Lack Qualified Patients, as Nigeria Confirms 196 new cases. https://investogist.com/coronavirus-update-chinese-vaccine-developers-lack-qualified-patients-as-nigeria-confirms-196-new-cases/ #Covid_19 #COVID19Nigeria #ncdctakeresponsibility",ALMIGHTY Allah please forgive us our sins and help us ease this critical coronavirus season and provide us the cure Asap ... ,OROMA NEWS: CORONA VIRUS WITH MARKANGEL AND OROMA THE WICKED D... https://oromanews.blogspot.com/2020/04/blog-post.html?spref=tw
6,Patriotic Nigerians establish Covid-19 Impact Support Fund to aid fight against coronavirus in Nigeria Read more at: ,WHO lauds Sweden as a ‘model’ in coronavirus fight for resisting lockdown ,Fuck Corona Virus Jesus got us all
7,"Sir @jidesanwoolu you have been awesome since the beginning of this Corona virus in Lagos, Don't ruin the good work you have done. Let the Lockdown continue.",US says remdesivir shows ‘clear-cut’ effect in treating coronavirus Read more at: ,"Na this one una go run snap, upload for us to see. But common to snap one confirmed Corona Virus case as an evidence, make we for the believe una, una refuse. Nonsense people! Scammers!"
8,"825 Coronavirus Tests Gave Us 195 Positive Results – NCDC https://ift.tt/3aQEXbI https://ift.tt/eA8V8J Mr. Osagie EhanireThe Minister of Health, Dr. Osagie Ehanire has come out to say that 825 tests yielded the 195 positive results recently announced by the Nigeria Centre …",We have surpassed Ghana coronavirus cases.,BREAKING: Yobe records first case of coronavirus as confirmed cases hit 1728 in Nigeria - Onyx News 
9,"Coronavirus: ‘Right now the W.H.O is a Pipe organ for China’ – Trump says, after ordering Intelligence agencies to investigate the health body https://khpinternational.com/blog/2020/04/29/coronavirus-right-now-the-w-h-o-is-a-pipe-organ-for-china-trump-says-after-ordering-intelligence-agencies-to-investigate-the-health-body/","Coronavirus Update: 196 cases today alone, 87 in Lagos today same as yesterday.... And you people still want us to go out.... Do you have an hidden agenda or what? Se fe pa wa ni ","BREAKING: Lagos, Kano lead as Nigeria records 196 new Coronavirus cases with total of 51 deaths &gt;&gt; VOICE AIR "
10,Hasn't God blessed Nigeria enough to be the real Giant of Africa? Why do we behave as if we're cursed? Here's Professor of pharmacognosy for God's sake! @NCDCgov @Fmohnigeria @MBuhari (Update) We have the cure for Coronavirus - Professor Iwu https://youtu.be/ZbA1CiqdhWU via @YouTube,Y’all’s president thinks this is the CoronaVirus https://twitter.com/MarshallCohen/status/1255607420883214341,CORONA VIRUS telling Ebola how im go blow... #CovidNGR #Covid_19 #May4th #MayTheFourth #MayDayStrike #MayDayAgainstLockdown
11,13.5% of those who took the covid-19 test tested positive in Nigeria. @NCDCgov #covid_19 #coronavirus #nigeria,SO SAD: Popular United State Gospel Singer Tory Sneed Dies From Coronavirus #PLupdate,What the hell is corona virus ?! 
12,"Having been sidelined since March, the English top flight is eyeing a return from its coronavirus suspension on June 8 Brighton striker Glenn Murray has expressed his concern that a premature return for the Premier League could put many people's ","UPDATED: Nigeria’s coronavirus cases reach 1,728, fatalities 51 Read more at: ","These days... Economic Calendar data no longer matters to d Market. #CORONAVIRUS Fundamentals is d new order. The higher d death statistics, d weaker d currency. I will mention $AUD and $USD for example. They want u to buy what d MSM is Selling. Allow us Trade Technical Pls "
13,"Dybala, 4-time tests positive for coronavirus ",Asia stocks set to rise on hopes of coronavirus treatment; China's manufacturing data ahead #NSEUPDATE,"Yes ooo,. But I don't want to know anybody that has been Affected,. Let me just be Counting the Numbers on Twitter,. Soon we won't hear of Corona virus"
14,"The government of Lagos State on Wednesday announced the recovery and discharge of 49 COVID-19 patients, the highest single figure of recovery in the state and Nigeria. #Coronavirus #Covid19 #Lagos https://www.worldstagegroup.com/coronavirus-lagos-discharges-49-patients/","COVID-19: Confirmed cases in Nigeria rise to 1,728 https://www.thedaily-ng.com/covid-19-confirmed-cases-in-nigeria-rise-to-1728/By Eyo Nsima The total confirmed Coronavirus pandemic cases in Nigeria have risen to 1,728. The Nigeria Centre for Disease Control,... ",Children have very little chance of getting ill of Corona virus
15,Shey they said on CNN that sex cures coronavirus. ,"Nigeria records 196 new coronavirus cases, total now 1728 READ MORE ",May Corona virus ends before we take a foot to the new month.
16,Yobe State in North-East Nigeria has recorded its first positive case of the Coronavirus pandemic. ,"If by now you still don't believe in corona virus, well am happy to tell you that THE VIRUS BELIEVES IN YOU",Coronavirus: Elements of HIV Found in Virus Says Man Who Discovered HIV and AIDS https://mindofladymargaret.com/blog/coronavirus-elements-of-hiv-found-in-virus-says-man-who-discovered-hiv-and-aids/ #covid19 #publichealthcare
17,Why not go hug a corona virus patient then u will know if it has disappeared cos of this prayer or not,Nigeria records 196 new Coronavirus cases | #PlusTVAfrica - READ MORE - https://www.plustvafrica.com/nigeria-records-196-new-coronavirus-cases/,"To my surprise, those folk told me that there is nothing like corona virus, even after they saw how NCDC came to pick d patient, I just quietly left the place, before they infect me with their ignorance, I now know why the holy book said my people perish cos of lack of knowledge"
18,"Kogi and Cross river doing competition for last man standing to win corona virus free state, Apc vs PDP, who will win this race? @GovBello @APCNigeria @OfficialPDPNig @senatorbenayade","Highlights: Coronavirus (COVID-19) cases in Nigeria for Wednesday, April 29 https://www.okay.ng/248917","Fact is that hunger is not a death sentence my good man. Contracting and spreading the Corona virus is, and if you don't believe me check the worldwide numbers."
19,Bro na malaria cases ooo... Dem go start to dey discharge as from next week... Those ones wey Dem discharge wey Dem talk say recover from Corona virus for where Dem see cure abeg?,Coronavirus: FG reveals reason behind increased number of cases https://www.barristerNG.com/coronavirus-fg-reveals-reason-behind-increased-number-of-cases/,See reasons why they say Nigerians are funny..... We are talking about coronavirus some people are looking for who will follow them back...
20,"87 in Lagos, and Coronavirus is looking at May 4th like this. ","Coronavirus: NCDC reports 196 new cases! Total now 1,728 cases https://www.9jaupdate247.com/coronavirus-ncdc-reports-196-new-cases-total-now-1728-cases/","Ekiti government speaks on son refused entry by father over coronavirus scare, suspends person who recorded the video http://dlvr.it/RVjpZh"
21,"Prime Minister Nuno Nabian of Guinea-Bissau and several other senior officials have tested positive for COVID-19, the respiratory disease caused by the novel coronavirus, the Lusa news agency reported on Wednesday. #Coronavirus #Covid19 #NunoNabian https://www.worldstagegroup.com/coronavirus-guinea-bissau-prime-minister-nabian-tests-positive/","Coronavirus: NCDC reports 196 new cases! Total now 1,728 cases https://www.9jaupdate247.com/coronavirus-ncdc-reports-196-new-cases-total-now-1728-cases/","Some peeps thinks not believing corona virus is real is 'wokeness', so two days ago, NCDC came to my neighbourhood to evacuate a confirmed corona virus patient, today, I went to the shop directly opposite the house where NCDC evaluated the person to go and do small 'akproko',"
22,"#Lagos87 If you know what is good for you and your family, May 4th you better stayed home!!!! #COVID19 #sonko #williamruto #remdesivir #S3Y3Energy #S3Y3Energy #level4lockdown #Covid_19 #coronavirus #",The increase in Coronavirus cases in states shows that community spread of the Covid-19 is on the increase. We all need to take all necessary precautionary measures to stem the Coronavirus pandemic in our States and Country. May Allah help us.,Cross river has no corona virus case.
23,Remdesivir: Drug has ‘clear cut’ power to fight coronavirus – BBC ,"Coronavirus: NCDC reports 196 new cases! Total now 1,728 cases https://www.9jaupdate247.com/coronavirus-ncdc-reports-196-new-cases-total-now-1728-cases/",Deni malaye stay at home...no mask no any protective from corona virus so that you should stay at home to isolate your self
24,GOD HAS BEEN SO FAITHFUL HAPPY BIRTHDAY TO ME #fearlessking #fearlessgrace #coronavirus #coronabirthday https://www.instagram.com/p/B_lUwZ-p3oz/?igshid=1uy2vcej8fzrz,"Coronavirus: NCDC reports 196 new cases! Total now 1,728 cases https://www.9jaupdate247.com/coronavirus-ncdc-reports-196-new-cases-total-now-1728-cases/","My Gombe is trending again because of Corona virus, ya Allah bring an end to this."
