,Positive,Negative
0,342,111
1,Day 45 (WFH Day 28): I think I'll try to paint her like one of my French girls #catsofinstagram #kittens #cute #lazy #lounging #socialdistancing #coronavirus #minneapoliscovid19 #washyourhands #minneapolis #covid_19 #workfromhome #moviequotes https://instagr.am/p/B_lTn0PHdno/,How the Coronavirus Pandemic Has Shattered the Myth of College in America https://www.newyorker.com/news/us-journal/how-the-coronavirus-pandemic-has-shattered-the-myth-of-college-in-america via @NewYorker
2,"Today's coronavirus update: optimism about remdesivir, imagining a post-lockdown world https://nypost.com/2020/04/29/coronavirus-optimism-about-remdesivir-life-after-lockdown/?utm_source=twitter_sitebuttons&amp;utm_medium=site%20buttons&amp;utm_campaign=site%20buttons via @nypost",This just in: coronavirus now has a cure It’s called Savage ft. Beyonce.
3,"Why the fuck would I believe trump on anything, much less the Coronavirus?",Still makes me feel bad because I love my dad and I do want to see him it’s just life has been put on hold for now because of this stupid coronavirus and if my parents I live with weren’t how they are and it was safe to go I’d go in a heartbeat #IllBeThereSoon! 
4,"The guests are all great, but the hosts have bettter and worse days (looking at you, Episode 2: Coronavirus Cancellations). Also, Chris, sounds like I’ve gotta get to Atlanta some time when you’re not putting on a race and get the “fuck-Buckhead-this-is-weird-Atlanta” tour.",Jared Kushner’s “princely arrogance” set back the coronavirus response by weeks: report 
5,"The real art begins when dozens of people layer on top of each other to breathe safely through the stitched masks, thus saving their lives and not spreading coronavirus.",Trump’s 100 Days of Deadly Coronavirus Denial – Mother Jones 
6,"Coronavirus treatment: Will these drugs, therapies cure COVID-19? ","Jared Kushner Calls Coronavirus Response ‘a Great Success Story’ as Death Toll Nears 60,000 https://www.thedailybeast.com/jared-kushner-calls-coronavirus-response-a-great-success-story-as-death-toll-nears-60000?source=twitter&amp;via=mobile via @thedailybeast"
7,"Earlier today, #MNWild winger Kevin Fiala on #Coronavirus shutting down the NHL and the team's hot streak: ""It’s tough that something like that can stop our season. It’s just a shame. The team was rolling. I want to get back as quickly as possible and finish the job."" @FOX9",A coalition of groups and medical providers have filed a federal lawsuit seeking to block surgical abortions in Minnesota during the coronavirus pandemic. 
8,Did coronavirus reach Minnesota earlier than we thought? http://strib.mn/3cgizJs Appreciate the very kind story by Jeremy Olson @StribJO @MinnesotaIMV @UMNChildrens,Cyberscammers: Pay Up or We’ll Infect Your Family With Coronavirus https://www.thedailybeast.com/new-coronavirus-scam-threatenspay-up-or-well-infect-your-family-with-covid-19?source=twitter&amp;via=desktop via @thedailybeast
9,Great point. Looks like we put our passions and beliefs ahead of our own safety. This is the America I know. We take risks to get where we want. #Liberty #OurChoice #LetBusinessesDecide #COVID19 #coronavirus ,"I’m just gonna keep retweeting some shit so y’all see how fucking DUMB some Americans are. Remember the countless government run simulations over the last two decades that have pointed EXACTLY to what happened, sometimes even using a corona virus as a model? No? The mf RESEARCH. "
10,"Vincent Harris, a 54-year-old Navy veteran in Missouri, used to describe himself as a proud ""deplorable."" But Trump's coronavirus response has made him reconsider whether he'll vote for the president in 2020. https://www.huffpost.com/entry/trump-voters-coronavirus-older-middle-aged-americans_n_5ec6945cc5b66038194e65d4?ncid=engmodushpmg00000004 via @HuffPostPol",Coronavirus In Minnesota: Craft Brewers Say They're Forced To Dump Beer Due To State Taproom Laws https://minnesota.cbslocal.com/2020/04/28/coronavirus-in-minnesota-craft-brewers-say-theyre-forced-to-dump-beer-due-to-state-taproom-laws/?taid=5eaa099ad9c55b00011819fa&amp;utm_campaign=trueAnthem%3A+Trending+Content&amp;utm_medium=trueAnthem&amp;utm_source=twitter
11,"Wilbur Ross has stated the Coronavirus is good for North America, do you agree?",I’m literally so sick of people making it seem like this corona virus is a democratic versus republican thing....ITS A FUCKING HEALTH CRISIS YOU FUCKING MORONS
12,Some #COVID19 patients test positive days after recovery http://ow.ly/ntM630qlDEK #Coronavirus #Wuhan,"I had a client come in for counsel today and tell me that we have to accept that old people are going to die from this corona virus stuff, but we can't go shutting the economy down because of it. I told her I am one of those old people and tossed her out."
13,#umdproud of our academic experts like @jeremyyoude– detailing important information about #COVID19 @UMDCLA,trump this is the next thing we are going to go after you about. Do you really think we will forget about all the kids dying in the cages you put them in. Corona virus us at the border you saddest
14,You know what actions YOU can take to help curb the spread of viruses like COVID19? -Support paid sick leave for ALL workers in your area -Support living wages so people won't go homeless if they miss work -Support free and accessible health care for all -Wash your fucking hands,Studies find men more prone to #COVID19 death http://ow.ly/SlYX30qBRxz #Coronavirus 
