,Positive,Neutral,Negative
0,23,Nice thing to do! But probably quite risky for coronavirus transfer. Too much contact between people... I hope there will be no increase in COVID cases in 1 week!,24
1,"FIRST day since months going out for a #Restaurant in #Luxembourg because of #CoronaVirus #COVID19 restrictions. I recommend &lt;===&gt; #Restaurant WEIDENDALL in #KOPSTAL &lt;===&gt; #EatingCulture #TOPCuisine #photos. Delicious, délicieux, lecker, yummy yummy ",From the world at war to the coronavirus pandemic: The role insurance plays https://buff.ly/3etYocl #insurtech An underestimated industry #insurance,"“WHO declares international emergency over coronavirus” via @FT I am quite worried that this corinavirus reaches a large African city, say Lagos, with control means that are no at par with China’s..."
2,"RT @Mohaddessin: #Iran: #Coronavirus Fatalities Exceed 51,200 in 330 Cities
-Several provinces are considered ""red"" areas
-Kermanshah regis…","New Coronavirus 'Preventable And Controllable', China Says (CN CCTV) https://members.enex.lu/exchange/571050 pic.twitter.com/hcqFMYSUwA","Coronavirus: Four New Cases, Two Deaths Reported In Wuhan Pneumonia Cases (CN CCTV) https://members.enex.lu/exchange/570966 pic.twitter.com/917BplFUdk"
3,"Neobanks’ Covid-19 recovery will provide the blueprint for future scalability in fintech

@Finextra… https://t.co/pqOiaPhB8i","#R check this

library(coronavirus)","“WHO declares international emergency over coronavirus” via @FT I am quite worried that this corinavirus reaches a large African city, say Lagos, with control means that are no at par with China’s...https://on.ft.com/31ggnxO "
4,Thank you so very very much bikram_yoga.dublin for a beautiful surprise this morning. I'm in the uk visiting my par… https://t.co/ygOqKNCrvS,"RT @CORDIS_EU: European R&amp;I community has set off to fight the #pandemic 🦠🔬

Want to keep tabs on the latest discoveries in #coronavirus re…","to make it clear.  When coronavirus is over, humanity will have to take responsibility for China to stop unethical genetic research immediately!"
5,RT @PwC_Luxembourg: Could private investors become pivotal as part of an eminent wave of “private stimulus efforts” to fight the #COVID19 c…,A @pymnts survey identifies 4 types of #digitalshoppers in the #COVID19 era and how they plan to shop and pay post-… https://t.co/vTvV4Fj43y,"To fight the negative impact of the #coronavirus pandemic on the Hungarian economy 🇭🇺, EU investments to upgrade th… https://t.co/R7MCKJyv74"
6,,"Samuel Barber's ""Dover Beach"", in aid of musicians' benevolent funds worldwide.  Thanks to #antonygormley &amp;… https://t.co/A1tpWqd5Ci","RT @womenncri: #Iran 
The conditions of #QarchakPrison are abysmal. Infected inmates are abandoned in  an unsanitary place w/o ventilation…"
7,,The latest The Pharmaceutical industry Daily! https://t.co/DDXVxyCF2g Thanks to @FrontRowLemon #coronavirus #covid19,"RT @LuxFinance: LEO Mag #Covid19 edition: Emerging from a crash course in the unknown to what next? 

“With the ‘S’ of #ESG  emerging stron…"
8,,"RT @GLOBSEC: @VazilHudak (@GLOBSEC) gives his impression on the role that @IMFNews will play in the post-#COVID19 world.
▶️ Join GLOBSEC, @…",
9,,"Finished my NEW #SocialDistancing #project for #CoronaVirus, #COVID19. It's working with a #Neopixel ring with 24… https://t.co/LoAZqLbFTi",
