,Positive,Neutral,Negative
0,320,COVID-19: Nigeria Records 196 New Cases Of Coronavirus - ,263
1,Tom Hanks Shares Photo of His Donated Plasma After Coronavirus Recovery https://gwpdigital.co.ke/entertainment/tom-hanks-shares-photo-of-his-donated-plasma-after-coronavirus-recovery/https://gwpdigital.co.ke/entertainment/tom-hanks-shares-photo-of-his-donated-plasma-after-coronavirus-recovery/,12 new coronavirus cases confirmed in Kenya https://gwpdigital.co.ke/news/12-new-coronavirus-cases-confirmed-in-kenya/https://gwpdigital.co.ke/news/12-new-coronavirus-cases-confirmed-in-kenya/,BAME stars fear they face extra coronavirus risk in rush to finish PL season https://gwpdigital.co.ke/sports/bame-stars-fear-they-face-extra-coronavirus-risk-in-rush-to-finish-pl-season/https://gwpdigital.co.ke/sports/bame-stars-fear-they-face-extra-coronavirus-risk-in-rush-to-finish-pl-season/
2,"When Face Mask was not existing... Coronavirus this shit is real but #WeShallOvercome it, Pray with Confidences #Folks.... https://www.instagram.com/p/B_lSxGnnSUD_GNJxm_s7p8UhfIEuZgkbic8l_c0/?igshid=6m0rs0o203ak",11 new coronavirus cases bringing total to 374 https://gwpdigital.co.ke/news/11-new-coronavirus-cases-bringing-total-to-374/https://gwpdigital.co.ke/news/11-new-coronavirus-cases-bringing-total-to-374/,CNN's Wolf Blitzer has lost someone from the situation room to coronavirus and he almost broke down on the screen
3,"Almost half of Americans say that presidential coronavirus briefings are not an important source of information, poll shows https://ift.tt/3aNia0j",Coronavirus Small Business Loans: Three Options to Consider http://upflow.co/l/plMX,"I suggest you read widely and follow current affairs. How many People have died in Kenya? How many tests have we done? How many deaths in UK? In one day alone, more than 600!!! Stop juvenile arguments. Coronavirus is lethal.... "
4,"Tunisian officials have announced a partial easing of lockdown measures in place to curb the spread of novel coronavirus, although schools will largely remain closed until September. #africanews #africanstand",#Covid_19Update #lestweforget Does social isolation work? https://www.instagram.com/p/B_lPp0uA_3s/?igshid=1wgscse11crlk #COVID19 #Covid_19 #coronavirus #stayhome #staysafe #quarantine #socialisolation #socialdistancing #history #historylessons #corona #coronaviruske #coronavirus ,Could this be one of the reasons why so many black people died of Corona virus in 'US' @TheDailyShow @ahmednasirlaw @EriqNesh @MaxBlumenthal
5,"Good tidings will come our way after the end of #COVID19 by God's grace.Retrace your steps back to God,be obedient to HIM as HE tarries now.Nothing b4 God,nothing beyond God &amp; nothing after God.HE alone knows how the pandemic started and how it will end #coronavirus #sonko #","Dr. James Mwangi family , Equity Bank and Mastercard have jointly contributed 1.1 billion towards the Covid-19 kitty. I hope hii pesa yote haitanunua chai na mandazi. Mungu nifundishe kunyamaza #JKLive #DrJamesMwangi #Buruburu #COVID19 #coronavirus ",Ferne McCann riddled with anxiety as she flies to NYC boyfriend amid coronavirus https://gwpdigital.co.ke/entertainment/ferne-mccann-riddled-with-anxiety-as-she-flies-to-nyc-boyfriend-amid-coronavirus/https://gwpdigital.co.ke/entertainment/ferne-mccann-riddled-with-anxiety-as-she-flies-to-nyc-boyfriend-amid-coronavirus/
6,Just chilling...... .... Be happy... And stay safe #hectic #ninja #gainwithremy #happyplace #gainwithfinnessengara #gainwithmchina #gainwittheepluto #chilling #coronavirus @My Happy Place https://www.instagram.com/p/CA1JX7mDD-V/?igshid=fguh3e536213,Nedy unites the Zanzibar All Stars for Coronavirus song (VIDEO) https://biasharadigest.com/2020/04/29/nedy-unites-the-zanzibar-all-stars-for-coronavirus-song-video/,This virus will going to get many African Presidents including Magufuli of Tanzania out of office. JP Magufuli has led TZ so badly amid this coronavirus pandemic. I hope he will get punished for his actions by Tanzanians #UkaidiWaMagufuli
7,Nobel Prize Winning Scientist Who Discovered HIV says Corona virus was created in laboratory. https://zumonews.com/post/nobel-prize-winning-scientist-who-discovered-hiv-says-corona-virus-was-created-in-laboratory,12 new coronavirus cases confirmed in Kenya https://gwpdigital.co.ke/news/12-new-coronavirus-cases-confirmed-in-kenya/https://gwpdigital.co.ke/news/12-new-coronavirus-cases-confirmed-in-kenya/,The neighbours are exporting coronavirus infections to Uganda. https://bit.ly/3aNQTe8 Dr. James Mwangi Money Heist Jesus Christ #EntryOfTheChurch #Buruburu #JKLive #Beyoncé #SavageRemix
8,Coronavirus: Belgian Prince Joachim tests positive after lockdown party I present to you dumb privilege ,11 new coronavirus cases bringing total to 374 https://gwpdigital.co.ke/news/11-new-coronavirus-cases-bringing-total-to-374/https://gwpdigital.co.ke/news/11-new-coronavirus-cases-bringing-total-to-374/,Govt to use new method to track coronavirus infections – KBC https://biasharadigest.com/2020/04/29/govt-to-use-new-method-to-track-coronavirus-infections-kbc/
9,A troop of monkeys snatched the blood samples of suspected coronavirus patients at a government hospital in the Meerut district of the... - https://is.gd/EF70Wf,Content creator informing children about coronavirus ,Elephant orphanage closed until further notice due to Corona Virus 
10,Coronavirus: Premier League announces no new positives from latest tests ,"The measures of understanding governmental capacity to handling a pandemic such as this are preparedness, openness and responsiveness. In the case of #coronavirus #Tanzania government seems to have been totally unprepared.","ICYMI: 'Monkeys mobbed an Indian health worker and made off with coronavirus test blood samples, spreading fears that the stealing simians could spread the pandemic in the local area.' "
11,EFL confirm 10 positive coronavirus tests from eight Championship clubs https://gwpdigital.co.ke/sports/efl-confirm-10-positive-coronavirus-tests-from-eight-championship-clubs/https://gwpdigital.co.ke/sports/efl-confirm-10-positive-coronavirus-tests-from-eight-championship-clubs/,Coronavirus: How is lockdown affecting domestic violence? | The Stream https://youtu.be/RE5Q4PN9A64 via @YouTube,2020 is cursed #coronavirus #protests #riots2020 #GeorgeFloydMurder #BLACK_LIVES_MATTER
12,"Tanzanian minor tests positive for coronavirus: The boy was with two other Tanzanian teens, aged 15 and 19, who sneaked into the county on Monday to hawk goods. ","Magufuli is overworking in #Tanzania , reducing cases of Coronavirus each second and straightening the curve ",@Trevornoah talk about Corona virus being the start of all these chaos we're witnessing and I couldn't agree more. People have lost jobs and livelihoods they don't have anything to more lose...it's a pity
13,smart pilot or just over-reacting #coronavirus #CoronavirusOutbreak,12 new coronavirus cases confirmed in Kenya https://gwpdigital.co.ke/news/12-new-coronavirus-cases-confirmed-in-kenya/https://gwpdigital.co.ke/news/12-new-coronavirus-cases-confirmed-in-kenya/,"I've a contrary opinion,specialist/doctors av closely & constantly lied to us & continue, Corona Virus does not spread thr' touching surfaces, we've touched surfaces or money in mrkt places, public vehicles &amp; no country sanitizes currency,so doctors improve your way of lying"
14,Is covid19 wiping the whole world before they get cure?,"Africa's #CoronaVirus #GroundZero, #Tanzania .","Injustice -> protests, thousands of people mingling out in the open with each other,... I thought world governments had told all of us, ""outside bad! highly infectious and terrible #coronavirus . Cancel your life plans for 2020, lose jobs ""... #powerAndControl games "
15,"Thanks to God, May Allah protect Saudi Arabia and all other sacred places. Big credit for Saudi the government for their well taken actions to contain the deadly #COVID19",11 new coronavirus cases bringing total to 374 https://gwpdigital.co.ke/news/11-new-coronavirus-cases-bringing-total-to-374/https://gwpdigital.co.ke/news/11-new-coronavirus-cases-bringing-total-to-374/,"Correct. Reason we say they must all fall. Uhuru's dad ruled Kenya, Raila's dad was a VP, Gideon's dad ruled Kenya....together they form the dynasties coronavirus coalition. We shall relegate all of them to oblivion in 2022. The hustler nation is angry &amp; want change."
16,@RailaOdinga theft in the name of #bbi and previous mega #hudumanamba anyways let's be vigilant with what's most important now. #coronavirusInkenya #COVID19,So shameful..no social distancing.But eating our money.Then eti nivae mask..let polisi eat some cash and i cross a border..there is Corona virus. @MOH_Kenya @DrPatrickAmoth,"Is Kenya Defense Forces wasting their time, energy and resources with ineffective fumigation and disinfection of public spaces in the fight against #coronavirus ? Time to review this approach and strategy in light of WHO advisory? "
17,"#GenevaMotorShow cancelled, #ITBBerlin cancelled, Singapore &amp; Hong Kong #HSBCSevens and #Formula1 Chinese Grand Prix cancelled, Tokyo Olympics likely to be cancelled as well, Dubai Expo 2020.... #COVID19 #CoronaVirus",@StateHouseKenya https://youtu.be/S5GfHO-wJSQ Kindly check out our new music project #TogetherAtHome as we spread the awareness on corona virus.,#KomeshaCorona I don't want to point the anointed one but I also saw something fishy but kenya we have Covid-19 business while European countries have corona virus killer disease 
18,I'm gonna make a wild prediction. #BernieSanders is the next #POTUS. No president has been reelected during a #recession let alone during a global pandemic such as #CoronaVirus. Bush I and Jimmy Carter lost. #Trump needs a Hail Mary to win. Perhaps a cure or vaccine to #COVID19,@ManUtd https://youtu.be/S5GfHO-wJSQ Kindly check out our new music project #TogetherAtHome as we spread the awareness on corona virus and how to curb the spread,"""Bado unatuma ama' is most toughest question on this coronavirus error"
19,Nooooo pliiiiis go benchmarking on how to deal with COVID19 kwanza you must go to Huwan and also don't forget to have a closed door meeting with our Kenyan students. That's the best even if you go with your families and concubines we allow you to use tax money,@chriskirwa https://youtu.be/S5GfHO-wJSQ Kindly check out our new music project #TogetherAtHome as we spread the awareness on corona virus and how to curb the spread,"#Coronavirus: The virus spreads from person-to-person, and currently in Kenya is at the stage of community spread "
20, ARE YOU ACTIVE?? Boost your Twitter audience now Like and Retweet Drop and follow whoever likes your handle Let's do this FAM NO CHEATING ... LEGO..... #COVID19 #CoronaVirusUpdates #matiangi #BBINonsense #GireAli #Idlib,@UKenyattah_ https://youtu.be/S5GfHO-wJSQ Kindly check out our new music project #TogetherAtHome as we spread the awareness on corona virus and how to curb the spread.,"87,000 Missing Deaths: Tracking the True Toll of the Coronavirus Outbreak https://ift.tt/2WTD1Kj"
