,Positive,Neutral,Negative
0,330,Many needs to meet during Coronavirus 2020 here in São Paulo. Thanks be to God &amp; BGR we are able to help some. My heart is especially full when I see single mother households. I see myself in the little faces. ,192
1,Back to business: How some establishments are getting ready to return from the coronavirus shutdown. @JaySkebba,Coronavirus Update: Yolo County Extends Shelter-In-Place Order Until May 31 ,'So what?': Bolsonaro shrugs off Brazil's rising coronavirus death toll 
2,"I would like to share with you a good scenario. Those people can return to their homes today, healed from #CoronaVirus 50 in Moldova 58 in Colombia 8 in El Salvador 253 in Belarus Let's share until we reach zero new infections","For non-Brazilian who might not be familiar with the context: this comes after 2qualified and well-performing ministers (health & justice) were forced to resign, and several judicial decisions prohibiting Bolsonaro from doing X or Y. Whilst Brazil reached the peak of Coronavirus",It's really disappointing to see all this coronavirus misinformation going viral! The worst part is that there's a lot of people who may actually believe it...
3,http://News24.com | Egypt extends state of emergency on coronavirus.. news24 - News - Noticias - Bitcoin - CryptoCurrency - Forex - @newstwiteafrica &gt;,The state reported an increase of 534 new coronavirus cases over the last 24 hours. ,Dr. Fauci Warns a Second Coronavirus Wave Is “Inevitable” and U.S. Could Have a “Bad Winter” - 
4,"@Delta Thank you for your consideration of this. My mother booked a flight to Spain for May travel. She cancelled it in March because of the #coronavirus . Now she can’t get a refund, only credit. She needs the cash. And isn’t sure she’ll be able to travel within a year. Help?!",Belgians urged to eat fries twice a week as coronavirus creates massive potato surplus ,One in seven Americans 'would not seek medical care for coronavirus symptoms' due to fear of cost 
5,"610 in India 2900 in Germany 2 in Syrian Arab Republic (Syria) 17 in Malta These people recovered from Corona Virus since the last count, 24 hours ago. #StayHome #SaveLives",When will we have the maiden live quarantined? #coronavirus,What a despicable man! There is no empathy to those who lost their loved ones. 'So what?': Bolsonaro shrugs off Brazil's rising coronavirus death toll 
6,Fully recovered from #COVID19? This is your chance to help! You may qualify to give convalescent plasma to help seriously ill coronavirus patients. Learn more: https://rcblood.org/2KjlSnB #DonateCOVIDPlasma,Coronavirus 'could affect international football calendar for two or three years' http://dlvr.it/RVjkhg,The Coronavirus Aftermath: Managing colossal debt will burden societies around the world for decades to come. 
7,"I would like to share with you a good scenario. Those people can return to their homes today, healed from #CoronaVirus 8 in Monaco 43 in Philippines 2 in Slovenia 172 in Dominican Republic Let's share until we reach zero new infections",Lizzie Cundy shows off physique in tiny crop-top as she perf.. MailOnline - Coronavirus - News - Noticias - Bitcoin - CryptoCurrency - Forex - @newstwiteafrica &gt;,"Mr. Teich has yet to present his own plan to fight the coronavirus. Meanwhile, Jair Bolsonaro has once again spoken out against social isolation measures, even suggesting that state governors should be held accountable for the Covid-19 death toll in their constituencies. "
8,publicada 23 de abril New study finds nearly all coronavirus patients put on ventilators died ,"Lucas County reported 318 cumulative coronavirus cases among residents in 21 facilities, including 300 active cases, between April 15 and 28. @lizskalka","In a video-conference with senators, Brazil’s newly appointed Health Minister Nelson Teich admitted that the government has no idea of the true extent of the coronavirus outbreak in Brazil. “We don’t know the percentage of people infected, as most people are asymptomatic."" "
9,Coronavirus: US top infectious disease doctor says drug trial shows 'quite good news' #Coronavirus ,"Missed today's news? Keep up to date with all of the latest news on the coronavirus outbreak in Brazil in real-time. No paywall, free content ",Every elected democrat should be on their local news channel asking this question and broadcasting how inept this administration has acted in this coronavirus crisis.
