,Positive,Neutral,Negative
0,25,"Recovered, almost: China's early patients unable to shed coronavirus | Article [AMP] | Reuters ",14
1,"Germano Celant, Passionate Defender of Italian Contemporary Art, Is Dead at 80 of Coronavirus-Related Causes https://www.artnews.com/art-news/news/germano-celant-arte-povera-dead-1202685181/ przez @artnews",Potential #Coronavirus treatment being tested by @GileadSciences (stock ticker GILD) Px hovering around $85/share prior to FDA approval. Sticking w/ #btc though Up 12.85% today alone #crypto #stacksats #btc," That is unbelievable! (Although, should we be actually surprised?) Let it develop, it will be a big scandal, hope, not obscured by #Coronavirus"
2,"Coronavirus sucks. Okay, I like to stay at home and away from people. But guys! Not almost 2 months! It's too much","Coronavirus, how dare you!","Nouriel Roubini on Coronavirus: ""This Crisis Will Spill Over and Result in a Disaster"" "
3,"Good evening New Cross, please listen to advice from the government regarding Coronavirus and let’s keep everyone safe",#coronavirus #COVID19 Data from http://www.ecdc.europa.eu,"The World Health Organization on Thursday declared the coronavirus outbreak that started in Wuhan, China, a global health emergency At least 200 people have died and more than 9,000 other people have caught the virus — more than the during the 2003 SARS "
4,Why hasn't any over priced fashion companies like OFF-WHITE or Supreme made limited edition face masks for the Coronavirus outbreak. Don't act like capitalism has morals.,#coronavirus #COVID19 Data from http://www.ecdc.europa.eu,#coronavirus prediction #wuhan #china #CoronavirusOutbreak #breaking #news
5,Jesus Christ. How could anyone tell you they serve dog in Beijing... It's like writing news about #coronavirus originating in Minnesota.,#coronavirus #COVID19 Data from http://www.ecdc.europa.eu,"aktualny stan Total reported coronavirus cases in China (as of 1.17am Fri Jan 31) 8,163 confirmed 12,167 suspected 136 recovered 171 deaths"
6,The most important from @WHO https://www.who.int/docs/default-source/coronaviruse/who-china-joint-mission-on-covid-19-final-report.pdf Many countries are not ready to meat #COVID19. At all. ,What Actually Happens If You Get Coronavirus? https://youtu.be/OTYfke545vI przez @YouTube,"China's Hubei says coronavirus #2019nCoV deaths rise to 204 in province, raising the total death toll for China to at least 212."
7,"LOL Thanks :D I didn't sleep well last week. Not because of #coronavirus. Just because the entire family got a flu :D And it was like nothing before. But it's just a flu and we have recovered, almost.",Another victim of coronavirus,BBC News - Coronavirus declared global health emergency by WHO https://www.bbc.co.uk/news/world-51318246
8,"you are selling which are already over bitten & sold 
Can’t everything work on coronavirus. fear :) 
 AUD postivite news awaited ! may be better to sell the ralies .","@Polandin_com just because the coronavirus came to light in China this doesn't mean it's ""Chinese"". @WHO named it #COVID19 to prevent people or countries becoming stigmatised. You should change this. #Coronavirus",Coronavirus Outbreak News Ticker 01/30 
9,"We fight COVID-19#KORONAWIRUS,
SHOW THAT YOU ARE GOOD AND NOBLE!!!
PAYMENT ACCOUNT:
BNP Paribas Bank Polska   BIC:… https://t.co/ryEUG9Bx3e",Belarus has covid19 too,"Even 200 people might have died in #Iran because of the #coronavirus outbreak. The disgusting and inhuman american sanctions are one thing. The second thing is the incompetence of the authorities - sadly I must admit It, although I fully support Iran... #COVID2019 #COVID19"
10,"RT @DarrenEuronews: Top 5 countries 🌍 with highest number of #coronavirus cases

1. 🇺🇸 USA (Trump)
2. 🇧🇷 Brazil (Bolsonaro)
3. 🇷🇺 Russia (P…",India issues travel advisory out of abundant caution as new coronavirus... https://www.rt.com/news/478574-india-coronavirus-travel-advisory/ …,"Well, so far both that person and the hotel were quarantined and are under observation. From what I read we do not have coronavirus tests, although I am taking that with a big pinch of salt, as I was struggling to cross-check it."
11,RT @MileyCyrus: All across Ireland 🇮🇪 citizens joined in solidarity with Black Lives Matter in the US. We must stay united with the world t…,I mean.. I guess you're right as 90% of deaths caused by coronavirus was in people who had respiratory problems like asthma,"The World Health Organization on Thursday declared the coronavirus outbreak that started in Wuhan, China, a global health emergency

At least 200 people have died and more than 9,000 other people have caught the virus — more than the during the 2003 SARS
https://www.businessinsider.com/who-wuhan-coronavirus-2019-ncov-global-health-emergency-2020-1 …"
12,RT @Poland_MOD: Today we thank all the Military Police @Zandarmeria 🇵🇱 soldiers for their service. We also thank for their fight with #COVI…,"The Center for Systems Science and Engineering (CSSE) at JHU.
Tracking the Wuhan Coronavirus in real time: https://arcg.is/0fHmTX pic.twitter.com/aDktv42tOV","#WuhanOutbreak #news #BREAKING
It's global! #coronavirus is moving fast. 

@WHO is advising us to work with hygiene and not go to China/Asia. 

Today quantity of people killed by virus changed from 9 to 17. 

#Wuhan city is under outbreak and quarantine now. Virus started there..pic.twitter.com/wnTYhNIgTP"
13,"RT @timesofindia: HC directs Centre, Delhi govt to increase beds, ventilators for #Covid19 patients in the national capital. HC says it exp…",What Actually Happens If You Get Coronavirus? https://youtu.be/OTYfke545vI  przez @YouTube,"Watch the Coronavirus epidemic live:

https://gisanddata.maps.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6 …
#coronavirus #maps #livemonitoring"
14,"RT @sanchezcastejon: Spain is coleader in initiatives such as the ACT-Accelerator to achieve equitable access to vaccines, treatments and d…",3000+ people have already read 'Novel #Coronavirus (#2019nCoV) fatality rate: WHO and media vs logic and mathematics' article http://avatorl.org/en/novel-coronavirus-2019-ncov-fatality-rate-who-and-media-vs-reality/ … Share it! Stop misinformation campaign by WHO and the mass media.,The Sudden Death of Canada\'s First Coronavirus Biosafety Level 4 Lab Director General - Was Dr. Frank Plummer Assassinated? https://m.beforeitsnews.com/blogging-citizen-journalism/2020/02/the-sudden-death-of-canadas-first-coronavirus-biosafety-level-4-lab-director-was-dr-frank-plummer-assassinated-2640057.html …
15,Decoding COVID-19's Achilles' heel to inspire new treatments  #covid19 #covid19research #research https://t.co/x76IqpoNvc,"First Case of 2019 Novel Coronavirus in the United States
 https://www.nejm.org/doi/full/10.1056/NEJMoa2001191 …",The CoronaVirus Conspiracy (Theory) https://youtu.be/-fC0ewWE1OI  via @YouTube
16,"RT @Ironhorse76: Let's get this show on the road!  FOLLOW ALL WHO: 

LIKE 
RT
COMMENT 

Nov will soon be upon us &amp; the #OrangeShitGibbon mu…","who would have thought that after like a week im not gonna see the coronavirus trending anymore, media starts chaos and after topic is fucked from every possible side people just forget. what a surprise pic.twitter.com/yACcEIt5wx","She said she got the corona virus, bitch you got the cabrona virus"
17,"RT @EdKiernanNYC: Are you social distancing ... if not, this #tech will catch you!  🚨 

Amazing #technology that uses #AI and #MachineLearn…","#CoronaVirus Game US
https://www.justice.gov/opa/pr/harvard-university-professor-and-two-chinese-nationals-charged-three-separate-china-related …",Growing of coronavirus starts to slow down. I've analyzed it as a geometric sequence with a decreasing coefficient. #Coronavirus #China #Chinypic.twitter.com/fa6Zs4vn7d
18,"Coronavirus: The UK also has fewer hospital beds per head than most other countries, with 2.6 beds per 1,000, as well as fewer residential care beds. Bed levels in the UK are similar to Canada and New Zealand, but well below the average of 4.4 beds per 1,000","What about mild cases? 
If there are 'mild cases' not included to 'confirmed cases' by National Health Commission of Chine - are they 'cases'?
IMHO - they are.

#COVID19 #Coronavirus","Mohamed El-Erian is warning investors not to buy declines in the stock market like they might have done before the coronavirus

“It is big. It’s going to paralyze China. It’s going to cascade throughout the global economy” Allianz chief economic advisor https://www.cnbc.com/2020/02/03/el-erian-says-coronavirus-to-paralyze-china-dont-buy-stock-dips.html?__source=twitter%7Cmain …"
