,Positive,Negative
0,83,261
1,Report: North Korea to Lock Down Through 2020 Despite ‘Zero’ Coronavirus Cases ,WATCH LIVE: Mayor @LondonBreed joins @JustineWaldman on #KRON4 News at 5 PM after San Francisco eases some restrictions to the #coronavirus stay at home order Tune in now to watch: https://www.kronon.tv/
2,Romney: ‘Understatement’ to Say America ‘Didn’t Look Real Strong’ with Trump’s Coronavirus Response ,"'So what?': Bolsonaro shrugs off Brazil's rising coronavirus death toll. “Bolsonaro isn’t just an awful politician and a bad president, he’s a despicable human being,” tweeted Marcelo Freixo, a leftwing opponent. “My name’s Messiah,” #Bolsonaro"
3,India's Serum Institute to Make Millions of Potential Coronavirus Vaccine Doses https://www.nytimes.com/reuters/2020/04/28/world/europe/28reuters-health-coronavirus-india-vaccine.html?smid=tw-share Vaccines Manufacturing &amp; Distribution Opportunities at San Jose-California.,'So what?': Bolsonaro shrugs off Brazil's rising coronavirus death toll | World news | The Guardian 
4,"A ""Light Message"" that has been on the minds of many. #resiliencechat #resilience #edchat #rethink_learning #tlap #COLchat #NYEDchat #weleaded #JoyfulLeaders #EdLinks #EducatingTheNewHumanity #ETNH #ThankaTeacher #satchat #COVID19 #Coronavirus ",China Uses Likely Fake Coronavirus Data to Slam U.S. for ‘High’ Case Numbers 
5,Two East #Oakland community volunteers claim they were pulled over and harassed by police officers moments after they helped place the homeless in a hotel to help curb the spread of the #coronavirus. @jeffreyschaub has the story.,I have been social distancing since mid-February. The Federal and State leadership has known about this pandemic since when? December? Too bad there was so much delay. #COVID19 #coronavirus 
6,"From Table Wine in New York to Quarry Wine & Spirits in Baltimore, wine stores hold on as customers seek refuge from coronavirus. ",The Chan Zuckerberg Initiative has teamed up with @UCSF and @Stanford to answer critical questions about the spread of the novel #coronavirus in the Bay Area. 
7,"""You have to string together enough work and keep auditioning in order to keep going. I can’t do that with everything shut down.” Hollywood’s Great Depression: Meet the Entertainment Workers Left Jobless by the Coronavirus Pandemic ","Coronavirus Updates: 7,960 cases and 280 deaths have been reported in the #BayArea."
8,"Coronavirus Quarantine plant-based protein food rediscovery: lentils. Cooked per package directions and then dressed with sautéed onion, garlic, ginger and curry for a nice curried lentils. No need to risk lives of meat packers. (Yes, am eating meat, but slightly less of it.) ",Sir. “The Coronavirus is their (Democrat’s) new hoax” you’re trying to push bullshit semantics. The guy completely blew it off until Mid-March. Save me the garbage.
9,The only thing we know for sure with the COVID-19 pandemic is that the workplace will never be the same again. Read Diana Maier's opinion piece here: https://maierlawgroup.com/blog/the-pandemic-workplace #employmentlaw #covid19 #coronavirus #pandemic,2020 madness continues: . . . Marauding monkeys make off with coronavirus vials in India https://www.sfgate.com/cnet/article/Marauding-monkeys-make-off-with-coronavirus-vials-15304685.php?utm_campaign=CMS%20Sharing%20Tools%20(Desktop)&amp;utm_source=t.co&amp;utm_medium=referral via @SFGate
10,"Grand Avenue, San Diego | WATCH: Gov. Newsom Gives Update On State’s Response To Coronavirus Outbreak ","Like the rest of America, Joe Biden’s presidential campaign was thrown into chaos by the coronavirus outbreak. But Creepy Biden’s desperation ultimately left Americans speechless. That’s because Joe made one demand that backfired in this major way."
11,Coronavirus and the Workplace: Guidance for Employers Resuming Operations ,Children’s mental health has been impacted by the Coronavirus and schools closing. Here are signs and symptoms to look for and things you can do 
12,#haiku #senryu #coronavirus my dear hypochondriac friend proven right at last,"rhetorical question right? of course faux news fans the flames of racism, white supremacy & anti-LGTBQ hell they don't want people to have health care the corona virus is nothing but the the flu need we go on?"
13,The curious case of the SF doctor who's been coronavirus-positive nearly 90 days and counting ,"» San Diego region on track to receive $15M for water projects » Farmers must diversify in a post-pandemic world, ag experts say » States are reopening from #coronavirus shutdowns. What happens to frozen utility payments? Latest water news: https://bit.ly/2XktKgR #cawater"
14,"I'm happy about it, but simultaneously worried because of Coronavirus.","Coronavirus in the #BayArea: More than 13,700 cases and 441 deaths reported Latest Updates on cases:"
15,"As if trips to the grocery store weren’t nerve-racking enough, U.S. shoppers lately have seen the costs of meat, eggs and even potatoes soar as the coronavirus has disrupted processing plants and distribution networks. ",Supreme Court Rejects Challenge to Coronavirus Limits on Church Services https://bit.ly/3cgTuht
16,#Sweden #coronavirus experiment has well and truly failed | WIRED UK ,"In behavior that would have been deeply wrong even before the coronavirus pandemic, a California woman allegedly licked groceries and jewelry inside a Safeway in South Lake Tahoe. #SaturdayCriminalSaturday https://bit.ly/2WtRNXY"
17,Players And MLB Agree To Terms In Case Coronavirus Cancel Entire Baseball Season... ,"I will admit there is also a framing problem here. I don't think we will return to 'normal,' that world is gone. Coronavirus alone set us off on an unprecedented path. The question that bothers me is what comes next? Where do we go from this moment?"
18,"holy batman, its coronavirus, inc. ",Don't worry about coronavirus. You're more likely to get pneumonia. (This is me compulsively washing my hands ANYWAY)
19,The Top U.S. Coronavirus Hot Spots Are All Indian Lands ,New antiviral masks from Israel may help stop deadly coronavirus http://www.israelcollective.org/news/2020/1/30/new-antiviral-masks-from-israel-may-help-stop-deadly-coronavirus
20,"""We have just reached a very sad milestone with the coronavirus pandemic deaths reaching 100,000. To all of the families &amp; friends of those who have passed, I want to extend my heartfelt sympathy."" Trump tweeted on Thursday",Hes got Corona virus hes losing his cognitive ability to type
21,The @CDCgov is screening passengers who have traveled through the affected #coronavirus area.,http://WritersViews.com Today #LatestNews #Discussions : Wall Street ended higher in a volatile session after spending most of the day in negative territory on worries the coronavirus fears would harm the global economy. Conway G. Gittens reports. 
22,my old friend visited me and gave me a lesson about Coronavirus,"Doctor Issues a Chilling Warning On How Coronavirus Enters The Body, Says Masks Won’t Protect You."
23,"3）Some of my friends in Japan asked me how people in the U.S. were reacting to the novel corona virus. I happened to be at SFO, but I don’t see anybody wearing masks so far except for two Asian-looking people. ",JUST IN: American Airlines pilots are suing the company to halt flights to China because of the ongoing coronavirus outbreak. 
24,Spotted- 2 surgical face masks on campus. There hasn’t been 1 #coronavirus case in San Diego or Tiajuana so it seems like a little bit of an overreaction at this point ,"http://WritersViews.com Today #LatestNews #Discussions : Markets are falling on fear the coronavirus will damage the global economy, but Spartan Capital's chief market economist Peter Cardillo advises investors to wait a few weeks when economic data are released before making i… "
25,The provincial government of Ilocos Sur has ordered the implementation of strict quarantine procedures and other disease prevention and control measures to protect the province from the novel coronavirus and other similar strains. Read full story here: ,CORONAVIRUS OUTBREAK: One of the 195 Americans evacuated from the virus outbreak zone has been quarantined after they tried to leave March Air Reserve Base. 
26,"In light of the video being circulated online revealing alleged Novel Coronavirus (2019-nCoV) case in the province, the Provincial Health Office clarifies that Ilocos Norte is free from this contagious virus. Read full story here: https://pia.gov.ph/news/articles/1033673 #EmpoweringCommunities",This female finna have the corona virus 
27,Does an entity that puts the very lives of millions of it's citizens on the line deserve to carry the name of the citizens? #stopflightstochina #ethiopia #covid19,"The coronavirus outbreak has officially reached global health emergency heights, and an Amazon rival is trying to turn the page on the publishing industry. Here's the news to know: "
28,No thank you... #COVID19!,Public Health Services reports on coronavirus concerns https://benitolink.com/public-health-services-reports-on-coronavirus-concerns/ #sanbenitocounty #hollisterca #centralcoast #CAcentralcoast #coronavirus #novelcoronavirus #COVID19 #COVID19US
29,"Great thread on what you can do you keep yourself & others healthy, which includes dealing with anxiety. With the election, the economy, and #COVID19, is important to know what you can &amp; can't control. ",3 Things #Investors Should Remember as #Coronavirus Tanks the Market @themotleyfool #COVID19 #WallStreet #investing #stocks $^DJI $^GSPC $^IXIC
30,"This is spreading faster than coronavirus:  little kids hearing moms yelling 'f***' at the TV while watching MSNBC, and then learning ...","To all you self-proclaimed business tycoons and economists: The market isn't reacting to #COVID19 near as much as reacting to the psychopathic deranged idiotic tyrants and dominionists who are in charge of the response to the pandemic, which is causing tremors in your markets."
31,@CDCgov @CDCemergency  FYI: Las Vegas is also big draw for Asian and American Travellers for the festivities they provide there to celebrate the Lunar New Year #CoronavirusOutbreak #coronavirus,"Perhaps All countries should follow this practice. #COVID19 #coronavirusus All events with over 1,000 people banned in Switzerland over coronavirus fears"""
32,"Fourteen people in UK tested for coronavirus
http://news.sky.com/story/fourteen-people-in-uk-tested-for-coronavirus-11916186 …pic.twitter.com/agN9eUYBgU","Not the sharpest tools in the box the Swiss! “Switzerland has banned ""all public and private"" events involving more than 1,000 people, which includes the Geneva International Motor Show”. As if there is less risk of having 800, 500, 200 etc in a gathering. #COVID19 #coronavirus"
