,Positive,Neutral,Negative
0,66,How you became Africa American (roots) poetic #America #coronavirus ,42
1,"In God's eyes, you are treasured and valued. He knew you before you were in your mother's womb and He has a purpose for your life or you wouldn’t be here. #ThursdayThoughts #COVID19 #coronavirus #KeepHopeAlive #faith #WordsOfLife",#Uganda Confirms 84 New #COVID19 Cases To Push Total To 413 Cases http://healthnews.co.ug/index.php/news/item/379-uganda-confirms-84-new-covid-19-cases-to-push-total-to-413-cases #coronavirus , And Corona virus too... 
2,"Speaking into a microphone like this is not exactly hygienic, sanitary or Coronavirus safe. ","Lol, death is an easy way out, give him the corona virus and let him heal to infect him again ",When does the corona virus stop being “novel”? With all the research being done it’s so “un novel”
3,"ANOTHER DAY HAS COME AMIDST OF HAPPINESS AND I GUESS I CAN SAY HAVE A WONDERFUL NIGHT A BLESSED SUNDAY AS WELL ""LET'S STAY HOME AND KEEP DISTANCE CORONA VIRUS"" ","Lol, death is an easy way out, give him the corona virus and let him heal to infect him again, thanks ",May God be with every one that lost somebody to corona virus.
4,"The facility is ready to manage any suspected or confirmed case of #COVID19. Health worker capacity has been built in lab diagnosis, screening and case management. ","COVID-19: Uganda Registers 84 New Cases, Total Shoots To 413 #COVID19 #COVID__19 #covid19ug #StayAlert #StaySafeUG #StaySafeSaveLives #StayAlert #CoronaUpdates #Covid19UK #StayHomeStaySafe #StayHomeSaveLives #COVIDIOTS #COVIDWebinarsUG #coronavirus ","US ecomony shrinks at the fastest rate since 2008. The US economy suffered its most severe contraction in more than a decade in the first quarter of the year, as the country introduced lockdowns to slow the spread of coronavirus. In China the economy shrank by 6.8% #NBSUpdates"
5,"For those of you who like buying used panties and other such stuff from your favourite femdom model, please be advised that a bottle of coronavirus infected saliva will now be available for an additional 50 bucks.","Really, but I don't know why more #coronavirus cases are reported when president is soon to address the Nation? Someone May be behind this big thing #BBSOmudigido #BBSOmudigido #BBSOmudigido #BBSOmudigido",I'm team no sleep #follow me before I direct corona virus where you are 
6,"Today am kicking off #KFMsports with @HEBobiwine ft @NubianBukenAli #coronavirus alert song. Stay safe,enjoy sports.",@MinofHealthUG says 84 new cases!! #COVID__19 #COVID19 #coronavirus #News #Uganda #WhisperEyeUpdates,Sat here and watched America responded to coronavirus protests. Also watched how America responded to protests against racism and injustice against black ppl. They think only a certain type of ppl should have a voice
7,"RT @PatriqKanyomozi: Today am kicking off #KFMsports with @HEBobiwine ft @NubianBukenAli #coronavirus alert song. Stay safe,enjoy sports.","I used to update my parents on the corona virus cases till the numbers stopped adding up. I just tell them, we shall be fine ",Uganda will never get anything original from China. Even the Corona Virus we got is duplicate. It can't kill any of its 400 victims.. 
8,"RT @ChimpReports: The Amazing Golden Monkeys of Uganda 
#ChimpReportsNews #UgandaNews #Uganda #Featured #coronavirus #tourism #Monkeys @MTW…",84 new cases today. It is time for Ugandans to face #coronavirus head-on.,"This number havnt reached the number of people living with HIV n people still have sex,so jst stop counting,let's jst learn how to live with corona virus naye tubikoye,coz corona won't end now"
9,RT @wef: China's 'six priorities' and fiscal stimulus will spearhead its COVID-19 recovery https://t.co/rkul2W6CIq #China #coronavirus http…,#Uganda records highest single-day #COVID19 case spike as #Rwanda registers first #coronavirus death. Full #Africa report here: https://observer.ug/news/headlines/65040-uganda-records-its-highest-new-covid-cases-as-rwanda-registers-first-death,So the riots across USA jst proved that there ain’t Corona virus ..... Cz literally there hasn’t been any social distancing or sort USA ain’t shit
