,Positive,Neutral,Negative
14,"I said this earlier this month! Glad the @CDCgov is finally figuring it out. When did the coronavirus start spreading in the U.S.? Likely in January, CDC analysis suggests https://www.statnews.com/2020/05/29/cdc-local-transmission-coronavirus-united-states/ via @statnews (See my own assessment: https://www.medpagetoday.com/blogs/working-stiff/86291)","Bolinas offers test to every resident for coronavirus, one of the first in the world to do so https://www.sfgate.com/coronavirus/article/west-marin-coronavirus-covid-test-free-15211203.php?utm_campaign=CMS%20Sharing%20Tools%20(Desktop)&amp;utm_source=t.co&amp;utm_medium=referral via @SFGate",Oh no! The Corona Virus has got all of @KATVNews Where is our news?
15,Oh Bean here’s to a happy new life Street dog now named Bean helps nurse in China through the Coronavirus traumas... https://mynorthwest.com/1900615/street-dog-helps-see-chinese-nurse-through-virus-traumas/ #Inspiration #dogswelove #COVIDkindness,"The Pentagon has not released UFO footage to distract you from how bad Trump has messed up the governments response to the Coronavirus. They released UFO footage to make you think we need Trump's Space Force, instead of the Pandemic Response Team he fired in 2018.","The National Institutes of Health on Wednesday announced a new $1.5 billion initiative to rapidly develop #coronavirus #diagnostics, an effort it says will result in the deployment of “millions of tests per week” by late summer or fall of this year."
16,The curious case of the SF doctor who’s been coronavirus-positive nearly 90 days and counting - http://SFChronicle.com Persistent positives Covid-19? https://www.sfchronicle.com/bayarea/article/The-curious-case-of-the-SF-doctor-who-s-been-15304660.php #SmartNews,"tiktok, not the chinese government, created the coronavirus",Qualcomm Sees Coronavirus Pandemic Hurting Smartphone Sales (PATRICK SEITZ/Investor's Business Daily - Business) http://dlvr.it/RVjjwL
17,".@DrewAltman discusses how almost half of African Americans and Latinos are struggling to pay their bills because of #coronavirus, which suggests that even if Congress’ relief efforts are helping, they’re not nearly enough. Read more @axios: https://www.axios.com/coronavirus-economy-jobs-unemployent-racial-disparities-29e3c6c4-bb43-4eaf-bf90-04697ca66b2d.html",Hyatt is latest hotel chain to announce new cleaning program amid coronavirus. Here's what hotels are doing https://www.usatoday.com/story/travel/hotels/2020/04/29/coronavirus-hyatt-announces-new-cleaning-goals-following-hilton-marriott/3046386001/ via @USATODAY #Hyatt,"Observant people have understood this for a while, but we need to shout it for the folks in the back: #coronavirus deaths have been UNDERESTIMATED because many who die from it never get tested. "
18,Forbes Coronavirus Coverage best summary I’ve found. https://www.forbes.com/coronavirus/,coronavirus check,What is Corona virus? We have WHO
19,@MSNBC @DeadlineWhitehouse Could you PLEASE make a clip available on Twitter of Frank Figliuzzi's advice for how the White House should address messaging and transparency Re: #COVID19?,Coronavirus: New antibody test 'with 99 per cent accuracy' approved for use across Europe | The Independent ,"Is it COVID-19 or Allergies? (Source: AA0 website) In the midst of the COVID-19 pandemic, your spring allergies may be adding to your anxiety about your health. Are those watery eyes and stuffy nose symptoms of the new coronavirus or allergies? "
20,@MSNBC @DeadlineWhitehouse Could you PLEASE make a clip available on Twitter of Frank Figluzzi's advice for how the WH should address messaging and transparency Re: #COVID19?,Oh God ventilator and coronavirus testing kit? ,2 Georgia men drank cleaning products to fight #coronavirus as ⁦@realDonaldTrump⁩ continues to lie he was joking #COVID19 #gaslighting
21,"You HAVE to only send highly trained, qualified and appropriately-equipped (with Personal Protective Equipment) employees to deal with #covid19 cases or suspected potential ones. And chain of command needs to be clear. Trump *should not* be involved but can still call it success.",So I guess coronavirus just disappeared?,Apple Q2 2020 earnings will be all about assessing the damage from coronavirus 
22,I've seen some scammy #coronavirus #pandemic #COVID19 tagging the @who lately to cash in on free twitter followers and engagement by hyping up a potentially scary issue. ...no fear-mongering here... You really want to protect yourself? Do. Some. Cardio. *Not Medical Advice*,I mean the coronavirus thing,"""Frostbite"" toes and rashes may be signs of a coronavirus infection "
23,.@AsaHutchinson: State level testing of #COVID19 through the Department of Health should be available next week.,And now there is no more coronavirus! Especially in Minneapolis!,"""From a famine of 'biblical' proportions to a deluge of undiagnosed cancers, while we’re all worrying about the coronavirus, most fatalities could be collateral damage."" "
24,Trump’s failed response to Covid19 spooks markets even more #failed,"""Sending children back to schools and day care centres in Denmark, the first country in Europe to do so, did not lead to an increase in coronavirus infections, according to official data, confirming similar findings from Finland on Thursday."" ","State’s coronavirus cases top 7,000; death toll rises by one "
25,"SAVE MONEY! Cough on a rich person Apologize profusely making sure to mention ""It's okay my sister was tested at the airport"" Let them pay fo get tested. If @CDC doesn't call you, you're fine. #CoronaVirus #COVID19 #COVID19US #MedicareForAll",Noam Chomsky: What History Shows Us About Responding to Coronavirus https://lithub.com/noam-chomsky-what-history-shows-us-about-responding-to-coronavirus/ via @lithub,Should I wash my clothes after I go outside to prevent coronavirus infection? 
26,"SAVE MONEY! Cough on a rich person. Apologize profusely making sure to mention ""It's okay my sister was tested at the airport"" Let them pay fo get tested. If @CDC doesn't call you, you're fine. #CoronaVirus #COVID19US #COVID19 https://www.businessinsider.com/coronavirus-treatment-costs-americans-health-care-broke-2020-2?utmSource=twitter&amp;utmContent=referral&amp;utmTerm=topbar&amp;referrer=twitter @businessinsider",Five-month-old Brazilian baby survives coronavirus after 32 days in coma - CNN ,How many of these anarchist scum looting and stealing were also given a 1200 dollar check from the government as compensation for work/hours lost due to #Covid19/#CoronaVirus? What a waste of tax money! #riots2020 #protests #GeorgeFloydMurder #chicagoprotest #MinneapolisRiot
27,"Perhaps we have a little good #Coronavirus news! Israeli scientists: In a few weeks, we will have coronavirus #vaccine https://www.jpost.com/HEALTH-SCIENCE/Israeli-scientists-In-three-weeks-we-will-have-coronavirus-vaccine-619101 #COVID #COVID19 #COVID-19 #FridayThoughts",#CORONAVIRUS INFORME 94 #pergamino,Rwandan Medical Workers Deploy Robots to Minimize Coronavirus Risk 
28,"$BCRX So I'm keeping faith, and hoping for an enormous COVID19-related squeeze. Mileage may and should differ.",I've gotten blocked by people just for telling them everybody will get coronavirus eventually. Some people cant handle the truth so they block it out wherever they can.,If the coronavirus don’t spike with all these protests then I know something wrong .
29,"Alright enough of the COVID19, back to my country... Whose money are you using to provide foreign education for those 'repentant' BH members ? whose money?","An international team of researchers has tested more than 10,000 compounds to identify six drug candidates that may help treat COVID-19. https://www.dovemed.com/current-medical-news/covid-19-drug-lead-treatments-identified/ #coronavirus #covid19",Applying to college has gotten more complicated and confusing because of the coronavirus pandemic. Myles (@itsthelake) and @ReportingLabs teens discuss how standards have changed and learn tips for adapting. #AboveTheNoise @KQEDedspace @pbdss https://youtu.be/XyEHJsvS9l4
30,"4 diagnostic testing facilities are ready and available at National Reference Laboratory in Abuja, LUTH in Lagos, Irrua in Edo State and Redeemer’s University in Osun State to respond to #coronavirusnigeria pandemic #COVID19 #CoronaVirusUpdates #CoronavirusOutbreak #Nigeria","Coronavirus May Be a Blood Vessel Disease, Which Explains Everything by @SmithDanaG in @elemental","At like the Corona Virus, in numbers all races marching together, it's hard to be a black person in America and not be racist look at our history in America, its fucked up. But we still need to stand together and stand strong for this situation, and will have to endure many more"
31,"Fun fact: coronavirus is named for the latin word ""crown"" or ""halo"" because it looks like a circle with a bunch of nubs sticking out. https://twitter.com/WSJ/status/1215019129075306497 …","“Eventually doctors will find a coronavirus vaccine, but black people will continue to wait for a cure for racism” - @rgay",It has a mortality rate similar to the flu. It's a consequence of eating wild animals. It came out of a lab. It's an invention of this or that country with this or that intention. The virus survives X time on X surface. The coronavirus remains in the air.
32,Preventio is better than cure. Please please be aware mo diha Cebu people. #coronavirus pic.twitter.com/fKB5DcmHaE,Eight Emerging Lessons: From Coronavirus to Climate Action by Otto Scharmer ,"In this #coronavirus pandemic Harper would have call confined people: faker, lazy or Culture Of Defeat. this is why #iStandWithTrudeau despite some mistakes, he managed the situation very well"
33,"Wuhan mystery virus, temperature sensors have been set up for arrivals at Los Angeles, NYC, SF airports. (Shouldn't it be part of departing security screens?) It's a Coronavirus, serious like SARS was in SE Asia or MERS was in Mideast. Good sleep boosts immune system function....","one of the sillier things of the pandemic dominating life is that all these algorithmic things (news, ads, etc.) seem to have decided what I want is more coronavirus information and infinite amounts of hand sanitizer","Coronavirus in Ark.: 7,013 confirmed cases with 133 deaths, according to Aransas Department of Health #NotABellCurve #COVID19 #Arkansas"
34,"Yea, #trump got this under control Texas A&M Student Is Examined for Suspected Case of Wuhan Coronavirus https://nyti.ms/30OXhP0 ","Arkansas coronavirus cases rise by 236, to pass 7,000 total #ARNews #KTLOnews https://www.ktlo.com/2020/05/30/arkansas-coronavirus-cases-rise-by-236-to-pass-7000-total/","The ACA provides a new safety net for people losing coverage during #coronavirus’ health and economic crises, which could re-frame the debate on health care heading into #Election2020. @larry_levitt explains @JAMAHealthForum: https://jamanetwork.com/channels/health-forum/fullarticle/2766729"
35,How does someone test positive for Coronavirus? Is there a Coronavirus test kit or something?,"The coronavirus pandemic is shattering the weakling certainties that kept journalism standing up. It has kicked the cane that allowed the profession to walk more or less upright, more or less proud.",Autopsy Shows George Floyd Did Not Die of Traumatic Asphyxiation or Strangulation https://link.theepochtimes.com/mkt_app/autopsy-shows-george-floyd-did-not-die-of-traumatic-asphyxiation-or-strangulation_3370628.html Download The Epoch Times app to see our exclusive Coronavirus coverage and daily updates:
36,"Muchas Gracias to #MuchoGusto winner of the #PegasusWorldCup. On a day of #coronavirus #TrumpDefense and #earthquake, nice to have some good news. @HorseRiderSoCal @HorseRaceSite @7horseracing #Floridahttps://twitter.com/PegasusWorldCup/status/1221204303827886087 …","A deep dive into the genetics of the novel coronavirus shows it seems to have spent some time infecting both bats and pangolins before it jumped into humans, researchers said Friday. ",I ain’t heard shit bout corona virus that shit gone now? 
37,"STAY HEALTHY: With the novel (new) coronavirus now in the U.S. and flu season still upon us, the Arkansas Department of Health is helping to remind people on how best to stay healthy. More here --> http://bit.ly/2RNCiI4 ","If u carry belle, e no better pass make u go carry corona virus?","This Week in Noe Valley: Coronavirus Lockdown Week 11 - the slow, slow reopening continues https://tinyurl.com/ya8ksy2r"
38,The Coronavirus sounds like something I would make up when I called into work sick when I was really just hungover,Widow of coronavirus whistle-blower doctor Li Wenliang opposes US plan to name street outside Chinese embassy after him http://dlvr.it/RXgZ7s,Global coronavirus death toll could be 60% higher than reported | Free to read https://www.ft.com/content/6bd88b7d-3386-4543-b2e9-0d5c6fac846c a través de @financialtimes
39,"China travel ban in US over coronavirus? it's too late for that to work, it's already in the US, and is most likely spreading.",UK suffers second-highest death rate from coronavirus | Free to read https://www.ft.com/content/6b4c784e-c259-4ca4-9a82-648ffde71bf0 a través de @financialtimes,$NNVC NanoViricides confirms it has been working on treatment for the Wuhan Corona virus.
40,That coronavirus got here faster than my order on http://wish.com . ,he did it he ended coronavirus ,"Yall, WHO has declared the coronavirus a public health emergency!"
41,Thank you President Trump for Keeping America Great and Investigating the source of Coronavirus!,Can Coronavirus Be Spread By Packages Shipped From China? http://trb.tv/2aCKX via @5news,Hong Kong is Desperate for Face Masks as Coronavirus Spreads - VICE News https://www.youtube.com/watch?v=vUb5wdHcbxI via @GoogleNews
42,What Questions Should Global Health Policy Makers Be Asking About The Novel Coronavirus? | Health Affairs https://www.healthaffairs.org/do/10.1377/hblog20200203.393483/full/#.XjoC0y8NcmI.twitter … This policy made by the WHO will allow more help on the ground. Hopefully China will be more transparent and keep this humane. @DrGHealthPolic1,"Didn't they say we had nothing to worry about with the coronavirus like a week ago. Didn't believe that for a second. I've seen movies, I know how this story ends.",WHO declares China coronavirus that's killed 171 a global health emergency 
43,Wow! Is that because or CoronaVirus?,"1st Person-To-Person Spread Of Coronavirus Has Occurred In U.S., CDC Says - NPR https://www.npr.org/sections/health-shots/2020/01/30/801235064/1st-person-to-person-spread-of-coronavirus-has-occurred-in-u-s-cdc-says via @GoogleNews",Watch Live: The World Health Organization Declares International Health Emergency for Coronavirus - YouTube 
44,"Like everyone else with a Twitter account, I am an expert on the #coronavirus. For a sizable donation, I will gladly espouse my unique wisdom on this global epidemic.","Coronavirus There are currently 9,171 confirmed cases worldwide, including 213 fatalities.",Coronavirus Anger Boils Over in China and Doctors Plead for Supplies - The New York Times 
45,Hear this powerful word about what God is saying regarding the Coronavirus! https://youtu.be/EuIOrjhAC-Y  via @YouTube,Corona virus with a little spritz of lime disease is a perfect way to die on a hot summer day,"It's time to end this sherade! We have much bigger problems at hand. Corona virus, Health Care, Right to life, Illegal immigration, Mental health, California, Chicago, Baltimore. Liberals progression towards normalizing pedophilia, Ect."
46,"My dude, maybe you can spend some of this energy you're pouring into this coronavirus stuff on trying to get the Senate to actually do their jobs and get some of that legislation going. Like, I'm glad you're tryna do something but maybe do something about that?",Expect limited visa appointment availability at posts in China as diplomatic staff are placed on authorized departure due to the coronavirus. ,CORONAVIRUS What is the Federal Government of Nigeria doing to assist Nigerians in China / Wuhan region? *World Health Organisation declares public health emergency.
47,You and @boxmining have been providing more helpful coverage of the #coronavirus than the msm,When someone in NW Arkansas gets the Coronavirus mom steps up quick! ,"WHO, China leaders discuss next steps in battle against coronavirus outbreak "
48,Xi Jinping is handling coronavirus just like the Soviets handled Chernobyl https://washex.am/39pE8q0 ,Still waiting for @GeorgeMasonU #gmu to reply regarding Coronavirus. Been a while!,"Perfect setting for a modern-day film adaptation of Masque of the Red Death, wouldn't you think @Styx666Official? From The Guardian: 6,000 passengers stuck on cruise ship in Italy over coronavirus fears. "
49,My mailbox lady is scared of coronavirus and her friend is telling her she had Ebola. Great pair,is that what coronavirus does? Does it make your ass flat?,‘No Chinese allowed’: Racism and fear are now spreading along with the coronavirus 
50,UPDATE 1-Apple says will not meet revenue guidance for March quarter due to coronavirus impact (Reuters: Company News) http://dlvr.it/RQDcK3 ,"what about the Coronavirus? International travel seems to be a little dangerous at the moment, I don't see it getting better in the next few weeks?",WHO declares coronavirus outbreak a global health emergency - STAT 
51,Apple won't meet its revenue guidance for the March quarter due to work slowdowns from the outbreak of novel coronavirus in China https://trib.al/UyJybPm ,This letter from the CDC about the coronavirus in Carson is obviously fake. The address for LA Counts public health is wrong.. ,How much risk does the coronavirus present to the markets? Kirk Hartman discusses on @CNBC :
52,Love and Coronavirus https://twitter.com/capturebizarre/status/1226705644738224129 …,THE FIGHT AGAINST CORONAVIRUS &amp; LASSA FEVER CAN ONLY BE WON THROUGH ENLIGHTENMENT Join the event and invite others with this link:- https://lnkd.in/gMaQ3cn #coronavirus #lassafever,"When the WH is failing, bring out the designated surrogates to spread propaganda and blame the media and scientists. #COVID19 "
53,"Coronavirus could be a 'catalyst' for China to boost its mass surveillance machine, experts say https://cnb.cx/2PmVE6v ",#Coronavirus - #Israel: “We were able to develop a vaccine against the disease” @OfirAkunis @most_il @WHO #AskWHO #COVID19 @ErelMargalit #MIGAL #GalileeResearchInstitute,"This could go down very poorly for Japan. If #covid19 infects more of the global population, how many countries will be able to participate in the summer games? "
54,#SantaFe safe del #Coronavirus,What in the holy heck is going on @RepFrenchHill @JohnBoozman @SenTomCotton? Why is this administration muzzling doctors fighting #COVID19?,Noting all four Little Rock stations dropped the live presser on #COVID19. Maybe someone ought to lodge a complaint to an FCC Public File. Watch it online here: http://YouTube.com/watch?v=i6zmlgiKLDE #arpx
55,Everyone needs tiny Trump hands to lower their chances of spreading Coronavirus,"#COVID19 might have you panicking about your health and your investments, but should you be? Straight talk Wednesday at 11:30! Set your reminder: http://bit.ly/GRFTFSCorona",With the covid19 case registered in Lagos Nigeria. Can federal government agencies for control of disease begin an emergency distribution of materials for prevention. Especially nose masks please #original. @WHO @AITFocusNigeria @aitkakaaki @937RhythmFm @BBCWorld
56,"“When we got to Starbucks, employees would not let us come in. While we waited for r lattes, [they] took r temperatures & recorded our info” US couple in China ... under coronavirus quarantine: ""It’s not easy to maintain sanity, even w/ this self-care."" https://www.huffpost.com/entry/coronavirus-covid19-life-china-precautions_n_5e4eaa73c5b6df1e8be3d4d7?ncid=engmodushpmg00000004 …",It would be a huge hit to reputation and a historical blemish on Japan's image as host of the #Olympics2020 if the infection is not under control by summer. All forms of media will be following and covering this event because of the potential drama that will unfold. #covid19,Preparing cities for epidemics: Lessons from the #COVID19 outbreak https://www.ijurr.org/the-urban-now/preparing-cities-for-epidemics/ #IJURR #UrbanNow essay by Ming Hang
57,Anybody know what happened to @boxmining? That dude was doing awesome #coronavirus updates and then straight up disappeared.,Happening Now: San Mateo Co. Office of Education is meeting with health dept. and county school districts on how to prepare in the event that #coronavirus spreads through San Mateo County. Update on @abc7newsbayarea at 11AM. #BayArea #health #COVID19 ,MERS - Middle East respiratory syndrome SARS - Severe Acute Respiratory Syndrome #coronavirusnigeria #coronavirusnigeria #COVID19
58,Trump admin lacks credibility to calm markets on coronavirus news https://www.msnbc.com/rachel-maddow/watch/trump-admin-lacks-credibility-to-calm-markets-on-coronavirus-news-79444549924 … via @msnbc BigOrange is full of credibility cracks. All of WH Admin is,Arkansas has sent another sample to the @CDCgov for #COVID19 testing. This is the second time. No confirmed cases in the state at this time. ,"“Culprit in Mystery Pneumonia in China Found?
New coronavirus strain sequenced from patient samples, the Wall Street Journal reports” https://buff.ly/36Eb39p pic.twitter.com/K7xj1z6zck"
59,Let's hope #Pence's reading and following important instructions have gotten better.  #coronavirus #CoronavirusOutbreak #Trumppic.twitter.com/BpKVTelYMK,We're starting to get calls from other hospitals re: resources for preparing for/managing #covid19. My @UCSFHospitals quality/infection colleagues keep this website of resources for patients/providers/systems constantly updated: http://bit.ly/32C3WwT Thx Deb Yokoe &amp; team @ucsf,China travel ban? WHO warns NEW coronavirus linked to lethal SARS bug could be behind Chinese pneumonia flare-up https://www.rt.com/news/477777-chinese-pneumonia-coronavirus-sars/ … #
60,"#CDC says first native #coronavirus case found in Northern #California. #COVID2019. In order to have calm, we need #information. We must also be vigilant against #discrimination. #COVID19Info @lihanlihan @chrismit94 @joannebryantsfhttps://www.washingtonpost.com/world/asia_pacific/coronavirus-china-live-updates/2020/02/26/f889693a-580e-11ea-9000-f3cffee23036_story.html?utm_campaign=wp_news_alert_revere&utm_medium=email&utm_source=alert&wpisrc=al_news__alert-hse--alert-national&wpmk=1 …",Click on this link to watch the interview @nancyilloh had with @ekemma &amp; @johnsonchukwue on the recent #COVID19 report in Nigeria and the Govt Preparedness. #MoneylinewithNancy: First case of #Coronavirus disease (COVID-19) in La... https://youtu.be/p58BuVoj_xs via @YouTube,Mystery China coronavirus may have just hit an ominous milestone https://www.slashgear.com/mystery-china-coronavirus-may-have-just-hit-an-ominous-milestone-15606918/ …pic.twitter.com/NQYKdD621L
61,"Covid-19 is a coronavirus. The article details scientific knowledge of coronavirus transmission & inactivation. For the sake of myself and those in the community around me, I’ll employ the findings, as the statistical likelihood is that will be more effective than ignoring them.",How do you prepare for the #coronavirus? Are we on the verge of a universal #flu vaccine? Get answers to these questions and more in our latest blog post! https://www.pmd.com/blog/post/health-care-week-in-review-how-to-prepare-your-home-for-coronavirus-walmart-introduces-low-price-health-care-clinics-one-percent-of-people-account-for-twenty-two-percent-of-total-healthcare-spendin #healthcare #covid19 #walmart,First case of mysterious coronavirus confirmed outside of China https://www.slashgear.com/first-case-of-mysterious-coronavirus-confirmed-outside-of-china-14606788/ …pic.twitter.com/VcJqmjyBRR
62,Frankly I'd prefer if the coronavirus task force was lead by someone who believes in science,People are asking for a download link so here is this Pastebin of the Covid19 RNA that I found online: ,New Coronavirus May be Cause of Illness Outbreak in China http://dlvr.it/RN2Xt8 pic.twitter.com/ZtyL9N72ck
63,"RT @brexit_sham: Astounding footage of @BorisJohnson 'cramming covid' on his return from a two week Kent jolly with Carrie Symonds. 

Crimi…","I don't watch a lot of presidential press conferences. But I was struck during @realDonaldTrump's #covid19 by how many times Pence and Azar said about the response so far that ""President Trump has ..."", instead of ""We have ..."".","China SARS-like coronavirus spreads to Japan as epidemic fears grow

https://www.dailystar.co.uk/news/world-news/breaking-sars-like-coronavirus-spreads-21290545?utm_source=twitter.com&utm_medium=social&utm_campaign=sharebar …
#China #Japan #Sars #Outbreak"
64,"RT @sanchezcastejon: Spain is coleader in initiatives such as the ACT-Accelerator to achieve equitable access to vaccines, treatments and d…",Equine coronavirus-associated colitis in horses: A retrospective study https://www.sciencedirect.com/science/article/pii/S0737080619306550 …,Three U.S. Airports to Check Passengers for a Deadly Chinese Coronavirus https://www.nytimes.com/2020/01/17/health/china-coronavirus-airport-screening.html?action=click&module=Well&pgtype=Homepage&section=Health …
65,RT @NnamdiFans: The new shiny Chinese face of #TheZooCalledNigeria after Jubril had died of the #COVID19 along with Abba Kyari. @MaziNnamdi…,New #coronavirus in China https://twitter.com/MRC_Outbreak/status/1218175738337284096 …,"SFO will start screening passengers arriving from central China for a deadly coronavirus that's sickened over 40 people, JetBlue announced they'll no longer serve OAK, and various Women's Marches are scheduled throughout the Bay Area today. https://sfist.com/2020/01/18/saturday-links-sfo-starts-screening-for-deadly-chinese-coronavirus/ …"
66,RT @NEJM: Correspondence: Brain Autopsy Series in Patients with Covid-19 #COVID19 #SARSCoV2,"#SFO will begin screening #passengers for the #coronavirus on Saturday when the first direct flight arrives from #Wuhan. 
Some passengers arriving from #Beijing say they had their temperature checked before boarding their flights to the #USA.
 #China
https://abc7ne.ws/3ahULFg pic.twitter.com/N2R6E2otOu","China reported four more cases of pneumonia believed to be caused by a new coronavirus strain, causing rising concern globally that a disease health officials do not yet fully understand could spread during a key holiday period - Reuters"
67,"RT @MileyCyrus: Spain, you united in solidarity with Black Lives Matter in the US. We must keep standing together to tackle #COVID19 and it…","“Dr. Christian Drosten, the director of the Institute for Virology at Berlin’s Charite hospital, said the test developed by his team will allow labs to reliably diagnose the so-called novel coronavirus “in a very short period of time.” https://lnkd.in/enUezMd ","Patient in #Japan confirmed as having new virus from #China
https://apnews.com/3845a158612c6cc556c8cb7b91f5d078 …
#coronavirus #outbreak"
