,Positive,Neutral,Negative
0,104,"Boston's mayor said President Trump is using a ""fear tactic"" by threatening to withhold coronavirus funding from sanctuary cities. On Tuesday, Trump said states would have to make “sanctuary city adjustments"" in order to receive emergency federal relief. ",62
1,Fauci announces good news about coronavirus drug https://www.banglaviral.com/fauci-announces-good-news-about-coronavirus-drug/,Check out my gig on Fiverr https://bit.ly/3cNfDoo #freelancing #freelance #freelancer #influencer #fiverrgigs #fiverrseller #fiverr #onlinebusiness #onlinemarketing #digitalmarketing #socialmediamarketing #coronavirus #IrrfanKhan #RIPIrrfanKhan #StopTheSlander,#BDCovid19 update: 30/05/2020 Saturday New cases: 1764 New deaths: 28 Total cases: 44608 Total deaths: 610 Source: DGHS #Bangladesh #Coronavirus
2,"As countries around the world consider easing restrictions, attention is being focused on the best ways to avoid a second wave #coronavirus ",Examinees would get their results online and via SMS this year as the authorities decided to avoid the traditional method due to #coronavirus situation in #Bangladesh,Coronavirus (COVID-19): Symptoms and Prevention https://www.youtube.com/watch?v=dNaUkzIqo8g #CoronavirusOutbreak #coronavirus #Symptoms #prevention #CoronavirusPandemic #CoronaOutbreak
3,"N’ganj councillor, who helped arrange last rites of coronavirus victims, tests Covid-19 positive ",Mahali jhumar song and dance video of Mahali Adibasi people https://youtu.be/87OvBx1s2aI via @YouTube#coronavirus#BoyWithLuv#우린이미서로의풍경_풍경1주년#iHeartAwards#1YearWithScenery#OurSceneryV#AsimRiaz#ThursdayThoughts,#WHO declares #coronavirus (2019-nCoV) a public health emergency of international concern 
4,"Hello, logo is the mark of a thoughtful initiative. Check out my Gig on Fiverr: do creative branding logo for you https://www.fiverr.com/share/2Kmo18 #coronavirus#BoyWithLuv#우린이미서로의풍경_풍경1주년#iHeartAwards#1YearWithScenery#OurSceneryV#AsimRiaz#ThursdayThoughts","Friends in Nordic countries, please stay careful as there are confirmed #Covid19 cases in your countries ",#BBC News - #Coronavirus declared global health emergency by #WHO
5,"Hi, flyer is your communication officer. Check out my Gig on Fiverr: creating professional and amazing flyer and brochure https://www.fiverr.com/share/qDo4Q9 #coronavirus#BoyWithLuv#우린이미서로의풍경_풍경1주년#iHeartAwards#1YearWithScenery#OurSceneryV#AsimRiaz#ThursdayThoughts",Our Post Production Photography Services. https://www.clippingpathadept.com/get-a-free-test #photoretouching #clippingpath #COVID2019 #FridayThoughts #YtBring67MBack #FridayMotivation #FridayVibes #GretaThunberg #FridayFeeling #AFLOrigin #SydneyDerby #NBL20 #NBLFinals #YtBring67MBack #COVID19 ,"Mike Pence Meets Pope Francis, China’s Coronavirus Crisis &amp; License Plat... https://youtu.be/0X7TuWto9As via @YouTube"
6,"Hello, Need a brochure for your business? Check out my Gig on Fiverr: create eye catching and amazing brochure catalog poster https://www.fiverr.com/share/0bloNv #coronavirus#BoyWithLuv#우린이미서로의풍경_풍경1주년#iHeartAwards#1YearWithScenery#OurSceneryV#AsimRiaz#ThursdayThoughts","""Japan Confirms First Case of New Chinese Coronavirus"" by SUI-LEE WEE pic.twitter.com/rNRzNfKaW5",I saw media reports of COVID19 relapses.
7,"Hello, contact me for book cover and album cover. Check out my Gig on Fiverr: design creative and smart book and album cover for you https://www.fiverr.com/share/BRyxob #coronavirus#BoyWithLuv#우린이미서로의풍경_풍경1주년#iHeartAwards#1YearWithScenery#OurSceneryV#AsimRiaz#ThursdayThoughts","The cluster was initially reported on 31 December 2019, when the WHO China Country Office was informed. The Chinese authorities identified a new type of coronavirus (novel coronavirus, nCoV), which was... https://www.who.int/csr/don/12-january-2020-novel-coronavirus-china/en/ …","#Switzerland has imposed a ban on public events that gather more than 1,000 people together in the same place until at least March 15 in response to the #CoronaVirus threat #Annual_Basel_Carnival &amp; #Geneva_Motor_Show Cancelled #COVID19 "
8,"Hello, I will creating eye catching T shirt. Check out my Gig on Fiverr: create eye catching time appropriate awesome t shirts https://www.fiverr.com/share/2Kmoek #coronavirus#BoyWithLuv#우린이미서로의풍경_풍경1주년#iHeartAwards#1YearWithScenery#OurSceneryV#AsimRiaz#ThursdayThoughts",#US to screen passengers for new China #coronavirus at three #airports https://tbsnews.net/international/us-screen-passengers-new-china-coronavirus-three-airports-37323#.XiKcrn7OQTk.twitter …,#Chinese report says #illnesses may be from new #coronavirus https://unb.com.bd/category/World/chinese-report-says-illnesses-may-be-from-new-coronavirus/40736 …
9,CoronaVirus Video to Watch - What the United States Needs To Do RIGHT NOW To Survive Covid19 #coronavirus #coronavirusus #Harden #FreeCodeFridayContest #coronavirususa,Officials warn coronavirus will affect more Americans after Chicago woman diagnosed http://www.banglaviral.com/officials-warn-coronavirus-will-affect-more-americans-after-chicago-woman-diagnosed/ …,First Case Of Mysterious Coronavirus Confirmed Outside Of China https://www.iflscience.com/health-and-medicine/first-case-of-mysterious-coronavirus-confirmed-outside-of-china/ …
