,Positive,Neutral,Negative
0,195,BBC News - Coronavirus: Japan's low testing rate raises questions ,580
1,Amazon is Wall Street's biggest winner from coronavirus No company’s stock market value has benefited more from the coronavirus pandemic than http://Amazon.com’s.,"COVID-19: DISINFECTING: Bangkok ZUMA Press April 29, 2020, Kathmandu, Nepal: A McDonald's crew wearing a face shield and gloves disinfects cleaning as a preventive measure against the coronavirus (Covid-19) at McDonald cafe Kanchanaphisek-Kanlapaphruek branch. ","CDC reports 1,005,147 coronavirus cases, 57,505 deaths "
2,"New data for look more positive for #remdesivir in #coronavirus Gilead's Remdesivir Results Encouraging, Safety Brings Skepticism https://scrip.pharmaintelligence.informa.com/articles/2020/04/29/gileads-remdesivir-results-encouraging-safety-brings-skepticism",Japan gov't to release coronavirus contact-tracing app in May ,More music festivals have cancelled due to #coronavirus concerns: Newport #Folk And #Jazz Festivals Canceled Due To Coronavirus: 
3,Tests are taken after prior registration. Patients without getting out of the car may be tested for coronavirus. ,"What's a polite way to say to my elderly landlady ""Stop touching my wife's arm every time you talk to her - I'm worried you will give her the coronavirus. Seriously, stop it. You're doing it again and you need to stop. Now,"" in Japanese? #shesreallyquitenice #butitmuststop",A mobile testing point for Coronavirus was opened in Gdansk on April 27. Potential Coronavirus infected people can do the test without leaving their car. 
4,Coronavirus puts the sharing economy on life support ,"COVID-19: TESTING: France ZUMA Press April 29, 2020: Antibes, France: Parental authorization for release Hana Urman - COVID-19 Coronavirus, The Blood Serological Test, detects the presence of antibodies reflecting the immunity of the individual. ",Last updated: 2020-04-29 23:05:01+00:00GMT Coronavirus [COVID-19] Cases: 3208977 Deaths: 227628 #corona #coronavirus #COVID19
5,“Remdesivir: early findings on experimental coronavirus drug offer 'quite good news' | World news | The Guardian“ ,Coronavirus: N.B. first province to create ‘bubbles’ and other provinces look to follow suit | http://Globalnews.ca,"Putin's cat has also gone into self-isolation. The cat, which was given by Putin to Akita governor Satake Norihisa in 2013, is staying at home to avoid spreading coronavirus. It's unclear if the cat has been told that it's really just an extended holiday. "
6,Spread happiness not Coronavirus ,"Addressing the Coronavirus Challenge: Front Row Lecture with Michael Farzan, PhD ","COVID-19: RELIGION: Ramadan in Indonesia ZUMA April 27, 2020, Lhokseumawe, Aceh, Indonesia: People are seen reading the Koran at night during the holy month of Ramadan at the Mosque of Syuhada, amid fears of a COVID-19 coronavirus outbreak, in Lhokseumawe, Aceh, Indonesia. "
7,Editorial: Gov't must lend helping hand to students in coronavirus financial crunch - The Mainichi ,BBC News - Coronavirus: Japan's low testing rate raises questions ,Union urges gov’t to support welfare facilities struggling to continue providing services during coronavirus crisis http://www.japan-press.co.jp/modules/news/index.php?id=12871
8,she took care of a coronavirus patient in a nursing home and she like coughing and has a fever,Lyft lays off 17% of workforce amid coronavirus pandemic ,Niggas putting in 24 hour shifts over this dumb coronavirus shit man this is fucking dumb stay the fuck in the house
9,"Japan coronavirus effective reproduction number climbs above 1 for the first time since mid-April, according to Toyo Keizai https://toyokeizai.net/sp/visual/tko/covid19/en.html",Microsoft earnings beat expectations despite coronavirus impact ,“Signal for Help” Is a New Tool for Abuse Victims During the Coronavirus Lockdown and Beyond https://www.vogue.com/article/signal-for-help-womens-funding-network-abuse-coronavirus?utm_source=twitter&amp;utm_medium=social&amp;utm_campaign=onsite-share&amp;utm_brand=vogue&amp;utm_social-type=earned via @voguemagazine
10,"A long time ago today, we had a good time at Hokkaido as college students ...Goodbye May! Goodbye Coronavirus… https://www.instagram.com/p/CA1IJBohhJi/?igshid=19dt1lt3vxx1g","COVID-19: SOCIAL DISTANCING: Italy © Claudio Furlan/LaPresse via ZUMA Press April 27, 2020: Milan, Italy: New signs on the Metro and Atm public transport stops to respect the safety distance amid the coronavirus outbreak. ",Does Lysol Kill the Coronavirus? 
11,"There are lots of gorgeous views off the coast of Hyogo from Suma in Kobe along Route 2 & Route 250 to Ako City in western Hyogo Prefecture. While international travel will be suspended for quite some time due to the coronavirus, responsible local trave… https://instagr.am/p/CA1CZsxHzQ6/",Research and Development on Therapeutic Agents and Vaccines for COVID-19 and Related Human Coronavirus Diseases https://www.cas.org/resources/articles/covid-19-research#.XqoKooNzJkM.twitter FYI @hirokotabuchi @kendrawrites,Tesla’s profitable start to 2020 stalled by coronavirus disruptions 
12,Coronavirus: Belgian Prince Joachim tests positive after lockdown party ,Studies leave question of ‘airborne’ coronavirus transmission unanswered – The Washington Post ,"""Adding to growing evidence that the novel coronavirus can spread through air, scientists have identified genetic markers of the virus in airborne droplets, many with diameters smaller than one-ten-thousandth of an inch."" https://www.nytimes.com/2020/04/28/health/coronavirus-hospital-aerosols.html?smid=tw-share via @nytimesworld"
